CCN3,12
CLOUD,6
FLNS,7
FLNT,10
FSNS,7
FSNT,9
LHFLX,7
PRECC,6
PRECL,7
PS,15
QFLX,7
SHFLX,8
TMQ,8
TS,14
U,11
