set,time,mean,variance,ns_con_var
orig_soa_a2_SRF,4,4.431331773615441e-12,1.5826207995885865e-22,2.404711820492933e-23
orig_soa_a2_SRF,5,4.455537465889749e-12,1.6969619290761887e-22,2.3230961761190322e-23
orig_soa_a2_SRF,6,4.595147341993169e-12,1.8159467622082249e-22,2.7430360379450653e-23
orig_soa_a2_SRF,7,4.59813954376544e-12,1.9025960341248495e-22,2.9071904243704016e-23
orig_soa_a2_SRF,8,4.364136983460195e-12,1.6412806350726242e-22,2.764912472015949e-23
orig_soa_a2_SRF,9,4.066411963677785e-12,1.2348458460326258e-22,2.2716913123095597e-23
orig_soa_a2_SRF,10,4.263429025052879e-12,1.4192813425704433e-22,2.791588569503454e-23
orig_soa_a2_SRF,11,4.4845522837013685e-12,1.6175286587524154e-22,2.7522712240483275e-23
orig_T010,0,225.82146411775784,115.56454961860449,0.18139078448753812
orig_T010,1,225.80284342157887,114.67983266042508,0.1809314136437724
orig_T010,2,225.76141905104933,114.44156324332022,0.1916842149862387
orig_T010,3,225.72233164814432,112.45127799416028,0.1969432898700115
orig_T010,4,225.68408156466148,112.6058484902347,0.1918954941670145
orig_T010,5,225.6568721991205,113.2017252666941,0.19181090745510185
orig_T010,6,225.66582209912292,113.60011033624637,0.18722599400216328
orig_T010,7,225.6902889823753,114.41038344805808,0.18329956225500568
orig_T010,8,225.72058187135823,115.00320797296094,0.181591346028407
orig_T010,9,225.7408529153537,114.9872812395164,0.17903197935142276
orig_T010,10,225.7688310300075,114.7965825496521,0.17751103814395844
orig_T010,11,225.78095846980014,116.35842572865144,0.17741243917947838
orig_T200,0,215.16959693270135,23.12485589018882,0.37572103260572387
orig_T200,1,215.19185455721063,22.629352115571095,0.25514721009467317
orig_T200,2,215.24277597892367,23.77639288452369,0.2467271891325836
orig_T200,3,215.27927561451733,23.97642460361489,0.2557330182512469
orig_T200,4,215.26599001679725,23.96270761572102,0.25825102189683924
orig_T200,5,215.28239085927166,23.325515498283657,0.254397752765697
orig_T200,6,215.28190661399452,22.53137995975301,0.22854621819435533
orig_T200,7,215.301366805684,21.72065379606078,0.2102203359665158
orig_T200,8,215.27723581305276,19.937203298689006,0.21448171723644335
orig_T200,9,215.20156791020784,19.44247633533873,0.21216867704773326
orig_T200,10,215.25456366544034,19.65201706672441,0.19828194292443216
orig_T200,11,215.3771476928296,19.538206656557943,0.19318709847164794
orig_T500,0,256.749580556107,130.26813157559022,0.5255095614559211
orig_T500,1,256.728993472691,130.11746765658742,0.41540601045059355
orig_T500,2,256.71152283557166,129.89249120232734,0.4243495699233281
orig_T500,3,256.73101567903433,129.14126630999888,0.44925416462479223
orig_T500,4,256.8711707095039,127.7074450501888,0.4551690530768888
orig_T500,5,256.92369395002504,125.95892691060202,0.4489820767466966
orig_T500,6,256.88643744675835,125.74090676855123,0.4524224873869766
orig_T500,7,256.85273276405275,125.19136024610268,0.44072548757121965
orig_T500,8,256.8138719193791,126.61081739687468,0.44244097287780615
orig_T500,9,256.7888264578016,129.43652342762235,0.4326136275554419
orig_T500,10,256.82832837548506,130.76870812469812,0.4271320699616675
orig_T500,11,256.8637598579779,132.6358848193775,0.43536938761001126
orig_T850,0,278.02442127636084,166.86818715107717,1.9017571112835159
orig_T850,1,278.0588194415268,161.21061419228474,1.3949849313356213
orig_T850,2,278.0406877115628,158.6625171312944,1.3436819914538778
orig_T850,3,278.016102242728,156.9982051820077,1.3244755013714673
orig_T850,4,277.9816446350316,157.65037417566666,1.3309349758316669
orig_T850,5,278.01391687976275,159.02366376914676,1.3148319801994448
orig_T850,6,278.0537885454447,160.0878896221018,1.3299875702343398
orig_T850,7,278.07293289993555,159.28905915328318,1.309074611028238
orig_T850,8,278.0573141073217,158.21077191943343,1.308921946221272
orig_T850,9,278.0300232570547,158.94464432752588,1.3669086376336541
orig_T850,10,278.0822039159945,158.06764308210498,1.3028958144745977
orig_T850,11,278.1681186317351,157.52971794868282,1.2068520098154207
orig_TAUX,0,-0.0039045988484407066,0.01517767128077552,0.0017820399346688523
orig_TAUX,1,-0.002337474825879814,0.01197016858102991,0.0008943854621217044
orig_TAUX,2,-0.0012994565210203588,0.013359709008893965,0.0010071131329391224
orig_TAUX,3,-0.005034313605913864,0.013966022184160196,0.0008680198668231433
orig_TAUX,4,-0.009817346903323636,0.014960857564186731,0.0011164496683352904
orig_TAUX,5,-0.010715685700523935,0.01492901904884704,0.0008877808000773874
orig_TAUX,6,-0.007783692268230858,0.01262736945432033,0.0007207264256698627
orig_TAUX,7,-0.008460141555222577,0.013461505999985707,0.0007499110455559832
orig_TAUX,8,-0.006609829838837267,0.012430229226667125,0.0006641240261752631
orig_TAUX,9,-0.007912532751465907,0.013507706529604719,0.0007710469379524988
orig_TAUX,10,-0.00637818902526665,0.013911944390432722,0.0009183661607844895
orig_TAUX,11,-0.006624837107626897,0.013322134434151046,0.0010117925501690176
orig_TAUY,0,0.009288687270041123,0.009691603759497687,0.0014929130051558885
orig_TAUY,1,0.009591591493669772,0.008015532776644541,0.0007445435745064726
orig_TAUY,2,0.006933664229286018,0.008218873627160745,0.0006562027661013337
orig_TAUY,3,0.0071785194445463715,0.006905477233093947,0.0006517898371452734
orig_TAUY,4,0.007344490184005023,0.008303704951198206,0.0007937462298040134
orig_TAUY,5,0.0067300638046864465,0.009133776336684565,0.0006112467524547134
orig_TAUY,6,0.006511871309541279,0.008657344193282233,0.0005803144263978326
orig_TAUY,7,0.00740467588844911,0.007706521027139677,0.0005627490213957333
orig_TAUY,8,0.007673201646403693,0.0065546784766210365,0.0004890100826538172
orig_TAUY,9,0.009133806364792885,0.006661247506105875,0.0005686420259078556
orig_TAUY,10,0.0085257128376552,0.008179472849597,0.0005824395277702035
orig_TAUY,11,0.00820110117053908,0.007326633752735364,0.0005150364080284911
orig_TMQ,0,23.30117858452208,269.7615185637227,5.700823322592879
orig_TMQ,1,23.36629605219244,264.0743240940962,4.182554951704885
orig_TMQ,2,23.486233227950475,263.8542081253158,4.129920035247293
orig_TMQ,3,23.54753592740885,266.4939978094311,4.414645556393594
orig_TMQ,4,23.375711411934354,269.2356836196691,4.897403097225695
orig_TMQ,5,23.308234635110928,269.65192336539576,4.832723378495004
orig_TMQ,6,23.39331782128873,271.2487389967014,4.850344791120137
orig_TMQ,7,23.421212604902077,274.07365376056,4.800993834593399
orig_TMQ,8,23.4408294430318,274.4899394447329,4.93210051830942
orig_TMQ,9,23.4482318430141,273.6127518929887,4.958301275437879
orig_TMQ,10,23.382424502309384,272.33500368118655,5.004038027195268
orig_TMQ,11,23.3141813683077,269.60218599920864,5.1236598272721
orig_TREFHT,0,284.17815492925325,306.4349298454246,3.2381824756645283
orig_TREFHT,1,284.60907579152695,299.74688418692824,2.6224293205195663
orig_TREFHT,2,284.6645274439502,297.0440256072291,2.666069996731132
orig_TREFHT,3,284.7370165725977,294.35541075875994,2.646496761375258
orig_TREFHT,4,284.66308173018325,295.8843257129429,2.712758150755787
orig_TREFHT,5,284.64415805965297,298.69515331878114,2.7076133462741194
orig_TREFHT,6,284.6312437099633,300.4661156535008,2.6721021391666797
orig_TREFHT,7,284.6531334787512,300.8564458252193,2.715898733578247
orig_TREFHT,8,284.705849370634,297.6005827928716,2.7764153483184995
orig_TREFHT,9,284.7258464896638,297.18743675518397,2.7438132780871194
orig_TREFHT,10,284.67894951482066,300.35089836355553,2.679283715756763
orig_TREFHT,11,284.70281108744126,300.81096906613146,2.568722602747659
orig_TREFHTMN,0,284.17815492925325,306.4349298454246,3.2381824756645283
orig_TREFHTMN,1,282.93737391785896,331.32232549907246,3.548085467620798
orig_TREFHTMN,2,283.007337994332,329.1177493596196,3.607783213392291
orig_TREFHTMN,3,283.1240118128113,323.78952672213296,3.622020227758518
orig_TREFHTMN,4,283.0702721346661,325.3677608403051,3.793328184648722
orig_TREFHTMN,5,283.0235008237998,327.7378836579715,3.8372016606102584
orig_TREFHTMN,6,282.99250212313103,330.8299151140828,3.7123641068752904
orig_TREFHTMN,7,283.0531446664363,329.5408882607841,3.740769175092148
orig_TREFHTMN,8,283.0905142214568,326.3840456509429,3.756247976602893
orig_TREFHTMN,9,283.1349607262382,325.2392873759361,3.8061289773082527
orig_TREFHTMN,10,283.075830825923,328.31393075181023,3.6498729208641643
orig_TREFHTMN,11,283.0968382358193,329.67913857432114,3.613527617125963
orig_TREFHTMX,0,284.17815492925325,306.4349298454246,3.2381824756645283
orig_TREFHTMX,1,286.5208911685826,273.5614214929886,2.6204331482133343
orig_TREFHTMX,2,286.5814619951105,270.39212313410474,2.487452692214175
orig_TREFHTMX,3,286.5525527754119,271.9916358485104,2.47340298526869
orig_TREFHTMX,4,286.44690182272063,273.7336462215367,2.4978983705352884
orig_TREFHTMX,5,286.4562329791028,277.74930200628984,2.4392448508022277
orig_TREFHTMX,6,286.46164216085066,278.4241469351338,2.5274877909852327
orig_TREFHTMX,7,286.4673548587269,277.61459564544947,2.5178768653278243
orig_TREFHTMX,8,286.50587723557805,276.634535989713,2.5948221743762327
orig_TREFHTMX,9,286.49405163079973,278.09236874616676,2.6434606639430807
orig_TREFHTMX,10,286.440542575761,280.0980189521202,2.6290498201177903
orig_TREFHTMX,11,286.48108306126886,280.736414550943,2.4671869325788767
orig_TS,0,284.6442164623995,338.1358388640751,4.7795170420557875
orig_TS,1,285.3431501051652,324.8246871158642,3.9998034394074606
orig_TS,2,285.4225675696103,322.02186047578175,4.183792377893448
orig_TS,3,285.4867437724843,318.0969474505475,3.979574947473939
orig_TS,4,285.39962049213415,319.89599388645235,4.1435521888164955
orig_TS,5,285.3917429068843,322.72405622602867,4.164521499026115
orig_TS,6,285.3671254910601,325.70717898996025,4.118898528300503
orig_TS,7,285.4054082777045,325.87498701034957,4.2155961044409045
orig_TS,8,285.4717083660681,322.0918585303034,4.246372650930276
orig_TS,9,285.49342736432,321.64731140878143,4.133237943229031
orig_TS,10,285.4236807471048,325.5534538751142,4.002478244112051
orig_TS,11,285.452288147758,325.4648512824399,3.876888527573151
orig_U010,0,-5.415687250641802,621.6788711609873,2.8840754091622505
orig_U010,1,-5.611856614619332,618.2950006192292,2.825293268318245
orig_U010,2,-5.745235591773771,622.5668776295639,2.8818100344656132
orig_U010,3,-5.787685870429908,638.8925275593007,3.011210730652387
orig_U010,4,-5.894142235836679,648.8795787799484,3.097931261394551
orig_U010,5,-6.117169983392435,641.2067598840708,3.1100000756546593
orig_U010,6,-6.287186512907798,624.5832295131246,3.017460647806228
orig_U010,7,-6.2819649904478485,619.2336882070523,2.8983020663170205
orig_U010,8,-6.020010212208936,639.728987826795,2.854118647656053
orig_U010,9,-5.6696528574859295,655.654971820994,2.774707793278485
orig_U010,10,-5.409084046193562,675.4748723643485,2.66559600247213
orig_U010,11,-5.241771254849404,686.1212596227958,2.5282768030468694
orig_U200,0,15.853287972887328,407.4950571313059,8.031730878872336
orig_U200,1,15.803288039071964,403.1871518132845,6.849857245072335
orig_U200,2,15.748739513427925,396.7714879920872,6.663095811093958
orig_U200,3,15.791310027064915,400.7289842828069,7.028154192737968
orig_U200,4,15.811364133751278,400.6884505108348,7.777261030081996
orig_U200,5,15.830904716482172,400.45377932945,7.941203008448929
orig_U200,6,15.804689354508174,404.3043748263252,7.7603603927665405
orig_U200,7,15.80282664576333,416.9890292073308,8.001540135598233
orig_U200,8,15.871156288244974,422.98673863169194,8.163349341626732
orig_U200,9,15.925138044089186,415.7994503768435,7.589543542796483
orig_U200,10,16.022497615444788,420.21888986677595,7.301598466052575
orig_U200,11,15.889986890515543,435.5207703504254,7.870084757903246
orig_U500,0,6.273367630719636,158.94879432307283,4.291313282048435
orig_U500,1,6.2867251653003855,146.89661314156683,3.1983773740268653
orig_U500,2,6.29748217145587,142.46831034479143,3.0401976573500553
orig_U500,3,6.301201978353512,149.3805911932896,3.380384839873753
orig_U500,4,6.32191968835241,157.59093498014747,3.842150763435345
orig_U500,5,6.351245196287466,159.75322159267495,3.8433167227454805
orig_U500,6,6.289757632756132,157.82339446402577,3.6308705421537475
orig_U500,7,6.50455399257684,156.9344870511932,3.596290836401016
orig_U500,8,6.731719569802441,153.88474710069625,3.5168279371692504
orig_U500,9,6.796288149339859,148.01535285994782,3.505308467296115
orig_U500,10,6.8275121535193515,147.8466343243777,3.4501554692195175
orig_U500,11,6.938865328275344,151.40390077265508,3.531995429285896
orig_U850,0,0.5690710154884748,69.60614664102644,3.6788570922779855
orig_U850,1,0.5290674415029031,62.45627272741126,2.27310001481538
orig_U850,2,0.509063314887423,66.17742294055472,2.309791237024635
orig_U850,3,0.5835704333313505,71.74276385311452,2.5177435726324413
orig_U850,4,0.6870740899748213,73.3424944443693,2.7206641556721194
orig_U850,5,0.6645434739113136,72.92666192750282,2.5206606619690373
orig_U850,6,0.6634669729361033,72.91877656581372,2.3225547356047014
orig_U850,7,0.6803290451644229,75.1330225990691,2.3824531902038344
orig_U850,8,0.8009101767620572,75.469261314289,2.352151171747482
orig_U850,9,0.7921170345713877,73.5797133888458,2.2900868730513353
orig_U850,10,0.727415002361462,75.00642165457809,2.5783336079971644
orig_U850,11,0.7620549534000162,74.56312235911909,2.561772831312145
orig_VBOT,0,-0.6163047739124334,27.31929930482439,1.7964715980705899
orig_VBOT,1,-0.6023734471448506,24.015772936326528,1.0985940754490824
orig_VBOT,2,-0.5127073595889735,25.471547577334295,1.098570037253033
orig_VBOT,3,-0.4480728268375819,22.359349527307913,1.1519066633132642
orig_VBOT,4,-0.46250797834082114,22.256402130228263,1.1210633327090658
orig_VBOT,5,-0.4469876114433173,23.903045967327778,1.0776303384503227
orig_VBOT,6,-0.4267900471754089,24.172852307580364,1.0478569280662595
orig_VBOT,7,-0.4263653436889026,23.228172196370817,1.1454809767839962
orig_VBOT,8,-0.4599881431411238,21.778647678950495,1.0818316595058504
orig_VBOT,9,-0.4632880050839712,22.201861598594157,1.1630986392774239
orig_VBOT,10,-0.46926426061712406,23.6174891004455,1.1411449000226788
orig_VBOT,11,-0.4968706870881324,23.73921270962038,1.1722049236744099
orig_WSPDSRFAV,0,7.022005931610158,19.249495245926447,1.9066271124173357
orig_WSPDSRFAV,1,7.103409120792006,16.4029280458147,1.1939868636988893
orig_WSPDSRFAV,2,7.231131552182632,16.508041135450352,1.1644892196648684
orig_WSPDSRFAV,3,7.2664107020161675,16.54759657485093,1.2800748274968419
orig_WSPDSRFAV,4,7.388788739340815,17.80148387750944,1.3717779544157136
orig_WSPDSRFAV,5,7.411512379490435,18.941259204047263,1.2663655432217906
orig_WSPDSRFAV,6,7.309285213197789,18.36056797457197,1.1984853743908734
orig_WSPDSRFAV,7,7.269735890755835,17.963386281526343,1.213373183586854
orig_WSPDSRFAV,8,7.2966341535330015,17.36229107928522,1.2905172301905332
orig_WSPDSRFAV,9,7.388862502049819,17.584870444667462,1.326737639972732
orig_WSPDSRFAV,10,7.438002217479256,18.192164221156155,1.3679548299751632
orig_WSPDSRFAV,11,7.342355784275042,17.182765943859692,1.3137361532023737
orig_Z050,0,20399.901478431664,104249.68999545813,328.5007353226031
orig_Z050,1,20399.03921027653,103217.68671624191,318.06312385065104
orig_Z050,2,20398.278352908885,102286.88755596646,308.8142473665586
orig_Z050,3,20398.37171836561,104204.94704864251,311.6780457441077
orig_Z050,4,20401.095195215334,106557.46931322159,323.6710851131932
orig_Z050,5,20403.441176073902,107664.45389094102,326.9505082283531
orig_Z050,6,20402.780358538974,106737.32837834183,313.10610846387306
orig_Z050,7,20401.99260675372,108054.01845888194,314.5145083245387
orig_Z050,8,20401.2521295736,112453.0351854091,330.0462261324427
orig_Z050,9,20401.289375123964,115675.84882989076,337.430879609073
orig_Z050,10,20404.373106005758,117422.01963102314,334.05433502347904
orig_Z050,11,20407.0817331053,118283.40062902863,325.3321873287044
orig_Z500,0,5636.486951229736,71187.56761213669,237.84939146174494
orig_Z500,1,5636.434584256216,71242.95532270944,220.7261589062298
orig_Z500,2,5636.4481828866265,71630.7049350587,216.41937466503663
orig_Z500,3,5636.298251121365,73180.00137577105,226.02279582865523
orig_Z500,4,5637.623649338977,75097.98967914688,236.51835511192527
orig_Z500,5,5638.723609176279,76926.9388936755,238.7297708313079
orig_Z500,6,5638.650730024024,77475.27457818476,231.08170687518216
orig_Z500,7,5638.246222632522,79715.60813293929,236.83626559290104
orig_Z500,8,5638.423804296403,81449.54061340928,241.1817091837916
orig_Z500,9,5639.327705664689,81289.55943047674,240.137349304542
orig_Z500,10,5640.108856926958,81832.29477712103,240.90140988474886
orig_Z500,11,5640.327855785261,83701.70022132603,242.1293545038508
