set,time,mean,variance,ns_con_var
orig_dst_a1_SRF,11,1.2366811547830417e-09,4.339794149097277e-17,1.558877426708639e-17
orig_dst_a3_SRF,0,1.4834929366701404e-08,1.0070511457431759e-14,2.0575852305665635e-15
orig_dst_a3_SRF,1,2.5860103585032125e-08,6.837771073634986e-14,7.974493117918232e-14
orig_dst_a3_SRF,2,2.2326965776713947e-08,3.589848681985448e-14,2.7190280553969807e-14
orig_dst_a3_SRF,3,2.0530854661116862e-08,2.3409977859258706e-14,1.1685801526817978e-14
orig_dst_a3_SRF,4,2.127756268063715e-08,3.9553852688070514e-14,4.05074082434429e-14
orig_dst_a3_SRF,5,1.902848603243699e-08,2.845454691097592e-14,2.3788236830085897e-14
orig_dst_a3_SRF,6,1.7357315316148667e-08,2.3204379734121688e-14,1.8900774933888268e-14
orig_dst_a3_SRF,7,1.87516534347785e-08,4.7355076249267907e-14,5.767644642809104e-14
orig_dst_a3_SRF,8,2.443779700991366e-08,1.7033175085127186e-13,2.5813359350416917e-13
orig_dst_a3_SRF,9,1.9741298017279188e-08,2.0675760247302655e-14,1.3933385352317583e-14
orig_dst_a3_SRF,10,1.788258821768787e-08,1.7028846994572928e-14,8.580991227624282e-15
orig_dst_a3_SRF,11,1.8714854435572795e-08,2.0027731758049146e-14,1.0584338603758472e-14
orig_FLNS,0,50.15532754021907,873.4002191646891,301.5839946841772
orig_FLNS,1,53.20067850336712,715.9210368353174,97.22686769595714
orig_FLNS,2,53.24542237787911,709.2200850417137,92.81062192590039
orig_FLNS,3,52.93684107926317,700.6453984482038,97.14339923337624
orig_FLNS,4,53.23457267219495,705.5945468216847,103.85622228093075
orig_FLNS,5,53.010717731124565,705.3923768522275,100.46283079383474
orig_FLNS,6,53.45018266208269,710.054589680031,99.37816525438596
orig_FLNS,7,53.590504729409155,701.5861628041882,98.72695461753888
orig_FLNS,8,53.373715907823424,711.5097537220504,96.74877167582362
orig_FLNS,9,52.87795275785224,700.3156901567792,98.51108064795461
orig_FLNS,10,52.213908676120845,705.8213066022549,101.10853442410887
orig_FLNS,11,52.508806540803214,735.4318176157234,100.09230414345022
orig_FLNSC,0,76.27704095546432,436.2990819620187,39.01024450064295
orig_FLNSC,1,78.9131398579278,444.1241541785479,32.00938894299004
orig_FLNSC,2,78.85174418090469,437.73285576475456,31.952835059834097
orig_FLNSC,3,78.91363593018518,417.8034047892473,30.86583822344657
orig_FLNSC,4,79.0928927603523,423.18898370145644,32.559822634364274
orig_FLNSC,5,79.14873582366278,436.1745203574921,32.29783386864079
orig_FLNSC,6,78.97805458226989,437.14820648133565,31.892279123314765
orig_FLNSC,7,79.09933688378193,447.34994111328626,32.94244284986828
orig_FLNSC,8,79.16777217474028,452.2892657353595,33.78374795614446
orig_FLNSC,9,79.07384628821148,457.9822656897599,32.74877863822137
orig_FLNSC,10,78.81281955726152,465.6531185205742,31.938069069060077
orig_FLNSC,11,78.84820691118964,465.8869809935484,32.15113036902063
orig_FLUT,0,233.7209354071015,2148.815589309732,244.63204897047277
orig_FLUT,1,234.01368590042847,1910.4694725448871,111.58933104071765
orig_FLUT,2,233.80668009545627,1890.3392812975717,119.02980923528064
orig_FLUT,3,233.002579513927,1962.431613573391,127.39675791349303
orig_FLUT,4,232.18863754515047,2039.0473967089363,130.26252905408936
orig_FLUT,5,233.20006168597604,1958.7140846337281,139.17862661172828
orig_FLUT,6,234.5058743068218,1851.4315200561166,130.17218525495306
orig_FLUT,7,233.68943671500287,1875.0908763438274,130.21635205710518
orig_FLUT,8,234.05501224778192,1903.9898774931744,120.09451765650789
orig_FLUT,9,234.32517397990287,1980.446336477138,121.82953949117523
orig_FLUT,10,233.65306287031052,1971.601064014621,125.753068791332
orig_FLUT,11,233.82356119692886,1971.3280123208224,136.6537868331604
orig_FSNS,0,174.44817531331609,73483.68347061572,3567.8607058203183
orig_FSNS,1,167.95011142978944,10730.39576340392,813.9301047318264
orig_FSNS,2,168.30171841663565,10794.6265416582,728.7462683746626
orig_FSNS,3,167.999951944409,10915.62356023217,754.9499235029648
orig_FSNS,4,166.4670468517121,10894.276553460351,824.303055130665
orig_FSNS,5,167.0082973547126,10707.163110517025,831.1761859226933
orig_FSNS,6,166.73564363808032,10586.008571388029,826.8847682539256
orig_FSNS,7,166.72584086416094,10539.919325984063,797.0682150976975
orig_FSNS,8,166.67395738050746,10529.252556123205,746.886734088688
orig_FSNS,9,164.97965000309668,10425.634873839745,789.4378254691208
orig_FSNS,10,162.77320300608355,10133.78780695972,821.6372661020949
orig_FSNS,11,164.45321098736406,10240.753481937798,810.9126059926384
orig_FSNSC,0,229.0946029238778,107613.92053441617,181.35120686416164
orig_FSNSC,1,224.24181236871672,15470.813855920818,127.83489997432392
orig_FSNSC,2,224.44598911166875,15291.45454737046,127.5933591416332
orig_FSNSC,3,224.46506733088697,15233.839965000598,131.4419191196759
orig_FSNSC,4,224.58782653139886,15167.059635209403,135.94655625348614
orig_FSNSC,5,224.69293918112993,15068.275271214106,136.17841506599657
orig_FSNSC,6,224.71914579744669,14974.865948520981,135.60560854842896
orig_FSNSC,7,224.82378203428456,14888.599673235462,134.92649853656187
orig_FSNSC,8,224.75182824906014,14797.551593310332,135.44855612754074
orig_FSNSC,9,224.62258644890977,14689.931182285201,134.78774416206792
orig_FSNSC,10,224.72372807517502,14590.096965756675,134.32329960196992
orig_FSNSC,11,224.88359948484094,14504.032048137226,135.40689725014255
orig_FSNTOA,0,252.18975698190047,130806.57263940675,2974.0304632882053
orig_FSNTOA,1,245.96680697852594,17841.083737115496,671.8074725042635
orig_FSNTOA,2,246.36877355094504,17840.75317772995,609.1824105433158
orig_FSNTOA,3,246.02434581022263,17843.040988988203,623.8137670023067
orig_FSNTOA,4,244.38255000846965,17762.7016196451,678.4563841333094
orig_FSNTOA,5,244.90553764370452,17605.672753904073,683.7933318824346
orig_FSNTOA,6,244.7260640966417,17381.92593415091,684.3984436858125
orig_FSNTOA,7,244.59561147148582,17312.13630224269,662.28018336938
orig_FSNTOA,8,244.77539434165803,17244.90518088974,618.2511037095761
orig_FSNTOA,9,243.46180491470463,17040.009932020588,647.549918615318
orig_FSNTOA,10,241.46060945099987,16628.40843317442,671.9282260959363
orig_FSNTOA,11,243.02849999578083,16751.023614243808,668.4518528753911
orig_ICEFRAC,0,0.04078032745959847,0.03210251650925664,0.004964643540190493
orig_ICEFRAC,1,0.04068425190455265,0.03204212025064374,0.004928307432874393
orig_ICEFRAC,2,0.040431979903029755,0.031874506370206605,0.004870574551286573
orig_ICEFRAC,3,0.04015396977298993,0.03165152990010939,0.004819989141539619
orig_ICEFRAC,4,0.03991665653449964,0.03147828601553622,0.004803442948262668
orig_ICEFRAC,5,0.039692955218926025,0.031350577342221714,0.004810168929749034
orig_ICEFRAC,6,0.039467290694089045,0.03119246612480271,0.0048019873544714355
orig_ICEFRAC,7,0.0392370668950011,0.031019012980586427,0.004788409086483325
orig_ICEFRAC,8,0.03902263321464733,0.03086284932466759,0.004787896179520169
orig_ICEFRAC,9,0.03879967222032779,0.030699284448220867,0.004767306952437616
orig_ICEFRAC,10,0.03859650891331181,0.03055934393359508,0.00473378815774538
orig_ICEFRAC,11,0.03842378535663072,0.030442465261020936,0.004684373561229773
orig_LHFLX,0,79.52002061842741,7833.072942717948,681.9334466759389
orig_LHFLX,1,88.53549423791982,7979.7073378399655,570.4451630539196
orig_LHFLX,2,90.14942240621995,7640.595135848784,485.72538892064074
orig_LHFLX,3,89.26945696647591,6548.990673887095,432.6026468609429
orig_LHFLX,4,90.71739617884505,7422.434504317855,547.5948678923905
orig_LHFLX,5,89.99205217462367,6862.87576076636,456.94135592731175
orig_LHFLX,6,87.61587697406338,6048.522346948579,417.78142222638826
orig_LHFLX,7,87.20866185996381,5735.796855402807,401.51922238587554
orig_LHFLX,8,87.62101330166458,5789.5023544715195,431.70630681725993
orig_LHFLX,9,90.87424052078944,6749.035941642199,468.17546693859936
orig_LHFLX,10,91.7501268374436,7298.7941902156535,460.7597321825084
orig_LHFLX,11,89.1264869670521,6968.222162590123,476.1847158044068
orig_pom_a1_SRF,0,4.918044862675082e-10,4.671302760210186e-18,5.447176204969335e-19
orig_pom_a1_SRF,1,6.605141255097033e-10,7.514051475935879e-18,7.426828527635354e-19
orig_pom_a1_SRF,2,7.005813253928603e-10,9.040195533592088e-18,9.62470372876485e-19
orig_pom_a1_SRF,3,6.926518956908561e-10,9.485122051016819e-18,1.0771130404703558e-18
orig_pom_a1_SRF,4,6.412815845695368e-10,9.115005265961852e-18,1.1822990190180133e-18
orig_pom_a1_SRF,5,5.944774790407105e-10,8.094980465029402e-18,1.1375465104503179e-18
orig_pom_a1_SRF,6,6.083238869390811e-10,7.822778937436794e-18,1.1224254092775823e-18
orig_pom_a1_SRF,7,6.319460209230051e-10,8.475543826569818e-18,1.0810451075487948e-18
orig_pom_a1_SRF,8,6.434048648370022e-10,9.376423824809793e-18,1.240806732685725e-18
orig_pom_a1_SRF,9,6.408575076716684e-10,1.0035492703250325e-17,1.3187331709334507e-18
orig_pom_a1_SRF,10,6.216002687524939e-10,8.484928807805699e-18,1.3771851797377525e-18
orig_pom_a1_SRF,11,6.461693924510749e-10,8.383140650920013e-18,1.0329097145005669e-18
orig_PRECL,0,1.1163147321229534e-08,4.6282687935189255e-15,2.2956081401095497e-15
orig_PRECL,1,1.2295721514462595e-08,2.007029860638461e-15,5.10192731162951e-16
orig_PRECL,2,1.192770627407734e-08,1.494094518971078e-15,4.3095532889159236e-16
orig_PRECL,3,1.2535264344726676e-08,1.3017515680479588e-15,3.3224642013473787e-16
orig_PRECL,4,1.4126569141363499e-08,1.784237072444035e-15,4.951601842184473e-16
orig_PRECL,5,1.2017270030275017e-08,1.308457878335879e-15,4.50068854764202e-16
orig_PRECL,6,1.1867902901617293e-08,1.1942226845593545e-15,3.509054329756581e-16
orig_PRECL,7,1.1385289877589651e-08,1.3280399774358474e-15,4.549411865442695e-16
orig_PRECL,8,1.1528470286630126e-08,1.10951005926896e-15,2.965898752707034e-16
orig_PRECL,9,1.3432770436150418e-08,1.7462455696071034e-15,4.53165998180795e-16
orig_PRECL,10,1.3858694974701864e-08,1.9976144950447187e-15,5.027305759745643e-16
orig_PRECL,11,1.2922168487827972e-08,1.8848426356406844e-15,6.329117937638428e-16
orig_PRECSC,0,1.801710047140273e-11,3.1463110257302975e-19,4.1781901686338484e-19
orig_PRECSC,1,2.6486624035827945e-11,1.9731772409509088e-19,1.6188947801975673e-19
orig_PRECSC,2,4.3440111474990346e-11,8.767833333490704e-19,7.45858086460545e-19
orig_PRECSC,3,1.0993287937411229e-10,3.869439957783038e-18,9.398136062186558e-19
orig_PRECSC,4,5.504800234502381e-11,1.176699244153226e-18,6.410744260183192e-19
orig_PRECSC,5,2.536265199259121e-11,2.841179719370325e-19,2.548367389210999e-19
orig_PRECSC,6,3.990524513356584e-11,5.789514989523523e-19,5.171972469470437e-19
orig_PRECSC,7,8.139676794795622e-11,1.5004652690420045e-18,5.961158667124254e-19
orig_PRECSC,8,1.0976722882167374e-10,2.341186609196141e-18,7.01497168867034e-19
orig_PRECSC,9,1.1285501534267882e-10,2.4065640299564034e-18,1.165826159209398e-18
orig_PRECSC,10,1.0015100259211325e-10,2.1976046405415833e-18,1.72041769839062e-18
orig_PRECSC,11,9.780265276787735e-11,1.98998000055596e-18,1.5900094472440216e-18
orig_PRECSL,0,2.0795812509520795e-09,2.2255280880504053e-16,1.3547898957332438e-16
orig_PRECSL,1,2.3972821567145725e-09,1.281542343749677e-16,3.9804813284196904e-17
orig_PRECSL,2,3.0342180793717472e-09,2.494595762642508e-16,6.671589826024346e-17
orig_PRECSL,3,2.929366277527309e-09,2.2837658891851484e-16,9.661171731803358e-17
orig_PRECSL,4,3.5669620063008726e-09,3.5085308030508733e-16,1.1852392144751054e-16
orig_PRECSL,5,3.181541063873136e-09,2.0637487166032787e-16,6.456496499263094e-17
orig_PRECSL,6,2.7136703122524605e-09,1.399459399000477e-16,4.292122443484867e-17
orig_PRECSL,7,2.9047038593680484e-09,1.9201084797088859e-16,5.3904098045341424e-17
orig_PRECSL,8,2.8455292618436613e-09,1.3412123451663492e-16,4.1893164807457565e-17
orig_PRECSL,9,2.805149339513065e-09,1.4296908904438176e-16,4.8202445049983475e-17
orig_PRECSL,10,2.524644712911735e-09,1.35830386167821e-16,5.558540022510628e-17
orig_PRECSL,11,2.679975926732972e-09,1.6454543386800234e-16,6.71501650659323e-17
orig_PRECT,0,2.738143787257508e-08,8.265822589419482e-15,3.3043269540339806e-15
orig_PRECT,1,3.39884403054841e-08,4.985396758661297e-15,1.106578437699363e-15
orig_PRECT,2,3.4779085290138696e-08,4.2756730577229646e-15,1.0247435670168899e-15
orig_PRECT,3,3.620556369491703e-08,4.168317888774074e-15,9.710016242939363e-16
orig_PRECT,4,3.851633142199216e-08,5.453906317475486e-15,1.4347646811266632e-15
orig_PRECT,5,3.524860760933065e-08,4.6338924836277035e-15,1.3376903579906458e-15
orig_PRECT,6,3.4448177537619023e-08,4.34762318650326e-15,1.221614256871618e-15
orig_PRECT,7,3.4583708611418994e-08,4.7002578212591695e-15,1.218466645249048e-15
orig_PRECT,8,3.467189549716078e-08,4.378910988263424e-15,9.513598965823981e-16
orig_PRECT,9,3.655070395334067e-08,5.131908019974907e-15,1.1305967969469192e-15
orig_PRECT,10,3.8033215924155535e-08,5.715184744820464e-15,1.2598302101731995e-15
orig_PRECT,11,3.576932248322864e-08,5.303275736938465e-15,1.3911199792595018e-15
orig_PRECTMX,0,2.738143787257508e-08,8.265822589419482e-15,3.3043269540339806e-15
orig_PRECTMX,1,3.39884403054841e-08,4.985396758661297e-15,1.106578437699363e-15
orig_PRECTMX,2,3.4779085290138696e-08,4.2756730577229646e-15,1.0247435670168899e-15
orig_PRECTMX,3,3.620556369491703e-08,4.168317888774074e-15,9.710016242939363e-16
orig_PRECTMX,4,3.851633142199216e-08,5.453906317475486e-15,1.4347646811266632e-15
orig_PRECTMX,5,3.524860760933065e-08,4.6338924836277035e-15,1.3376903579906458e-15
orig_PRECTMX,6,3.4448177537619023e-08,4.34762318650326e-15,1.221614256871618e-15
orig_PRECTMX,7,3.4583708611418994e-08,4.7002578212591695e-15,1.218466645249048e-15
orig_PRECTMX,8,3.467189549716078e-08,4.378910988263424e-15,9.513598965823981e-16
orig_PRECTMX,9,3.655070395334067e-08,5.131908019974907e-15,1.1305967969469192e-15
orig_PRECTMX,10,3.8033215924155535e-08,5.715184744820464e-15,1.2598302101731995e-15
orig_PRECTMX,11,3.576932248322864e-08,5.303275736938465e-15,1.3911199792595018e-15
orig_PSL,0,101145.54798166959,1698257.5223909246,18836.62251305846
orig_PSL,1,101138.0376293131,1646951.3243026496,14036.407772022361
orig_PSL,2,101139.80362378377,1682461.5008560023,14297.059339185742
orig_PSL,3,101141.1956668925,1709084.720958794,15362.543149742942
orig_PSL,4,101141.25737917935,1790519.405662732,15915.36232179989
orig_PSL,5,101141.54369912628,1829763.4028427645,16117.398796800224
orig_PSL,6,101143.59342621299,1763400.188017847,15419.629666624947
orig_PSL,7,101138.03147708526,1867881.7354299065,16180.284116554216
orig_PSL,8,101133.33096143854,1902613.354774569,15927.696861635179
orig_PSL,9,101135.7075959904,1779703.7136508063,15284.580640783975
orig_PSL,10,101137.1191872815,1668551.0570538554,15369.83579816273
orig_PSL,11,101130.92295912276,1720058.7509751152,13919.420854961256
orig_Q200,0,2.2851296316208263e-05,4.2234447959999754e-10,3.6395988303287176e-11
orig_Q200,1,2.2745618699280007e-05,3.775879193434695e-10,1.6272982231821456e-11
orig_Q200,2,2.290179387034926e-05,3.8912579549190395e-10,1.7708066695660812e-11
orig_Q200,3,2.2986198035906436e-05,3.9307399393615183e-10,1.850957711752601e-11
orig_Q200,4,2.258497717353513e-05,3.851384680616887e-10,1.739372055238367e-11
orig_Q200,5,2.2246109345355517e-05,3.799865803279225e-10,1.9878458923276658e-11
orig_Q200,6,2.2204335645654116e-05,3.7420861873468653e-10,2.065872348469479e-11
orig_Q200,7,2.2214172117765635e-05,3.797459769182825e-10,2.1399323898279977e-11
orig_Q200,8,2.2529149738096302e-05,3.8343105036246265e-10,2.0441934343849256e-11
orig_Q200,9,2.2493422581917466e-05,3.7926078574062777e-10,1.7629150440101166e-11
orig_Q200,10,2.3023689507167104e-05,4.138573311552581e-10,1.8010595402670862e-11
orig_Q200,11,2.3597478697600532e-05,4.2298789361662023e-10,2.0667770498629572e-11
orig_Q500,0,0.0011598567742370403,1.7403534790210437e-06,1.1548708798440485e-07
orig_Q500,1,0.001170663436932605,1.6613855253925043e-06,7.562036547349009e-08
orig_Q500,2,0.0011785770499983788,1.6868465991342446e-06,8.206390815721651e-08
orig_Q500,3,0.0011761691450940203,1.7238865749764826e-06,8.667682482126626e-08
orig_Q500,4,0.001180975430025857,1.7357047885854992e-06,8.132315004973424e-08
orig_Q500,5,0.001168393319844938,1.7196663369973244e-06,8.521399175762714e-08
orig_Q500,6,0.0011599848784857657,1.6651218967052523e-06,8.455117811310833e-08
orig_Q500,7,0.0011667147233149905,1.6784266554535835e-06,8.5649072684446e-08
orig_Q500,8,0.0011823596758365371,1.6916222079742327e-06,9.149888047776286e-08
orig_Q500,9,0.0011788522375810306,1.6697046532358827e-06,9.281796705697914e-08
orig_Q500,10,0.0011599649235705417,1.63652763912923e-06,8.806516505490563e-08
orig_Q500,11,0.0011568979832733872,1.6412009565630524e-06,8.867544228952986e-08
orig_Q850,0,0.005911359076710938,1.627728964990729e-05,5.873597804416292e-07
orig_Q850,1,0.005954746761149286,1.566504209161128e-05,3.6581153185933045e-07
orig_Q850,2,0.005993769178614882,1.556370188733628e-05,3.481003370987109e-07
orig_Q850,3,0.006012906344343336,1.577286781100789e-05,3.669242418973716e-07
orig_Q850,4,0.005936921548128561,1.592378786701651e-05,4.096516946745725e-07
orig_Q850,5,0.005915399253329496,1.599771605484521e-05,4.0341724476172165e-07
orig_Q850,6,0.00592598767156456,1.604049589447115e-05,3.844155878080826e-07
orig_Q850,7,0.005902371030667446,1.6096261975103252e-05,3.6732940495606377e-07
orig_Q850,8,0.005909474165528997,1.6207822907450657e-05,3.677701828524435e-07
orig_Q850,9,0.005948957871800164,1.6494676417897244e-05,3.834902741586353e-07
orig_Q850,10,0.0059547952101063825,1.641365517821606e-05,3.887372228047227e-07
orig_Q850,11,0.005963044991008694,1.6123134427429608e-05,4.1283065414164727e-07
orig_QBOT,0,0.008864873217912824,3.490383502477103e-05,5.307593342860674e-07
orig_QBOT,1,0.00881752957309736,3.410790722038051e-05,3.5882993210708467e-07
orig_QBOT,2,0.008814884556949173,3.3568549729446976e-05,3.5108511802885537e-07
orig_QBOT,3,0.008826490552690856,3.338737387564957e-05,3.691583208757959e-07
orig_QBOT,4,0.008813773390560772,3.351706928173722e-05,3.765110220236103e-07
orig_QBOT,5,0.008806071070516635,3.353273599779536e-05,3.792614103646994e-07
orig_QBOT,6,0.008795605078735707,3.357642333774423e-05,3.851206137696815e-07
orig_QBOT,7,0.008802795076203239,3.3744197053226866e-05,3.8109698286939393e-07
orig_QBOT,8,0.008818016328725994,3.386722606369525e-05,3.743259396885058e-07
orig_QBOT,9,0.008820309430867737,3.3661832091784407e-05,3.6677632950374646e-07
orig_QBOT,10,0.008817645112628681,3.360532678285776e-05,3.707690182316263e-07
orig_QBOT,11,0.008818299195689317,3.333512099177283e-05,3.7741210423020555e-07
orig_SHFLX,0,10.54567653920287,1504.0828594544164,272.54306013877965
orig_SHFLX,1,17.19181740173697,1672.506655019845,258.93041533773425
orig_SHFLX,2,17.07774005872592,1562.6239925476327,261.9186750330238
orig_SHFLX,3,16.377403873238663,968.3702084466612,160.83548272165459
orig_SHFLX,4,16.85027091585728,1143.4691041509288,181.48946982281143
orig_SHFLX,5,16.88072754257308,1141.119277564596,184.44021772816023
orig_SHFLX,6,15.93121503683924,937.180710242646,167.91970043725863
orig_SHFLX,7,16.10845145808806,1214.8575014338276,182.2340135431698
orig_SHFLX,8,16.137085049313754,1039.679201661363,149.57457417328484
orig_SHFLX,9,16.525596692737704,1011.5145246785903,144.66063783197774
orig_SHFLX,10,16.298090730031483,920.5157052181075,124.16604657339997
orig_SHFLX,11,16.3573006815451,1003.3799749527846,149.43323874188044
orig_so4_a1_SRF,0,6.710390527222417e-10,9.268233077996237e-19,1.1272064641610431e-19
orig_so4_a1_SRF,1,9.147797651851178e-10,1.4456214149321818e-18,1.5031500506443484e-19
orig_so4_a1_SRF,2,9.19759166366145e-10,1.4026027232806868e-18,1.5234612271947098e-19
orig_so4_a1_SRF,3,9.129131918562193e-10,1.514893157065008e-18,1.450739375570241e-19
orig_so4_a1_SRF,4,8.969973210241322e-10,1.5373497578615408e-18,1.6248126470534007e-19
orig_so4_a1_SRF,5,8.773922759268629e-10,1.329128985389583e-18,1.7623798603147854e-19
orig_so4_a1_SRF,6,9.078126825762923e-10,1.5121529052322476e-18,1.6684424815033543e-19
orig_so4_a1_SRF,7,9.271022250523923e-10,1.6523340369155114e-18,1.6408776627785485e-19
orig_so4_a1_SRF,8,9.683265121529963e-10,2.037109754450126e-18,1.9716256261903805e-19
orig_so4_a1_SRF,9,9.725747232637602e-10,1.994683495452992e-18,2.1799716388440894e-19
orig_so4_a1_SRF,10,9.710166640680443e-10,1.7444593577204886e-18,1.7646312738562456e-19
orig_so4_a1_SRF,11,9.708262114671828e-10,1.7441003906270755e-18,1.7330190475638293e-19
orig_so4_a2_SRF,0,1.4083012055794426e-11,5.302570676017596e-22,1.0312901930975949e-22
orig_so4_a2_SRF,1,2.0774707983444856e-11,9.381721656313765e-22,1.4500348592438338e-22
orig_so4_a2_SRF,2,2.1699456824275567e-11,1.1326248065004945e-21,1.882229657017108e-22
orig_so4_a2_SRF,3,2.163187944439829e-11,1.2133748519390762e-21,1.9529546315371018e-22
orig_so4_a2_SRF,4,2.0917842500609466e-11,8.805580541625303e-22,1.5377936692245995e-22
orig_so4_a2_SRF,5,2.078262988836169e-11,8.845952740914681e-22,1.9794795360865957e-22
orig_so4_a2_SRF,6,2.1102001009446042e-11,1.0025555442671925e-21,1.835123484005493e-22
orig_so4_a2_SRF,7,2.1087479474859455e-11,9.52864002554517e-22,1.5519427134732322e-22
orig_so4_a2_SRF,8,2.1568761348710494e-11,1.0283616762187789e-21,1.6348728888797084e-22
orig_so4_a2_SRF,9,2.195994414411076e-11,1.0708386507572796e-21,1.8064088947246563e-22
orig_so4_a2_SRF,10,2.1845592565607888e-11,1.0983028585998474e-21,1.5739205144898488e-22
orig_so4_a2_SRF,11,2.1954394364275284e-11,1.1552650708361825e-21,1.4629377966336131e-22
orig_so4_a3_SRF,0,1.5393105192929648e-11,1.085774338087096e-21,1.0252623103191125e-22
orig_so4_a3_SRF,1,1.98611958132065e-11,1.7183184299888674e-21,1.3581113257852286e-22
orig_so4_a3_SRF,2,1.9608374962009633e-11,1.8308296009894396e-21,1.2832445832145784e-22
orig_so4_a3_SRF,3,1.9621245430465418e-11,1.998837093134701e-21,1.0825288213830432e-22
orig_so4_a3_SRF,4,2.0107415751895037e-11,2.243607265871599e-21,1.22873738535083e-22
orig_so4_a3_SRF,5,2.0233922392511372e-11,2.4024178980594793e-21,1.2752453381144357e-22
orig_so4_a3_SRF,6,1.9907140593470995e-11,2.3818432185357452e-21,1.3512746698044343e-22
orig_so4_a3_SRF,7,1.9562626632247748e-11,2.4711354619337235e-21,1.449902584411013e-22
orig_so4_a3_SRF,8,1.9815438664768274e-11,2.9643729964063728e-21,2.240772035377193e-22
orig_so4_a3_SRF,9,1.8720787967699657e-11,2.0702396581781266e-21,2.0635084037429383e-22
orig_so4_a3_SRF,10,1.8236813851464207e-11,1.5832327518733983e-21,1.684985859200686e-22
orig_so4_a3_SRF,11,1.7818529062721836e-11,1.3837342303811588e-21,1.8477818893692943e-22
orig_soa_a1_SRF,0,7.240512325106506e-10,5.261237538525899e-18,5.272229944263392e-19
orig_soa_a1_SRF,1,1.124527740922591e-09,1.2065820713484063e-17,1.1285483641261703e-18
orig_soa_a1_SRF,2,1.0965591902577882e-09,1.1280182851663142e-17,1.1321063815691126e-18
orig_soa_a1_SRF,3,1.1169307721637476e-09,1.222402161105421e-17,1.3428458965271525e-18
orig_soa_a1_SRF,4,1.0662624954835903e-09,1.0865657107431596e-17,1.1728148603084532e-18
orig_soa_a1_SRF,5,1.0956511332927418e-09,1.1335795086569474e-17,1.2751617132246704e-18
orig_soa_a1_SRF,6,1.1229419563246464e-09,1.2005086009697412e-17,1.1532092930706137e-18
orig_soa_a1_SRF,7,1.14584483506432e-09,1.2849466226104891e-17,1.2731772243736446e-18
orig_soa_a1_SRF,8,1.14652564874928e-09,1.2995435859977521e-17,1.1826915988280672e-18
orig_soa_a1_SRF,9,1.1275561846573045e-09,1.3188114132429468e-17,1.367494640717303e-18
orig_soa_a1_SRF,10,1.116990073449906e-09,1.3349403638593422e-17,1.321029661195889e-18
orig_soa_a1_SRF,11,1.1166702243947308e-09,1.2919195435136855e-17,1.2487451123506199e-18
orig_soa_a2_SRF,0,2.807152601145001e-12,8.164362699683256e-23,1.6099123914854355e-23
orig_soa_a2_SRF,1,4.51208801326356e-12,1.6830536369177011e-22,2.3967378613285777e-23
orig_soa_a2_SRF,2,4.354727644819029e-12,1.6024359170071197e-22,2.71045702172446e-23
orig_soa_a2_SRF,3,4.534541266822237e-12,1.7695148311498473e-22,2.975174690974885e-23
