variable,best_alg,best_ratio,best_size,best_level
variable,zfp,zfp_ratio,zfp_size,zfp_level
variable,zfp,zfp_ratio,zfp_size,zfp_level
variable,zfp,zfp_ratio,zfp_size,zfp_level
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,26
AODABS,zfp,nan,nan,26
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,18
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,18
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,26
AODABS,zfp,nan,nan,26
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,18
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,16
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,26
AODABS,zfp,nan,nan,26
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,16
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,16
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,26
AODABS,zfp,nan,nan,26
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,16
AODABS,zfp,nan,nan,16
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,16
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,26
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,26
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,16
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,16
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,26
AODABS,zfp,nan,nan,26
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,16
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,26
AODABS,zfp,nan,nan,16
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,26
AODABS,zfp,nan,nan,26
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,16
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,26
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,20
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,100000
AODABS,zfp,nan,nan,26
