variable,level,size
LHFLX,bg_2,1760524
LHFLX,bg_3,2094072
LHFLX,bg_4,2489281
LHFLX,bg_5,2907313
LHFLX,bg_6,3340968
LHFLX,bg_7,3858003
LHFLX,bg_8,4694959
LHFLX,bg_9,4980189
LHFLX,bg_10,5399886
LHFLX,bg_11,5794640
LHFLX,bg_12,6111913
LHFLX,bg_13,6418553
LHFLX,bg_14,6747113
LHFLX,bg_15,7124939
LHFLX,bg_16,7931256
LHFLX,bg_17,8335224
LHFLX,bg_18,8636861
LHFLX,bg_19,9011850
LHFLX,bg_20,9390636
PRECC,orig,8341117
PRECC,bg_1,1586672
PRECC,bg_2,1804344
PRECC,bg_3,2099899
PRECC,bg_4,2424616
PRECC,bg_5,2743336
PRECC,bg_6,3012257
PRECC,bg_7,3349618
PRECC,bg_8,3990220
PRECC,bg_9,4220435
PRECC,bg_10,4557054
PRECC,bg_11,4849190
PRECC,bg_12,5110572
PRECC,bg_13,5330339
PRECC,bg_14,5556407
PRECC,bg_15,5808361
PRECC,bg_16,6538431
PRECC,bg_17,6688086
PRECC,bg_18,7056663
PRECC,bg_19,7362136
PRECC,bg_20,7656230
PRECL,orig,10652395
PRECL,bg_1,1736471
PRECL,bg_2,2073498
PRECL,bg_3,2461480
PRECL,bg_4,2898988
PRECL,bg_5,3231158
PRECL,bg_6,3665387
PRECL,bg_7,4103350
PRECL,bg_8,4866487
PRECL,bg_9,5304680
PRECL,bg_10,5565182
PRECL,bg_11,5972230
PRECL,bg_12,6351649
PRECL,bg_13,6635445
PRECL,bg_14,7053872
PRECL,bg_15,7426180
PRECL,bg_16,8206288
PRECL,bg_17,8570510
PRECL,bg_18,8920518
PRECL,bg_19,9318994
PRECL,bg_20,9681980
PS,orig,7570501
PS,bg_1,233885
PS,bg_2,307199
PS,bg_3,400945
PS,bg_4,588916
PS,bg_5,734709
PS,bg_6,933704
PS,bg_7,1183839
PS,bg_8,1834560
PS,bg_9,2099384
PS,bg_10,2382168
PS,bg_11,2703418
PS,bg_12,3056270
PS,bg_13,3385468
PS,bg_14,3848516
PS,bg_15,4329529
PS,bg_16,5154600
PS,bg_17,5451822
PS,bg_18,5864005
PS,bg_19,6250368
PS,bg_20,6551220
QFLX,orig,10426965
QFLX,bg_1,1431529
QFLX,bg_2,1724041
QFLX,bg_3,2060978
QFLX,bg_4,2455057
QFLX,bg_5,2873473
QFLX,bg_6,3309506
QFLX,bg_7,3829075
QFLX,bg_8,4664675
QFLX,bg_9,4952282
QFLX,bg_10,5370086
QFLX,bg_11,5765184
QFLX,bg_12,6083420
QFLX,bg_13,6390450
QFLX,bg_14,6719017
QFLX,bg_15,7097027
QFLX,bg_16,7903198
QFLX,bg_17,8306648
QFLX,bg_18,8610030
QFLX,bg_19,8984579
QFLX,bg_20,9362037
SHFLX,orig,10615810
SHFLX,bg_1,1603481
SHFLX,bg_2,1904364
SHFLX,bg_3,2269120
SHFLX,bg_4,2671704
SHFLX,bg_5,3049203
SHFLX,bg_6,3532061
SHFLX,bg_7,3946088
SHFLX,bg_8,4832819
SHFLX,bg_9,5171059
SHFLX,bg_10,5533382
SHFLX,bg_11,5913730
SHFLX,bg_12,6213140
SHFLX,bg_13,6505163
SHFLX,bg_14,6932180
SHFLX,bg_15,7305047
SHFLX,bg_16,8077923
SHFLX,bg_17,8503093
SHFLX,bg_18,8795315
SHFLX,bg_19,9197722
SHFLX,bg_20,9568768
TMQ,orig,9418237
TMQ,bg_1,696261
TMQ,bg_2,924811
TMQ,bg_3,1173672
TMQ,bg_4,1489118
TMQ,bg_5,1846053
TMQ,bg_6,2298855
TMQ,bg_7,2891887
TMQ,bg_8,3681777
TMQ,bg_9,3987735
TMQ,bg_10,4383762
TMQ,bg_11,4768261
TMQ,bg_12,5111619
TMQ,bg_13,5421624
TMQ,bg_14,5751030
TMQ,bg_15,6131158
TMQ,bg_16,6965784
TMQ,bg_17,7312073
TMQ,bg_18,7673670
TMQ,bg_19,8042647
TMQ,bg_20,8372471
TS,orig,7697245
TS,bg_1,191980
TS,bg_2,273524
TS,bg_3,301339
TS,bg_4,437042
TS,bg_5,590425
TS,bg_6,787639
TS,bg_7,1059807
TS,bg_8,1742587
TS,bg_9,2033500
TS,bg_10,2385993
TS,bg_11,2746704
TS,bg_12,3143969
TS,bg_13,3488629
TS,bg_14,3944509
TS,bg_15,4375124
TS,bg_16,5163636
TS,bg_17,5581940
TS,bg_18,5870312
TS,bg_19,6253698
TS,bg_20,6633714
U,orig,287271956
U,bg_1,28930418
U,bg_2,35616588
U,bg_3,43220232
U,bg_4,52175923
U,bg_5,62296374
U,bg_6,74413775
U,bg_7,89469122
U,bg_8,111676950
U,bg_9,122408992
U,bg_10,133038170
U,bg_11,144816655
U,bg_12,156822061
U,bg_13,166097464
U,bg_14,176752935
U,bg_15,188443310
U,bg_16,210736172
U,bg_17,221642034
U,bg_18,232870124
U,bg_19,244689921
U,bg_20,256343550
