variable,best_alg,best_ratio,best_size,best_level
bc_a1_SRF,zfp,1.5945643563023768,81649649.0,20
dst_a1_SRF,zfp,1.419792143830499,91908073.0,22
dst_a3_SRF,zfp,1.281280494223844,101917867.0,24
FLNS,zfp,1.6044242362718188,79022814.0,20
FLNSC,zfp,2.941293246466904,39436025.0,14
FLUT,zfp,3.002157159539821,36661637.0,14
FSNS,zfp,2.1283940559787973,54096375.0,16
FSNSC,zfp,2.420995754203689,41946195.0,16
FSNTOA,zfp,2.62732435693838,41841519.0,14
ICEFRAC,zfp,1.0,24115425.0,100000
LHFLX,zfp,1.472566338905426,88614403.0,22
pom_a1_SRF,zfp,1.5949614829662022,81662441.0,20
PRECL,zfp,1.0,135276455.0,100000
PRECSC,zfp,1.0,8239280.0,100000
PRECSL,zfp,1.0,102234476.0,100000
PRECT,zfp,1.0,133454667.0,100000
PRECTMX,zfp,1.0,133454667.0,100000
PSL,zfp,2.163780729105985,40512080.0,20
Q200,zfp,2.4225622179484354,49391013.0,16
Q500,zfp,2.331144294895322,53500964.0,16
Q850,zfp,2.3261754109960573,52229029.0,16
QBOT,zfp,2.33014880514568,51276251.0,16
SHFLX,zfp,1.4557222518657291,90246482.0,22
so4_a1_SRF,zfp,1.8096835339225523,71075106.0,18
so4_a2_SRF,zfp,1.807790393122812,71326362.0,18
so4_a3_SRF,zfp,1.8187106207569184,70893789.0,18
soa_a1_SRF,zfp,1.0,131418187.0,100000
soa_a2_SRF,zfp,1.0,134162158.0,100000
T010,zfp,2.6313469433179724,31628985.0,20
T200,zfp,2.5435951694409136,36020344.0,18
T500,zfp,2.569544445811176,35217852.0,18
T850,zfp,2.3554788831625557,39241127.0,18
TAUX,zfp,1.5049949662475672,87556948.0,22
TAUY,zfp,1.348678609939852,98314422.0,24
TMQ,zfp,2.4270691842760934,49403321.0,16
TREFHT,zfp,2.3755736366117244,39557055.0,18
TREFHTMN,zfp,2.24201043505648,42393829.0,18
TREFHTMX,zfp,2.283051321446788,41315398.0,18
TS,zfp,2.396006035624225,39252278.0,18
U010,zfp,1.7304619538148154,63745550.0,22
U200,zfp,1.8792655999225656,66037956.0,20
U500,zfp,1.8069703317998995,70049750.0,20
U850,zfp,1.3738361763221996,94041522.0,24
VBOT,zfp,1.7237119430171446,76203131.0,20
WSPDSRFAV,zfp,2.329068573346409,53247467.0,16
Z050,zfp,2.0815493700492773,35568417.0,22
Z500,zfp,2.189497956230297,40685357.0,20
