,precision,recall,f1-score,support
0,0.000,0.000,0.000,0.000
1,0.000,0.000,0.000,363.000
2,0.000,0.000,0.000,408.000
3,0.000,0.000,0.000,609.000
4,0.000,0.000,0.000,302.000
5,0.000,0.000,0.000,82.000
7,0.000,0.000,0.000,36.000
accuracy,0.000,0.000,0.000,0.000
macro avg,0.000,0.000,0.000,1800.000
weighted avg,0.000,0.000,0.000,1800.000
