variable,level,size
FLNS,sz1ROn_5e-05,9925459
FLNS,sz1ROn_1e-05,9929944
FLNS,sz1ROn_5e-06,9929224
FLNS,sz1ROn_1e-06,9929224
FLNT,orig,8615109
FLNT,sz1ROn_0.1,2175024
FLNT,sz1ROn_0.5,3047550
FLNT,sz1ROn_0.01,5000361
FLNT,sz1ROn_0.005,6168165
FLNT,sz1ROn_0.001,8064468
FLNT,sz1ROn_0.0005,8360677
FLNT,sz1ROn_0.0001,8592281
FLNT,sz1ROn_5e-05,8605689
FLNT,sz1ROn_1e-05,8609747
FLNT,sz1ROn_5e-06,8609231
FLNT,sz1ROn_1e-06,8608811
FSNS,orig,9305218
FSNS,sz1ROn_0.1,2606649
FSNS,sz1ROn_0.5,3411762
FSNS,sz1ROn_0.01,5949690
FSNS,sz1ROn_0.005,7568681
FSNS,sz1ROn_0.001,8687978
FSNS,sz1ROn_0.0005,8904442
FSNS,sz1ROn_0.0001,9156167
FSNS,sz1ROn_5e-05,9217535
FSNS,sz1ROn_1e-05,9301814
FSNS,sz1ROn_5e-06,9298920
FSNS,sz1ROn_1e-06,9298920
FSNT,orig,8880854
FSNT,sz1ROn_0.1,2291233
FSNT,sz1ROn_0.5,2979040
FSNT,sz1ROn_0.01,5189973
FSNT,sz1ROn_0.005,6735028
FSNT,sz1ROn_0.001,8286311
FSNT,sz1ROn_0.0005,8532958
FSNT,sz1ROn_0.0001,8784220
FSNT,sz1ROn_5e-05,8822669
FSNT,sz1ROn_1e-05,8873168
FSNT,sz1ROn_5e-06,8908599
FSNT,sz1ROn_1e-06,8874556
LHFLX,orig,10456229
LHFLX,sz1ROn_0.1,2910488
LHFLX,sz1ROn_0.5,3637725
LHFLX,sz1ROn_0.01,6053329
LHFLX,sz1ROn_0.005,7563142
LHFLX,sz1ROn_0.001,9131423
LHFLX,sz1ROn_0.0005,9533709
LHFLX,sz1ROn_0.0001,10011878
LHFLX,sz1ROn_5e-05,10133156
LHFLX,sz1ROn_1e-05,10357900
LHFLX,sz1ROn_5e-06,10446788
LHFLX,sz1ROn_1e-06,10449940
PRECC,orig,8341117
PRECC,sz1ROn_0.1,1993899
PRECC,sz1ROn_0.5,2653790
PRECC,sz1ROn_0.01,4583979
PRECC,sz1ROn_0.005,5629204
PRECC,sz1ROn_0.001,7335629
PRECC,sz1ROn_0.0005,7852543
PRECC,sz1ROn_0.0001,8564327
PRECC,sz1ROn_5e-05,8698661
PRECC,sz1ROn_1e-05,8915443
PRECC,sz1ROn_5e-06,8984343
PRECC,sz1ROn_1e-06,8334828
PRECL,orig,10652395
PRECL,sz1ROn_0.1,1706881
PRECL,sz1ROn_0.5,2441081
PRECL,sz1ROn_0.01,4903035
PRECL,sz1ROn_0.005,6224204
PRECL,sz1ROn_0.001,8842852
PRECL,sz1ROn_0.0005,9505467
PRECL,sz1ROn_0.0001,10338710
PRECL,sz1ROn_5e-05,10519674
PRECL,sz1ROn_1e-05,10632781
PRECL,sz1ROn_5e-06,10636156
PRECL,sz1ROn_1e-06,10645927
PS,orig,7570501
PS,sz1ROn_0.1,2081643
PS,sz1ROn_0.5,3002683
PS,sz1ROn_0.01,4382071
PS,sz1ROn_0.005,5217390
PS,sz1ROn_0.001,6340294
PS,sz1ROn_0.0005,6627392
PS,sz1ROn_0.0001,7260800
PS,sz1ROn_5e-05,7457005
PS,sz1ROn_1e-05,7585104
PS,sz1ROn_5e-06,7586314
PS,sz1ROn_1e-06,7564212
QFLX,orig,10426965
QFLX,sz1ROn_0.1,2707059
QFLX,sz1ROn_0.5,3499652
QFLX,sz1ROn_0.01,6035601
QFLX,sz1ROn_0.005,7541017
QFLX,sz1ROn_0.001,9082095
QFLX,sz1ROn_0.0005,9476103
QFLX,sz1ROn_0.0001,9969530
QFLX,sz1ROn_5e-05,10089143
QFLX,sz1ROn_1e-05,10320138
QFLX,sz1ROn_5e-06,10415582
QFLX,sz1ROn_1e-06,10420676
SHFLX,orig,10615810
SHFLX,sz1ROn_0.1,2800042
SHFLX,sz1ROn_0.5,3643946
SHFLX,sz1ROn_0.01,6258547
SHFLX,sz1ROn_0.005,7781840
SHFLX,sz1ROn_0.001,9559567
SHFLX,sz1ROn_0.0005,10042183
SHFLX,sz1ROn_0.0001,10575107
SHFLX,sz1ROn_5e-05,10604759
SHFLX,sz1ROn_1e-05,10610951
SHFLX,sz1ROn_5e-06,10609834
SHFLX,sz1ROn_1e-06,10609521
TMQ,orig,9418237
TMQ,sz1ROn_0.1,2214550
TMQ,sz1ROn_0.5,2910519
TMQ,sz1ROn_0.01,4721154
TMQ,sz1ROn_0.005,5866413
TMQ,sz1ROn_0.001,8114958
TMQ,sz1ROn_0.0005,8579451
TMQ,sz1ROn_0.0001,9124981
TMQ,sz1ROn_5e-05,9259335
TMQ,sz1ROn_1e-05,9394913
TMQ,sz1ROn_5e-06,9408363
TMQ,sz1ROn_1e-06,9411948
TS,orig,7697245
TS,sz1ROn_0.1,2013048
TS,sz1ROn_0.5,2708242
TS,sz1ROn_0.01,4537680
TS,sz1ROn_0.005,5293669
TS,sz1ROn_0.001,6795536
TS,sz1ROn_0.0005,7147899
TS,sz1ROn_0.0001,7629099
TS,sz1ROn_5e-05,7693735
TS,sz1ROn_1e-05,7692469
TS,sz1ROn_5e-06,7691800
TS,sz1ROn_1e-06,7690956
U,orig,287271956
U,sz1ROn_0.1,99367077
U,sz1ROn_0.5,112137742
U,sz1ROn_0.01,156386224
U,sz1ROn_0.005,174312746
U,sz1ROn_0.001,226738466
U,sz1ROn_0.0005,253021072
U,sz1ROn_0.0001,282007852
U,sz1ROn_5e-05,284607627
U,sz1ROn_1e-05,285734237
U,sz1ROn_5e-06,285788197
U,sz1ROn_1e-06,285753766
CCN3,orig,272506698
CCN3,zfp5_6,7235602
CCN3,zfp5_8,13690895
CCN3,zfp5_10,26531947
CCN3,zfp5_12,46635799
CCN3,zfp5_14,70337457
CCN3,zfp5_16,95736252
CCN3,zfp5_18,121864875
CCN3,zfp5_20,148277422
CCN3,zfp5_22,174787669
CCN3,zfp5_24,201323009
CCN3,zfp5_26,227864166
CLOUD,orig,219526652
CLOUD,zfp5_6,7100149
CLOUD,zfp5_8,18050969
CLOUD,zfp5_10,36629939
CLOUD,zfp5_12,56970887
CLOUD,zfp5_14,77705632
CLOUD,zfp5_16,98539747
CLOUD,zfp5_18,119392060
CLOUD,zfp5_20,140247824
CLOUD,zfp5_22,161104077
CLOUD,zfp5_24,181960442
CLOUD,zfp5_26,202816818
FLNS,orig,9935522
FLNS,zfp5_6,742049
FLNS,zfp5_8,1184661
FLNS,zfp5_10,1957681
FLNS,zfp5_12,2781877
FLNS,zfp5_14,3610888
FLNS,zfp5_16,4440256
FLNS,zfp5_18,5269700
FLNS,zfp5_20,6099153
FLNS,zfp5_22,6928578
FLNS,zfp5_24,7758016
FLNS,zfp5_26,8587450
FLNT,orig,8615109
FLNT,zfp5_6,669602
FLNT,zfp5_8,833960
FLNT,zfp5_10,1169981
FLNT,zfp5_12,1802147
FLNT,zfp5_14,2607662
FLNT,zfp5_16,3435410
FLNT,zfp5_18,4264951
FLNT,zfp5_20,5094420
FLNT,zfp5_22,5923843
FLNT,zfp5_24,6753290
FLNT,zfp5_26,7582733
FSNS,orig,9305218
FSNS,zfp5_6,717007
FSNS,zfp5_8,1117129
FSNS,zfp5_10,1844774
FSNS,zfp5_12,2619130
FSNS,zfp5_14,3397697
FSNS,zfp5_16,4176884
FSNS,zfp5_18,4956082
FSNS,zfp5_20,5735255
FSNS,zfp5_22,6514440
FSNS,zfp5_24,7293625
FSNS,zfp5_26,8072804
FSNT,orig,8880854
FSNT,zfp5_6,679967
FSNT,zfp5_8,962984
FSNT,zfp5_10,1579760
FSNT,zfp5_12,2347328
FSNT,zfp5_14,3123179
FSNT,zfp5_16,3902310
FSNT,zfp5_18,4681409
FSNT,zfp5_20,5460592
FSNT,zfp5_22,6239752
FSNT,zfp5_24,7018933
FSNT,zfp5_26,7798110
LHFLX,orig,10456229
LHFLX,zfp5_6,902223
LHFLX,zfp5_8,1433564
LHFLX,zfp5_10,2104862
LHFLX,zfp5_12,2888908
LHFLX,zfp5_14,3716919
LHFLX,zfp5_16,4546779
LHFLX,zfp5_18,5376239
LHFLX,zfp5_20,6205686
LHFLX,zfp5_22,7035123
LHFLX,zfp5_24,7864561
LHFLX,zfp5_26,8694000
PRECC,orig,8341117
PRECC,zfp5_6,791835
PRECC,zfp5_8,1338764
PRECC,zfp5_10,1987227
PRECC,zfp5_12,2637643
PRECC,zfp5_14,3287976
PRECC,zfp5_16,3938441
PRECC,zfp5_18,4588914
PRECC,zfp5_20,5239389
PRECC,zfp5_22,5889853
PRECC,zfp5_24,6540325
PRECC,zfp5_26,7190795
PRECL,orig,10652395
PRECL,zfp5_6,978052
PRECL,zfp5_8,1678909
PRECL,zfp5_10,2488019
PRECL,zfp5_12,3316115
PRECL,zfp5_14,4145483
PRECL,zfp5_16,4974942
PRECL,zfp5_18,5804348
PRECL,zfp5_20,6633795
PRECL,zfp5_22,7463231
PRECL,zfp5_24,8292672
PRECL,zfp5_26,9122111
PS,orig,7570501
PS,zfp5_6,669735
PS,zfp5_8,805152
PS,zfp5_10,1021476
PS,zfp5_12,1374909
PS,zfp5_14,1833360
PS,zfp5_16,2366738
PS,zfp5_18,2989329
PS,zfp5_20,3735557
PS,zfp5_22,4557581
PS,zfp5_24,5384685
PS,zfp5_26,6213713
QFLX,orig,10426965
QFLX,zfp5_6,902324
QFLX,zfp5_8,1434755
QFLX,zfp5_10,2107725
QFLX,zfp5_12,2892402
QFLX,zfp5_14,3720243
QFLX,zfp5_16,4549999
QFLX,zfp5_18,5379432
QFLX,zfp5_20,6208871
QFLX,zfp5_22,7038324
QFLX,zfp5_24,7867763
QFLX,zfp5_26,8697205
SHFLX,orig,10615810
SHFLX,zfp5_6,941636
SHFLX,zfp5_8,1524063
SHFLX,zfp5_10,2256209
SHFLX,zfp5_12,3075939
SHFLX,zfp5_14,3905705
SHFLX,zfp5_16,4735124
SHFLX,zfp5_18,5564574
SHFLX,zfp5_20,6394015
SHFLX,zfp5_22,7223453
SHFLX,zfp5_24,8052902
SHFLX,zfp5_26,8882341
TMQ,orig,9418237
TMQ,zfp5_6,715047
TMQ,zfp5_8,977378
TMQ,zfp5_10,1422692
TMQ,zfp5_12,2085061
TMQ,zfp5_14,2881041
TMQ,zfp5_16,3703543
TMQ,zfp5_18,4531321
TMQ,zfp5_20,5360853
TMQ,zfp5_22,6190347
TMQ,zfp5_24,7019772
TMQ,zfp5_26,7849213
TS,orig,7697245
TS,zfp5_6,666251
TS,zfp5_8,779231
TS,zfp5_10,949721
TS,zfp5_12,1307678
TS,zfp5_14,1812506
TS,zfp5_16,2429530
TS,zfp5_18,3159450
TS,zfp5_20,3969868
TS,zfp5_22,4799768
TS,zfp5_24,5629379
TS,zfp5_26,6458829
U,orig,287271956
U,zfp5_6,6799890
U,zfp5_8,12291893
U,zfp5_10,22234076
U,zfp5_12,37856882
U,zfp5_14,58510879
U,zfp5_16,82211546
U,zfp5_18,107430722
U,zfp5_20,133378573
U,zfp5_22,159681397
U,zfp5_24,186144982
U,zfp5_26,212667786


