set,time,ssim_fp
bg_2_FLUT,0,0.911524414694722
bg_3_FLUT,0,0.9930882850681344
bg_4_FLUT,0,0.9996211472071275
bg_5_FLUT,0,0.9999558065239583
bg_6_FLUT,0,0.9999893868703097
bg_7_FLUT,0,1.0
bg_2_FLUT,1,0.8774691616247696
bg_3_FLUT,1,0.9910889530559774
bg_4_FLUT,1,0.9994253167990803
bg_5_FLUT,1,0.9998727839395588
bg_6_FLUT,1,0.9999971739432791
bg_7_FLUT,1,1.0
bg_2_FLUT,2,0.8822689299024011
bg_3_FLUT,2,0.9912170287601998
bg_4_FLUT,2,0.9991539327364993
bg_5_FLUT,2,0.9999325724396949
bg_6_FLUT,2,0.999951427622045
bg_7_FLUT,2,1.0
bg_2_FLUT,3,0.8867723534575911
bg_3_FLUT,3,0.98995874641416
bg_4_FLUT,3,0.9993122951616812
bg_5_FLUT,3,0.9999126904789293
bg_6_FLUT,3,0.9999918896057669
bg_7_FLUT,3,1.0
bg_2_FLUT,4,0.8950482434066233
bg_3_FLUT,4,0.9931775756246807
bg_4_FLUT,4,0.9994999172370346
bg_5_FLUT,4,0.9999051183815636
bg_6_FLUT,4,0.9999967263542957
bg_7_FLUT,4,1.0
bg_2_FLUT,5,0.89139732476751
bg_3_FLUT,5,0.9922910736325811
bg_4_FLUT,5,0.9995156481437522
bg_5_FLUT,5,0.9999361621115036
bg_6_FLUT,5,0.9999924464564348
bg_7_FLUT,5,1.0
bg_2_FLUT,6,0.887211555288267
bg_3_FLUT,6,0.9918878726901288
bg_4_FLUT,6,0.9993725820283359
bg_5_FLUT,6,0.9999175488330411
bg_6_FLUT,6,0.9999937454193651
bg_7_FLUT,6,1.0
bg_2_FLUT,7,0.8890700171930758
bg_3_FLUT,7,0.9925959220247081
bg_4_FLUT,7,0.9994703557441801
bg_5_FLUT,7,0.9999029440739218
bg_6_FLUT,7,0.9999935547738481
bg_7_FLUT,7,1.0
bg_2_FLUT,8,0.8858080400355453
bg_3_FLUT,8,0.9920394831489592
bg_4_FLUT,8,0.999464237349913
bg_5_FLUT,8,0.9999426523221638
bg_6_FLUT,8,0.9999930290018518
bg_7_FLUT,8,1.0
bg_2_FLUT,9,0.894418230356967
bg_3_FLUT,9,0.9934111589448243
bg_4_FLUT,9,0.999561787939959
bg_5_FLUT,9,0.999937652665287
bg_6_FLUT,9,0.9999903789553302
bg_7_FLUT,9,1.0
bg_2_FLUT,10,0.8998189534534978
bg_3_FLUT,10,0.9939441143124409
bg_4_FLUT,10,0.9996058676431361
bg_5_FLUT,10,0.9999678696692301
bg_6_FLUT,10,0.9999923282616499
bg_7_FLUT,10,1.0
