,precision,recall,f1-score,support
0,0.000,0.000,0.000,0.000
1,0.000,0.000,0.000,60.000
2,0.000,0.000,0.000,0.000
3,0.000,0.000,0.000,136.000
4,0.000,0.000,0.000,216.000
5,0.000,0.000,0.000,198.000
6,0.000,0.000,0.000,60.000
7,0.464,0.612,0.528,838.000
accuracy,0.340,0.340,0.340,0.340
macro avg,0.058,0.077,0.066,1508.000
weighted avg,0.258,0.340,0.293,1508.000
