variable,frequency,timestep,bg_level,bg_size,bg_ratio,zfp_level,zfp_size,zfp_ratio
FLNSC,daily,13,4,66413688.0,1.7465211990636629,16,49526890.0,2.3420189315339606
FLNSC,daily,14,4,66413688.0,1.7465211990636629,16,49526890.0,2.3420189315339606
FLNSC,daily,15,4,66413688.0,1.7465211990636629,16,49526890.0,2.3420189315339606
FLNSC,daily,16,4,66413688.0,1.7465211990636629,16,49526890.0,2.3420189315339606
FLNSC,daily,17,4,66413688.0,1.7465211990636629,16,49526890.0,2.3420189315339606
FLNSC,daily,18,4,66413688.0,1.7465211990636629,16,49526890.0,2.3420189315339606
FLNSC,daily,19,4,66413688.0,1.7465211990636629,16,49526890.0,2.3420189315339606
FLNSC,daily,20,4,66413688.0,1.7465211990636629,16,49526890.0,2.3420189315339606
FLNSC,daily,21,4,66413688.0,1.7465211990636629,16,49526890.0,2.3420189315339606
FLNSC,daily,22,4,66413688.0,1.7465211990636629,16,49526890.0,2.3420189315339606
FLNSC,daily,23,4,66413688.0,1.7465211990636629,16,49526890.0,2.3420189315339606
FLUT,daily,0,4,54846290.0,2.0067719439181757,16,46744830.0,2.354570462658651
FLUT,daily,1,5,68037708.0,1.6176911191658603,18,56836181.0,1.9365128702085033
FLUT,daily,2,4,54846290.0,2.0067719439181757,16,46744830.0,2.354570462658651
FLUT,daily,3,4,54846290.0,2.0067719439181757,18,56836181.0,1.9365128702085033
FLUT,daily,4,5,68037708.0,1.6176911191658603,18,56836181.0,1.9365128702085033
FLUT,daily,5,5,68037708.0,1.6176911191658603,18,56836181.0,1.9365128702085033
FLUT,daily,6,5,68037708.0,1.6176911191658603,18,56836181.0,1.9365128702085033
FLUT,daily,7,4,54846290.0,2.0067719439181757,18,56836181.0,1.9365128702085033
FLUT,daily,8,4,54846290.0,2.0067719439181757,18,56836181.0,1.9365128702085033
FLUT,daily,9,4,54846290.0,2.0067719439181757,16,46744830.0,2.354570462658651
FLUT,daily,10,4,54846290.0,2.0067719439181757,18,56836181.0,1.9365128702085033
FLUT,daily,11,4,54846290.0,2.0067719439181757,18,56836181.0,1.9365128702085033
FLUT,daily,12,5,68037708.0,1.6176911191658603,18,56836181.0,1.9365128702085033
FLUT,daily,13,4,54846290.0,2.0067719439181757,16,46744830.0,2.354570462658651
FLUT,daily,14,4,54846290.0,2.0067719439181757,18,56836181.0,1.9365128702085033
FLUT,daily,15,4,54846290.0,2.0067719439181757,16,46744830.0,2.354570462658651
FLUT,daily,16,4,54846290.0,2.0067719439181757,16,46744830.0,2.354570462658651
FLUT,daily,17,5,68037708.0,1.6176911191658603,18,56836181.0,1.9365128702085033
FLUT,daily,18,5,68037708.0,1.6176911191658603,18,56836181.0,1.9365128702085033
FLUT,daily,19,4,54846290.0,2.0067719439181757,18,56836181.0,1.9365128702085033
FLUT,daily,20,5,68037708.0,1.6176911191658603,18,56836181.0,1.9365128702085033
FLUT,daily,21,5,68037708.0,1.6176911191658603,18,56836181.0,1.9365128702085033
FLUT,daily,22,5,68037708.0,1.6176911191658603,18,56836181.0,1.9365128702085033
FLUT,daily,23,4,54846290.0,2.0067719439181757,18,56836181.0,1.9365128702085033
FSNS,daily,0,3,51915828.0,2.2177899772685894,14,44787174.0,2.570789641695187
FSNS,daily,1,3,51915828.0,2.2177899772685894,14,44787174.0,2.570789641695187
FSNS,daily,2,3,51915828.0,2.2177899772685894,14,44787174.0,2.570789641695187
FSNS,daily,3,3,51915828.0,2.2177899772685894,14,44787174.0,2.570789641695187
FSNS,daily,4,3,51915828.0,2.2177899772685894,14,44787174.0,2.570789641695187
FSNS,daily,5,3,51915828.0,2.2177899772685894,14,44787174.0,2.570789641695187
FSNS,daily,6,3,51915828.0,2.2177899772685894,14,44787174.0,2.570789641695187
FSNS,daily,7,3,51915828.0,2.2177899772685894,14,44787174.0,2.570789641695187
FSNS,daily,8,3,51915828.0,2.2177899772685894,14,44787174.0,2.570789641695187
FSNS,daily,9,3,51915828.0,2.2177899772685894,14,44787174.0,2.570789641695187
FSNS,daily,10,3,51915828.0,2.2177899772685894,14,44787174.0,2.570789641695187
FSNS,daily,11,3,51915828.0,2.2177899772685894,14,44787174.0,2.570789641695187
FSNS,daily,12,3,51915828.0,2.2177899772685894,14,44787174.0,2.570789641695187
FSNS,daily,13,3,51915828.0,2.2177899772685894,14,44787174.0,2.570789641695187
FSNS,daily,14,3,51915828.0,2.2177899772685894,14,44787174.0,2.570789641695187
FSNS,daily,15,3,51915828.0,2.2177899772685894,14,44787174.0,2.570789641695187
FSNS,daily,16,3,51915828.0,2.2177899772685894,14,44787174.0,2.570789641695187
FSNS,daily,17,3,51915828.0,2.2177899772685894,14,44787174.0,2.570789641695187
FSNS,daily,18,3,51915828.0,2.2177899772685894,14,44787174.0,2.570789641695187
FSNS,daily,19,3,51915828.0,2.2177899772685894,14,44787174.0,2.570789641695187
FSNS,daily,20,3,51915828.0,2.2177899772685894,14,44787174.0,2.570789641695187
FSNS,daily,21,3,51915828.0,2.2177899772685894,14,44787174.0,2.570789641695187
FSNS,daily,22,3,51915828.0,2.2177899772685894,14,44787174.0,2.570789641695187
FSNS,daily,23,3,51915828.0,2.2177899772685894,14,44787174.0,2.570789641695187
FSNSC,daily,0,4,53376906.0,1.9025374007253248,16,41946195.0,2.420995754203689
FSNSC,daily,1,5,66575952.0,1.5253489728543423,18,51255591.0,1.9812777107574469
FSNSC,daily,2,5,66575952.0,1.5253489728543423,18,51255591.0,1.9812777107574469
FSNSC,daily,3,5,66575952.0,1.5253489728543423,18,51255591.0,1.9812777107574469
FSNSC,daily,4,5,66575952.0,1.5253489728543423,18,51255591.0,1.9812777107574469
FSNSC,daily,5,5,66575952.0,1.5253489728543423,18,51255591.0,1.9812777107574469
FSNSC,daily,6,5,66575952.0,1.5253489728543423,18,51255591.0,1.9812777107574469
FSNSC,daily,7,5,66575952.0,1.5253489728543423,18,51255591.0,1.9812777107574469
FSNSC,daily,8,5,66575952.0,1.5253489728543423,18,51255591.0,1.9812777107574469
FSNSC,daily,9,5,66575952.0,1.5253489728543423,18,51255591.0,1.9812777107574469
FSNSC,daily,10,5,66575952.0,1.5253489728543423,18,51255591.0,1.9812777107574469
FSNSC,daily,11,5,66575952.0,1.5253489728543423,18,51255591.0,1.9812777107574469
FSNSC,daily,12,5,66575952.0,1.5253489728543423,18,51255591.0,1.9812777107574469
FSNSC,daily,13,5,66575952.0,1.5253489728543423,18,51255591.0,1.9812777107574469
FSNSC,daily,14,5,66575952.0,1.5253489728543423,18,51255591.0,1.9812777107574469
FSNSC,daily,15,5,66575952.0,1.5253489728543423,18,51255591.0,1.9812777107574469
FSNSC,daily,16,5,66575952.0,1.5253489728543423,18,51255591.0,1.9812777107574469
FSNSC,daily,17,5,66575952.0,1.5253489728543423,18,51255591.0,1.9812777107574469
FSNSC,daily,18,5,66575952.0,1.5253489728543423,18,51255591.0,1.9812777107574469
FSNSC,daily,19,5,66575952.0,1.5253489728543423,18,51255591.0,1.9812777107574469
FSNSC,daily,20,5,66575952.0,1.5253489728543423,18,51255591.0,1.9812777107574469
FSNSC,daily,21,5,66575952.0,1.5253489728543423,18,51255591.0,1.9812777107574469
FSNSC,daily,22,5,66575952.0,1.5253489728543423,18,51255591.0,1.9812777107574469
FSNSC,daily,23,5,66575952.0,1.5253489728543423,18,51255591.0,1.9812777107574469
FSNTOA,daily,0,4,61749352.0,1.7802817104866138,14,41841519.0,2.62732435693838
FSNTOA,daily,1,4,61749352.0,1.7802817104866138,14,41841519.0,2.62732435693838
FSNTOA,daily,2,4,61749352.0,1.7802817104866138,14,41841519.0,2.62732435693838
FSNTOA,daily,3,4,61749352.0,1.7802817104866138,14,41841519.0,2.62732435693838
FSNTOA,daily,4,4,61749352.0,1.7802817104866138,14,41841519.0,2.62732435693838
FSNTOA,daily,5,4,61749352.0,1.7802817104866138,16,51149850.0,2.1491996946227605
FSNTOA,daily,6,4,61749352.0,1.7802817104866138,16,51149850.0,2.1491996946227605
FSNTOA,daily,7,4,61749352.0,1.7802817104866138,16,51149850.0,2.1491996946227605
FSNTOA,daily,8,4,61749352.0,1.7802817104866138,14,41841519.0,2.62732435693838
FSNTOA,daily,9,4,61749352.0,1.7802817104866138,16,51149850.0,2.1491996946227605
FSNTOA,daily,10,4,61749352.0,1.7802817104866138,16,51149850.0,2.1491996946227605
FSNTOA,daily,11,4,61749352.0,1.7802817104866138,14,41841519.0,2.62732435693838
FSNTOA,daily,12,4,61749352.0,1.7802817104866138,14,41841519.0,2.62732435693838
FSNTOA,daily,13,4,61749352.0,1.7802817104866138,16,51149850.0,2.1491996946227605
FSNTOA,daily,14,4,61749352.0,1.7802817104866138,14,41841519.0,2.62732435693838
FSNTOA,daily,15,4,61749352.0,1.7802817104866138,16,51149850.0,2.1491996946227605
FSNTOA,daily,16,4,61749352.0,1.7802817104866138,14,41841519.0,2.62732435693838
FSNTOA,daily,17,4,61749352.0,1.7802817104866138,14,41841519.0,2.62732435693838
FSNTOA,daily,18,4,61749352.0,1.7802817104866138,14,41841519.0,2.62732435693838
FSNTOA,daily,19,4,61749352.0,1.7802817104866138,16,51149850.0,2.1491996946227605
FSNTOA,daily,20,4,61749352.0,1.7802817104866138,14,41841519.0,2.62732435693838
FSNTOA,daily,21,4,61749352.0,1.7802817104866138,16,51149850.0,2.1491996946227605
FSNTOA,daily,22,4,61749352.0,1.7802817104866138,16,51149850.0,2.1491996946227605
FSNTOA,daily,23,4,61749352.0,1.7802817104866138,14,41841519.0,2.62732435693838
ICEFRAC,daily,0,4,15232439.0,1.5831624206734063,16,12424977.0,1.9408828684350885
ICEFRAC,daily,1,4,15232439.0,1.5831624206734063,16,12424977.0,1.9408828684350885
ICEFRAC,daily,2,4,15232439.0,1.5831624206734063,18,14564350.0,1.6557845011964145
ICEFRAC,daily,3,4,15232439.0,1.5831624206734063,16,12424977.0,1.9408828684350885
ICEFRAC,daily,4,4,15232439.0,1.5831624206734063,16,12424977.0,1.9408828684350885
ICEFRAC,daily,5,4,15232439.0,1.5831624206734063,16,12424977.0,1.9408828684350885
ICEFRAC,daily,6,4,15232439.0,1.5831624206734063,16,12424977.0,1.9408828684350885
ICEFRAC,daily,7,4,15232439.0,1.5831624206734063,16,12424977.0,1.9408828684350885
ICEFRAC,daily,8,4,15232439.0,1.5831624206734063,16,12424977.0,1.9408828684350885
ICEFRAC,daily,9,4,15232439.0,1.5831624206734063,16,12424977.0,1.9408828684350885
ICEFRAC,daily,10,4,15232439.0,1.5831624206734063,16,12424977.0,1.9408828684350885
ICEFRAC,daily,11,4,15232439.0,1.5831624206734063,16,12424977.0,1.9408828684350885
ICEFRAC,daily,12,4,15232439.0,1.5831624206734063,16,12424977.0,1.9408828684350885
ICEFRAC,daily,13,4,15232439.0,1.5831624206734063,16,12424977.0,1.9408828684350885
ICEFRAC,daily,14,4,15232439.0,1.5831624206734063,16,12424977.0,1.9408828684350885
ICEFRAC,daily,15,4,15232439.0,1.5831624206734063,16,12424977.0,1.9408828684350885
ICEFRAC,daily,16,4,15232439.0,1.5831624206734063,16,12424977.0,1.9408828684350885
ICEFRAC,daily,17,4,15232439.0,1.5831624206734063,16,12424977.0,1.9408828684350885
ICEFRAC,daily,18,4,15232439.0,1.5831624206734063,18,14564350.0,1.6557845011964145
ICEFRAC,daily,19,4,15232439.0,1.5831624206734063,16,12424977.0,1.9408828684350885
ICEFRAC,daily,20,4,15232439.0,1.5831624206734063,18,14564350.0,1.6557845011964145
ICEFRAC,daily,21,4,15232439.0,1.5831624206734063,16,12424977.0,1.9408828684350885
ICEFRAC,daily,22,4,15232439.0,1.5831624206734063,16,12424977.0,1.9408828684350885
ICEFRAC,daily,23,4,15232439.0,1.5831624206734063,16,12424977.0,1.9408828684350885
LHFLX,daily,0,4,80101457.0,1.629066335210357,14,48247624.0,2.704601308449925
LHFLX,daily,1,4,80101457.0,1.629066335210357,16,58339786.0,2.236734070296384
LHFLX,daily,2,4,80101457.0,1.629066335210357,14,48247624.0,2.704601308449925
LHFLX,daily,3,4,80101457.0,1.629066335210357,14,48247624.0,2.704601308449925
LHFLX,daily,4,4,80101457.0,1.629066335210357,14,48247624.0,2.704601308449925
LHFLX,daily,5,4,80101457.0,1.629066335210357,14,48247624.0,2.704601308449925
LHFLX,daily,6,4,80101457.0,1.629066335210357,14,48247624.0,2.704601308449925
LHFLX,daily,7,4,80101457.0,1.629066335210357,14,48247624.0,2.704601308449925
LHFLX,daily,8,4,80101457.0,1.629066335210357,14,48247624.0,2.704601308449925
LHFLX,daily,9,3,63270682.0,2.0624178983877557,14,48247624.0,2.704601308449925
LHFLX,daily,10,4,80101457.0,1.629066335210357,14,48247624.0,2.704601308449925
LHFLX,daily,11,3,63270682.0,2.0624178983877557,14,48247624.0,2.704601308449925
LHFLX,daily,12,4,80101457.0,1.629066335210357,14,48247624.0,2.704601308449925
LHFLX,daily,13,4,80101457.0,1.629066335210357,14,48247624.0,2.704601308449925
LHFLX,daily,14,4,80101457.0,1.629066335210357,14,48247624.0,2.704601308449925
LHFLX,daily,15,3,63270682.0,2.0624178983877557,14,48247624.0,2.704601308449925
LHFLX,daily,16,4,80101457.0,1.629066335210357,16,58339786.0,2.236734070296384
LHFLX,daily,17,4,80101457.0,1.629066335210357,14,48247624.0,2.704601308449925
LHFLX,daily,18,4,80101457.0,1.629066335210357,14,48247624.0,2.704601308449925
LHFLX,daily,19,3,63270682.0,2.0624178983877557,14,48247624.0,2.704601308449925
LHFLX,daily,20,3,63270682.0,2.0624178983877557,14,48247624.0,2.704601308449925
LHFLX,daily,21,3,63270682.0,2.0624178983877557,14,48247624.0,2.704601308449925
LHFLX,daily,22,3,63270682.0,2.0624178983877557,14,48247624.0,2.704601308449925
LHFLX,daily,23,4,80101457.0,1.629066335210357,14,48247624.0,2.704601308449925
PRECL,daily,0,3,71804757.0,1.883948371275736,14,53906152.0,2.5094808288300747
PRECL,daily,1,4,85999169.0,1.5729972344267653,14,53906152.0,2.5094808288300747
PRECL,daily,2,3,71804757.0,1.883948371275736,16,63966482.0,2.1148021709244538
PRECL,daily,3,3,71804757.0,1.883948371275736,16,63966482.0,2.1148021709244538
PRECL,daily,4,3,71804757.0,1.883948371275736,16,63966482.0,2.1148021709244538
PRECL,daily,5,4,85999169.0,1.5729972344267653,14,53906152.0,2.5094808288300747
PRECL,daily,6,3,71804757.0,1.883948371275736,14,53906152.0,2.5094808288300747
PRECL,daily,7,3,71804757.0,1.883948371275736,16,63966482.0,2.1148021709244538
PRECL,daily,8,4,85999169.0,1.5729972344267653,16,63966482.0,2.1148021709244538
PRECL,daily,9,3,71804757.0,1.883948371275736,16,63966482.0,2.1148021709244538
PRECL,daily,10,3,71804757.0,1.883948371275736,14,53906152.0,2.5094808288300747
PRECL,daily,11,4,85999169.0,1.5729972344267653,16,63966482.0,2.1148021709244538
PRECL,daily,12,3,71804757.0,1.883948371275736,14,53906152.0,2.5094808288300747
PRECL,daily,13,3,71804757.0,1.883948371275736,16,63966482.0,2.1148021709244538
PRECL,daily,14,4,85999169.0,1.5729972344267653,14,53906152.0,2.5094808288300747
PRECL,daily,15,4,85999169.0,1.5729972344267653,14,53906152.0,2.5094808288300747
PRECL,daily,16,4,85999169.0,1.5729972344267653,14,53906152.0,2.5094808288300747
PRECL,daily,17,4,85999169.0,1.5729972344267653,14,53906152.0,2.5094808288300747
PRECL,daily,18,3,71804757.0,1.883948371275736,14,53906152.0,2.5094808288300747
PRECL,daily,19,4,85999169.0,1.5729972344267653,14,53906152.0,2.5094808288300747
PRECL,daily,20,3,71804757.0,1.883948371275736,14,53906152.0,2.5094808288300747
PRECL,daily,21,3,71804757.0,1.883948371275736,14,53906152.0,2.5094808288300747
PRECL,daily,22,4,85999169.0,1.5729972344267653,16,63966482.0,2.1148021709244538
PRECL,daily,23,3,71804757.0,1.883948371275736,16,63966482.0,2.1148021709244538
PRECSC,daily,0,2,4490961.0,1.834636283859958,14,4819359.0,1.7096215492558242
PRECSC,daily,1,2,4490961.0,1.834636283859958,14,4819359.0,1.7096215492558242
PRECSC,daily,2,2,4490961.0,1.834636283859958,12,4124030.0,1.9978710145173533
PRECSC,daily,3,2,4490961.0,1.834636283859958,12,4124030.0,1.9978710145173533
PRECSC,daily,4,2,4490961.0,1.834636283859958,14,4819359.0,1.7096215492558242
PRECSC,daily,5,2,4490961.0,1.834636283859958,12,4124030.0,1.9978710145173533
PRECSC,daily,6,3,5643986.0,1.4598335289988318,14,4819359.0,1.7096215492558242
PRECSC,daily,7,2,4490961.0,1.834636283859958,12,4124030.0,1.9978710145173533
PRECSC,daily,8,2,4490961.0,1.834636283859958,12,4124030.0,1.9978710145173533
PRECSC,daily,9,2,4490961.0,1.834636283859958,12,4124030.0,1.9978710145173533
PRECSC,daily,10,2,4490961.0,1.834636283859958,14,4819359.0,1.7096215492558242
PRECSC,daily,11,2,4490961.0,1.834636283859958,14,4819359.0,1.7096215492558242
PRECSC,daily,12,2,4490961.0,1.834636283859958,12,4124030.0,1.9978710145173533
PRECSC,daily,13,2,4490961.0,1.834636283859958,14,4819359.0,1.7096215492558242
PRECSC,daily,14,2,4490961.0,1.834636283859958,12,4124030.0,1.9978710145173533
PRECSC,daily,15,2,4490961.0,1.834636283859958,14,4819359.0,1.7096215492558242
PRECSC,daily,16,2,4490961.0,1.834636283859958,12,4124030.0,1.9978710145173533
PRECSC,daily,17,2,4490961.0,1.834636283859958,12,4124030.0,1.9978710145173533
PRECSC,daily,18,2,4490961.0,1.834636283859958,14,4819359.0,1.7096215492558242
PRECSC,daily,19,3,5643986.0,1.4598335289988318,12,4124030.0,1.9978710145173533
PRECSC,daily,20,2,4490961.0,1.834636283859958,12,4124030.0,1.9978710145173533
PRECSC,daily,21,2,4490961.0,1.834636283859958,14,4819359.0,1.7096215492558242
PRECSC,daily,22,2,4490961.0,1.834636283859958,14,4819359.0,1.7096215492558242
PRECSC,daily,23,2,4490961.0,1.834636283859958,14,4819359.0,1.7096215492558242
PRECSL,daily,0,4,67056441.0,1.5246033710617002,12,38287829.0,2.6701559913464927
PRECSL,daily,1,3,56722981.0,1.802346671448738,14,46900810.0,2.179801926661821
PRECSL,daily,2,3,56722981.0,1.802346671448738,14,46900810.0,2.179801926661821
PRECSL,daily,3,3,56722981.0,1.802346671448738,14,46900810.0,2.179801926661821
PRECSL,daily,4,3,56722981.0,1.802346671448738,14,46900810.0,2.179801926661821
PRECSL,daily,5,3,56722981.0,1.802346671448738,14,46900810.0,2.179801926661821
PRECSL,daily,6,3,56722981.0,1.802346671448738,14,46900810.0,2.179801926661821
PRECSL,daily,7,3,56722981.0,1.802346671448738,14,46900810.0,2.179801926661821
PRECSL,daily,8,3,56722981.0,1.802346671448738,14,46900810.0,2.179801926661821
PRECSL,daily,9,3,56722981.0,1.802346671448738,14,46900810.0,2.179801926661821
PRECSL,daily,10,3,56722981.0,1.802346671448738,14,46900810.0,2.179801926661821
PRECSL,daily,11,3,56722981.0,1.802346671448738,14,46900810.0,2.179801926661821
PRECSL,daily,12,3,56722981.0,1.802346671448738,14,46900810.0,2.179801926661821
PRECSL,daily,13,3,56722981.0,1.802346671448738,14,46900810.0,2.179801926661821
PRECSL,daily,14,3,56722981.0,1.802346671448738,14,46900810.0,2.179801926661821
PRECSL,daily,15,3,56722981.0,1.802346671448738,14,46900810.0,2.179801926661821
PRECSL,daily,16,3,56722981.0,1.802346671448738,14,46900810.0,2.179801926661821
PRECSL,daily,17,4,67056441.0,1.5246033710617002,14,46900810.0,2.179801926661821
PRECSL,daily,18,3,56722981.0,1.802346671448738,14,46900810.0,2.179801926661821
PRECSL,daily,19,3,56722981.0,1.802346671448738,14,46900810.0,2.179801926661821
PRECSL,daily,20,3,56722981.0,1.802346671448738,14,46900810.0,2.179801926661821
PRECSL,daily,21,3,56722981.0,1.802346671448738,14,46900810.0,2.179801926661821
PRECSL,daily,22,3,56722981.0,1.802346671448738,14,46900810.0,2.179801926661821
PRECSL,daily,23,3,56722981.0,1.802346671448738,14,46900810.0,2.179801926661821
PRECT,daily,0,3,70162921.0,1.9020682876073531,14,52327837.0,2.550357030809433
PRECT,daily,1,4,83925749.0,1.590151635107838,14,52327837.0,2.550357030809433
PRECT,daily,2,3,70162921.0,1.9020682876073531,14,52327837.0,2.550357030809433
PRECT,daily,3,3,70162921.0,1.9020682876073531,14,52327837.0,2.550357030809433
PRECT,daily,4,3,70162921.0,1.9020682876073531,14,52327837.0,2.550357030809433
PRECT,daily,5,3,70162921.0,1.9020682876073531,14,52327837.0,2.550357030809433
PRECT,daily,6,4,83925749.0,1.590151635107838,14,52327837.0,2.550357030809433
PRECT,daily,7,3,70162921.0,1.9020682876073531,16,62388300.0,2.13909766735109
PRECT,daily,8,4,83925749.0,1.590151635107838,14,52327837.0,2.550357030809433
PRECT,daily,9,3,70162921.0,1.9020682876073531,14,52327837.0,2.550357030809433
PRECT,daily,10,3,70162921.0,1.9020682876073531,16,62388300.0,2.13909766735109
PRECT,daily,11,3,70162921.0,1.9020682876073531,16,62388300.0,2.13909766735109
PRECT,daily,12,4,83925749.0,1.590151635107838,16,62388300.0,2.13909766735109
PRECT,daily,13,3,70162921.0,1.9020682876073531,14,52327837.0,2.550357030809433
PRECT,daily,14,4,83925749.0,1.590151635107838,14,52327837.0,2.550357030809433
PRECT,daily,15,3,70162921.0,1.9020682876073531,14,52327837.0,2.550357030809433
PRECT,daily,16,3,70162921.0,1.9020682876073531,14,52327837.0,2.550357030809433
PRECT,daily,17,4,83925749.0,1.590151635107838,16,62388300.0,2.13909766735109
PRECT,daily,18,4,83925749.0,1.590151635107838,14,52327837.0,2.550357030809433
PRECT,daily,19,3,70162921.0,1.9020682876073531,16,62388300.0,2.13909766735109
PRECT,daily,20,3,70162921.0,1.9020682876073531,14,52327837.0,2.550357030809433
PRECT,daily,21,4,83925749.0,1.590151635107838,18,72448911.0,1.842052077221699
PRECT,daily,22,3,70162921.0,1.9020682876073531,16,62388300.0,2.13909766735109
PRECT,daily,23,3,70162921.0,1.9020682876073531,16,62388300.0,2.13909766735109
PRECTMX,daily,0,3,70162921.0,1.9020682876073531,14,52327837.0,2.550357030809433
PRECTMX,daily,1,4,83925749.0,1.590151635107838,14,52327837.0,2.550357030809433
PRECTMX,daily,2,3,70162921.0,1.9020682876073531,14,52327837.0,2.550357030809433
PRECTMX,daily,3,3,70162921.0,1.9020682876073531,14,52327837.0,2.550357030809433
PRECTMX,daily,4,3,70162921.0,1.9020682876073531,14,52327837.0,2.550357030809433
PRECTMX,daily,5,3,70162921.0,1.9020682876073531,14,52327837.0,2.550357030809433
PRECTMX,daily,6,4,83925749.0,1.590151635107838,14,52327837.0,2.550357030809433
PRECTMX,daily,7,3,70162921.0,1.9020682876073531,16,62388300.0,2.13909766735109
PRECTMX,daily,8,4,83925749.0,1.590151635107838,14,52327837.0,2.550357030809433
PRECTMX,daily,9,3,70162921.0,1.9020682876073531,14,52327837.0,2.550357030809433
PRECTMX,daily,10,3,70162921.0,1.9020682876073531,16,62388300.0,2.13909766735109
PRECTMX,daily,11,3,70162921.0,1.9020682876073531,16,62388300.0,2.13909766735109
PRECTMX,daily,12,4,83925749.0,1.590151635107838,16,62388300.0,2.13909766735109
PRECTMX,daily,13,3,70162921.0,1.9020682876073531,14,52327837.0,2.550357030809433
PRECTMX,daily,14,4,83925749.0,1.590151635107838,14,52327837.0,2.550357030809433
PRECTMX,daily,15,3,70162921.0,1.9020682876073531,14,52327837.0,2.550357030809433
PRECTMX,daily,16,3,70162921.0,1.9020682876073531,14,52327837.0,2.550357030809433
PRECTMX,daily,17,4,83925749.0,1.590151635107838,16,62388300.0,2.13909766735109
PRECTMX,daily,18,4,83925749.0,1.590151635107838,14,52327837.0,2.550357030809433
PRECTMX,daily,19,3,70162921.0,1.9020682876073531,16,62388300.0,2.13909766735109
PRECTMX,daily,20,3,70162921.0,1.9020682876073531,14,52327837.0,2.550357030809433
PRECTMX,daily,21,4,83925749.0,1.590151635107838,18,72448911.0,1.842052077221699
PRECTMX,daily,22,3,70162921.0,1.9020682876073531,16,62388300.0,2.13909766735109
PRECTMX,daily,23,3,70162921.0,1.9020682876073531,16,62388300.0,2.13909766735109
PSL,daily,0,7,87659359.0,0.9999988478127019,24,60640788.0,1.4455494542716034
PSL,daily,1,7,87659359.0,0.9999988478127019,24,60640788.0,1.4455494542716034
PSL,daily,2,7,87659359.0,0.9999988478127019,22,50562166.0,1.7336926982123353
PSL,daily,3,7,87659359.0,0.9999988478127019,22,50562166.0,1.7336926982123353
PSL,daily,4,7,87659359.0,0.9999988478127019,24,60640788.0,1.4455494542716034
PSL,daily,5,7,87659359.0,0.9999988478127019,24,60640788.0,1.4455494542716034
PSL,daily,6,7,87659359.0,0.9999988478127019,24,60640788.0,1.4455494542716034
PSL,daily,7,7,87659359.0,0.9999988478127019,24,60640788.0,1.4455494542716034
PSL,daily,8,7,87659359.0,0.9999988478127019,24,60640788.0,1.4455494542716034
PSL,daily,9,7,87659359.0,0.9999988478127019,22,50562166.0,1.7336926982123353
PSL,daily,10,7,87659359.0,0.9999988478127019,24,60640788.0,1.4455494542716034
PSL,daily,11,7,87659359.0,0.9999988478127019,24,60640788.0,1.4455494542716034
PSL,daily,12,7,87659359.0,0.9999988478127019,24,60640788.0,1.4455494542716034
PSL,daily,13,7,87659359.0,0.9999988478127019,24,60640788.0,1.4455494542716034
PSL,daily,14,7,87659359.0,0.9999988478127019,24,60640788.0,1.4455494542716034
PSL,daily,15,7,87659359.0,0.9999988478127019,24,60640788.0,1.4455494542716034
PSL,daily,16,7,87659359.0,0.9999988478127019,24,60640788.0,1.4455494542716034
PSL,daily,17,7,87659359.0,0.9999988478127019,24,60640788.0,1.4455494542716034
PSL,daily,18,7,87659359.0,0.9999988478127019,24,60640788.0,1.4455494542716034
PSL,daily,19,7,87659359.0,0.9999988478127019,24,60640788.0,1.4455494542716034
PSL,daily,20,7,87659359.0,0.9999988478127019,24,60640788.0,1.4455494542716034
PSL,daily,21,7,87659359.0,0.9999988478127019,24,60640788.0,1.4455494542716034
PSL,daily,22,7,87659359.0,0.9999988478127019,24,60640788.0,1.4455494542716034
PSL,daily,23,7,87659359.0,0.9999988478127019,24,60640788.0,1.4455494542716034
Q200,daily,0,4,68991068.0,1.7343230865769466,16,49391013.0,2.4225622179484354
Q200,daily,1,4,68991068.0,1.7343230865769466,16,49391013.0,2.4225622179484354
Q200,daily,2,4,68991068.0,1.7343230865769466,16,49391013.0,2.4225622179484354
Q200,daily,3,4,68991068.0,1.7343230865769466,16,49391013.0,2.4225622179484354
Q200,daily,4,4,68991068.0,1.7343230865769466,16,49391013.0,2.4225622179484354
Q200,daily,5,4,68991068.0,1.7343230865769466,18,59457925.0,2.0123945125902054
Q200,daily,6,4,68991068.0,1.7343230865769466,18,59457925.0,2.0123945125902054
Q200,daily,7,4,68991068.0,1.7343230865769466,18,59457925.0,2.0123945125902054
Q200,daily,8,4,68991068.0,1.7343230865769466,18,59457925.0,2.0123945125902054
Q200,daily,9,4,68991068.0,1.7343230865769466,18,59457925.0,2.0123945125902054
Q200,daily,10,4,68991068.0,1.7343230865769466,16,49391013.0,2.4225622179484354
Q200,daily,11,5,87432524.0,1.3685159312111361,18,59457925.0,2.0123945125902054
Q200,daily,12,4,68991068.0,1.7343230865769466,18,59457925.0,2.0123945125902054
Q200,daily,13,4,68991068.0,1.7343230865769466,18,59457925.0,2.0123945125902054
Q200,daily,14,4,68991068.0,1.7343230865769466,18,59457925.0,2.0123945125902054
Q200,daily,15,4,68991068.0,1.7343230865769466,18,59457925.0,2.0123945125902054
Q200,daily,16,4,68991068.0,1.7343230865769466,18,59457925.0,2.0123945125902054
Q200,daily,17,4,68991068.0,1.7343230865769466,16,49391013.0,2.4225622179484354
