set,time,ssim_fp
bg_2_bc_a1_SRF,0,0.9932830288332605
bg_3_bc_a1_SRF,0,0.9996950247255253
bg_4_bc_a1_SRF,0,0.9999728233450499
bg_5_bc_a1_SRF,0,0.9999730741007571
bg_6_bc_a1_SRF,0,1.0
bg_7_bc_a1_SRF,0,1.0
bg_2_bc_a1_SRF,1,0.9988903537621566
bg_2_bc_a1_SRF,0,0.9932830288332605
bg_3_bc_a1_SRF,0,0.9996950247255253
bg_4_bc_a1_SRF,0,0.9999728233450499
bg_5_bc_a1_SRF,0,0.9999730741007571
bg_6_bc_a1_SRF,0,1.0
bg_7_bc_a1_SRF,0,1.0
bg_2_bc_a1_SRF,1,0.9988903537621566
bg_3_bc_a1_SRF,1,0.9995558309075423
bg_4_bc_a1_SRF,1,0.9999881044174863
bg_5_bc_a1_SRF,1,0.999999632538582
bg_6_bc_a1_SRF,1,1.0
bg_7_bc_a1_SRF,1,1.0
bg_2_bc_a1_SRF,2,0.9949240874126988
bg_3_bc_a1_SRF,2,0.9997768785711609
bg_4_bc_a1_SRF,2,0.9999811307813072
bg_5_bc_a1_SRF,2,1.0
bg_6_bc_a1_SRF,2,1.0
bg_7_bc_a1_SRF,2,1.0
bg_2_bc_a1_SRF,3,0.9953017948055615
bg_3_bc_a1_SRF,3,0.9998806692692486
bg_4_bc_a1_SRF,3,0.9998149414002517
bg_5_bc_a1_SRF,3,1.0
bg_6_bc_a1_SRF,3,1.0
bg_7_bc_a1_SRF,3,1.0
bg_2_bc_a1_SRF,4,0.9959921101669995
bg_3_bc_a1_SRF,4,0.9998110526253172
bg_4_bc_a1_SRF,4,0.9999994063775401
bg_5_bc_a1_SRF,4,1.0
bg_6_bc_a1_SRF,4,1.0
bg_7_bc_a1_SRF,4,1.0
bg_2_bc_a1_SRF,5,0.9943559472209859
bg_3_bc_a1_SRF,5,0.9997681448156084
bg_4_bc_a1_SRF,5,0.9998133092905165
bg_5_bc_a1_SRF,5,0.9999992418932271
bg_6_bc_a1_SRF,5,1.0
bg_7_bc_a1_SRF,5,1.0
bg_2_bc_a1_SRF,6,0.9939114287856607
bg_3_bc_a1_SRF,6,0.9996756014520367
bg_4_bc_a1_SRF,6,0.9999342657895856
bg_5_bc_a1_SRF,6,1.0
bg_6_bc_a1_SRF,6,1.0
bg_7_bc_a1_SRF,6,1.0
bg_2_bc_a1_SRF,7,0.9944307952296203
bg_3_bc_a1_SRF,7,0.999818303280128
bg_4_bc_a1_SRF,7,0.9999970772060859
bg_5_bc_a1_SRF,7,0.9999999680892411
bg_6_bc_a1_SRF,7,1.0
bg_7_bc_a1_SRF,7,1.0
bg_2_bc_a1_SRF,8,0.9993104641130238
bg_3_bc_a1_SRF,8,0.9994538590231475
bg_4_bc_a1_SRF,8,0.9999973945451756
bg_5_bc_a1_SRF,8,0.9999999851423471
bg_6_bc_a1_SRF,8,1.0
bg_7_bc_a1_SRF,8,1.0
bg_2_bc_a1_SRF,9,0.9928948341779641
bg_3_bc_a1_SRF,9,0.9991581815181135
bg_4_bc_a1_SRF,9,0.99999721682823
bg_5_bc_a1_SRF,9,0.9999999590384177
