variable,frequency,timestep,zfp_level,zfp_size,zfp_ratio,all_zfp_levs
LHFLX,monthly,233,8,,,[8.0]
TS,monthly,169,14,,,[14.0]
FLUT,monthly,194,10,,,[10.0]
Z500,monthly,223,16,,,[16.0]
LHFLX,monthly,234,8,,,[8.0]
TAUX,monthly,281,8,,,[8.0]
PRECT,monthly,242,8,,,[8.0]
Z500,monthly,224,16,,,[16.0]
LHFLX,monthly,235,8,,,[8.0]
TS,monthly,170,14,,,[14.0]
FLUT,monthly,195,10,,,[10.0]
TAUX,monthly,282,8,,,[8.0]
TS,monthly,171,14,,,[14.0]
Z500,monthly,225,16,,,[16.0]
FLUT,monthly,196,10,,,[10.0]
LHFLX,monthly,236,8,,,[8.0]
PRECT,monthly,243,8,,,[8.0]
Z500,monthly,226,16,,,[16.0]
LHFLX,monthly,237,8,,,[8.0]
TAUX,monthly,283,8,,,[8.0]
TS,monthly,172,14,,,[14.0]
FLUT,monthly,197,10,,,[10.0]
PRECT,monthly,244,8,,,[8.0]
Z500,monthly,227,16,,,[16.0]
TS,monthly,173,14,,,[14.0]
TAUX,monthly,284,8,,,[8.0]
LHFLX,monthly,238,8,,,[8.0]
PRECT,monthly,245,8,,,[8.0]
TS,monthly,174,14,,,[14.0]
Z500,monthly,228,16,,,[16.0]
PRECT,monthly,246,8,,,[8.0]
TAUX,monthly,285,8,,,[8.0]
LHFLX,monthly,239,8,,,[8.0]
FLUT,monthly,198,10,,,[10.0]
TS,monthly,175,14,,,[14.0]
FLUT,monthly,199,10,,,[10.0]
PRECT,monthly,247,8,,,[8.0]
Z500,monthly,229,16,,,[16.0]
Z500,monthly,230,16,,,[16.0]
TS,monthly,176,14,,,[14.0]
PRECT,monthly,248,8,,,[8.0]
FLUT,monthly,200,10,,,[10.0]
TAUX,monthly,286,8,,,[8.0]
LHFLX,monthly,240,8,,,[8.0]
Z500,monthly,231,16,,,[16.0]
PRECT,monthly,249,8,,,[8.0]
TS,monthly,177,14,,,[14.0]
LHFLX,monthly,241,8,,,[8.0]
TS,monthly,178,14,,,[14.0]
TAUX,monthly,287,8,,,[8.0]
FLUT,monthly,201,10,,,[10.0]
PRECT,monthly,250,8,,,[8.0]
LHFLX,monthly,242,8,,,[8.0]
Z500,monthly,232,16,,,[16.0]
TS,monthly,179,14,,,[14.0]
TAUX,monthly,288,8,,,[8.0]
LHFLX,monthly,243,8,,,[8.0]
FLUT,monthly,202,10,,,[10.0]
PRECT,monthly,251,8,,,[8.0]
Z500,monthly,233,16,,,[16.0]
TS,monthly,180,14,,,[14.0]
PRECT,monthly,252,8,,,[8.0]
LHFLX,monthly,244,8,,,[8.0]
TAUX,monthly,289,8,,,[8.0]
Z500,monthly,234,16,,,[16.0]
Z500,monthly,235,16,,,[16.0]
PRECT,monthly,253,8,,,[8.0]
TS,monthly,181,14,,,[14.0]
FLUT,monthly,203,10,,,[10.0]
LHFLX,monthly,245,8,,,[8.0]
TAUX,monthly,290,8,,,[8.0]
Z500,monthly,236,16,,,[16.0]
PRECT,monthly,254,8,,,[8.0]
TS,monthly,182,14,,,[14.0]
FLUT,monthly,204,10,,,[10.0]
LHFLX,monthly,246,8,,,[8.0]
TAUX,monthly,291,8,,,[8.0]
Z500,monthly,237,16,,,[16.0]
PRECT,monthly,255,8,,,[8.0]
LHFLX,monthly,247,8,,,[8.0]
TS,monthly,183,14,,,[14.0]
TAUX,monthly,292,8,,,[8.0]
FLUT,monthly,205,10,,,[10.0]
Z500,monthly,238,16,,,[16.0]
PRECT,monthly,256,8,,,[8.0]
LHFLX,monthly,248,8,,,[8.0]
TS,monthly,184,14,,,[14.0]
TAUX,monthly,293,8,,,[8.0]
FLUT,monthly,206,10,,,[10.0]
Z500,monthly,239,16,,,[16.0]
LHFLX,monthly,249,8,,,[8.0]
TS,monthly,185,14,,,[14.0]
FLUT,monthly,207,10,,,[10.0]
TAUX,monthly,294,8,,,[8.0]
PRECT,monthly,257,8,,,[8.0]
LHFLX,monthly,250,8,,,[8.0]
TS,monthly,186,14,,,[14.0]
Z500,monthly,240,16,,,[16.0]
PRECT,monthly,258,8,,,[8.0]
FLUT,monthly,208,10,,,[10.0]
TAUX,monthly,295,8,,,[8.0]
LHFLX,monthly,251,8,,,[8.0]
Z500,monthly,241,16,,,[16.0]
FLUT,monthly,209,10,,,[10.0]
PRECT,monthly,259,8,,,[8.0]
TS,monthly,187,14,,,[14.0]
TAUX,monthly,296,8,,,[8.0]
LHFLX,monthly,252,8,,,[8.0]
Z500,monthly,242,16,,,[16.0]
FLUT,monthly,210,10,,,[10.0]
PRECT,monthly,260,8,,,[8.0]
TAUX,monthly,297,8,,,[8.0]
TS,monthly,188,14,,,[14.0]
LHFLX,monthly,253,8,,,[8.0]
Z500,monthly,243,16,,,[16.0]
FLUT,monthly,211,10,,,[10.0]
PRECT,monthly,261,8,,,[8.0]
LHFLX,monthly,254,8,,,[8.0]
TAUX,monthly,298,8,,,[8.0]
TS,monthly,189,14,,,[14.0]
LHFLX,monthly,255,8,,,[8.0]
PRECT,monthly,262,8,,,[8.0]
Z500,monthly,244,16,,,[16.0]
TS,monthly,190,14,,,[14.0]
TAUX,monthly,299,8,,,[8.0]
FLUT,monthly,212,10,,,[10.0]
LHFLX,monthly,256,8,,,[8.0]
TAUX,monthly,300,8,,,[8.0]
Z500,monthly,245,16,,,[16.0]
TAUX,monthly,301,8,,,[8.0]
FLUT,monthly,213,10,,,[10.0]
TS,monthly,191,14,,,[14.0]
PRECT,monthly,263,8,,,[8.0]
Z500,monthly,246,16,,,[16.0]
TAUX,monthly,302,8,,,[8.0]
LHFLX,monthly,257,8,,,[8.0]
TS,monthly,192,14,,,[14.0]
PRECT,monthly,264,8,,,[8.0]
FLUT,monthly,214,10,,,[10.0]
LHFLX,monthly,258,8,,,[8.0]
Z500,monthly,247,16,,,[16.0]
TAUX,monthly,303,8,,,[8.0]
TS,monthly,193,14,,,[14.0]
PRECT,monthly,265,8,,,[8.0]
FLUT,monthly,215,10,,,[10.0]
LHFLX,monthly,259,8,,,[8.0]
Z500,monthly,248,16,,,[16.0]
TAUX,monthly,304,8,,,[8.0]
FLUT,monthly,216,10,,,[10.0]
TS,monthly,194,14,,,[14.0]
PRECT,monthly,266,10,,,[10.0]
LHFLX,monthly,260,8,,,[8.0]
TS,monthly,195,14,,,[14.0]
Z500,monthly,249,16,,,[16.0]
FLUT,monthly,217,10,,,[10.0]
LHFLX,monthly,261,8,,,[8.0]
PRECT,monthly,267,8,,,[8.0]
LHFLX,monthly,262,8,,,[8.0]
TAUX,monthly,305,8,,,[8.0]
TS,monthly,196,14,,,[14.0]
Z500,monthly,250,16,,,[16.0]
FLUT,monthly,218,10,,,[10.0]
PRECT,monthly,268,8,,,[8.0]
LHFLX,monthly,263,8,,,[8.0]
TAUX,monthly,306,8,,,[8.0]
FLUT,monthly,219,10,,,[10.0]
Z500,monthly,251,16,,,[16.0]
TS,monthly,197,14,,,[14.0]
Z500,monthly,252,16,,,[16.0]
TAUX,monthly,307,8,,,[8.0]
PRECT,monthly,269,8,,,[8.0]
TAUX,monthly,308,8,,,[8.0]
TS,monthly,198,14,,,[14.0]
Z500,monthly,253,16,,,[16.0]
LHFLX,monthly,264,8,,,[8.0]
FLUT,monthly,220,10,,,[10.0]
PRECT,monthly,270,8,,,[8.0]
TAUX,monthly,309,8,,,[8.0]
LHFLX,monthly,265,8,,,[8.0]
Z500,monthly,254,16,,,[16.0]
TS,monthly,199,14,,,[14.0]
FLUT,monthly,221,10,,,[10.0]
PRECT,monthly,271,8,,,[8.0]
TAUX,monthly,310,8,,,[8.0]
LHFLX,monthly,266,8,,,[8.0]
Z500,monthly,255,16,,,[16.0]
TS,monthly,200,14,,,[14.0]
PRECT,monthly,272,8,,,[8.0]
Z500,monthly,256,16,,,[16.0]
TS,monthly,201,14,,,[14.0]
FLUT,monthly,222,10,,,[10.0]
TAUX,monthly,311,8,,,[8.0]
PRECT,monthly,273,10,,,[10.0]
LHFLX,monthly,267,8,,,[8.0]
FLUT,monthly,223,10,,,[10.0]
TAUX,monthly,312,8,,,[8.0]
Z500,monthly,257,16,,,[16.0]
TS,monthly,202,14,,,[14.0]
PRECT,monthly,274,8,,,[8.0]
TAUX,monthly,313,8,,,[8.0]
FLUT,monthly,224,10,,,[10.0]
LHFLX,monthly,268,8,,,[8.0]
Z500,monthly,258,16,,,[16.0]
TS,monthly,203,14,,,[14.0]
LHFLX,monthly,269,8,,,[8.0]
PRECT,monthly,275,8,,,[8.0]
TAUX,monthly,314,8,,,[8.0]
TS,monthly,204,14,,,[14.0]
FLUT,monthly,225,10,,,[10.0]
Z500,monthly,259,16,,,[16.0]
LHFLX,monthly,270,8,,,[8.0]
PRECT,monthly,276,8,,,[8.0]
TAUX,monthly,315,8,,,[8.0]
Z500,monthly,260,16,,,[16.0]
FLUT,monthly,226,10,,,[10.0]
TS,monthly,205,14,,,[14.0]
LHFLX,monthly,271,8,,,[8.0]
TS,monthly,206,14,,,[14.0]
PRECT,monthly,277,8,,,[8.0]
TAUX,monthly,316,8,,,[8.0]
FLUT,monthly,227,10,,,[10.0]
Z500,monthly,261,16,,,[16.0]
PRECT,monthly,278,8,,,[8.0]
FLUT,monthly,228,10,,,[10.0]
TAUX,monthly,317,8,,,[8.0]
LHFLX,monthly,272,8,,,[8.0]
Z500,monthly,262,16,,,[16.0]
TS,monthly,207,14,,,[14.0]
PRECT,monthly,279,8,,,[8.0]
FLUT,monthly,229,10,,,[10.0]
TAUX,monthly,318,8,,,[8.0]
FLUT,monthly,230,10,,,[10.0]
Z500,monthly,263,16,,,[16.0]
PRECT,monthly,280,8,,,[8.0]
TS,monthly,208,14,,,[14.0]
LHFLX,monthly,273,8,,,[8.0]
TAUX,monthly,319,8,,,[8.0]
TS,monthly,209,14,,,[14.0]
FLUT,monthly,231,10,,,[10.0]
LHFLX,monthly,274,8,,,[8.0]
PRECT,monthly,281,8,,,[8.0]
TAUX,monthly,320,8,,,[8.0]
Z500,monthly,264,16,,,[16.0]
TS,monthly,210,14,,,[14.0]
LHFLX,monthly,275,8,,,[8.0]
PRECT,monthly,282,8,,,[8.0]
Z500,monthly,265,16,,,[16.0]
FLUT,monthly,232,10,,,[10.0]
TAUX,monthly,321,8,,,[8.0]
TS,monthly,211,14,,,[14.0]
Z500,monthly,266,16,,,[16.0]
TAUX,monthly,322,8,,,[8.0]
LHFLX,monthly,276,8,,,[8.0]
FLUT,monthly,233,10,,,[10.0]
PRECT,monthly,283,10,,,[10.0]
LHFLX,monthly,277,8,,,[8.0]
Z500,monthly,267,16,,,[16.0]
TAUX,monthly,323,8,,,[8.0]
TS,monthly,212,14,,,[14.0]
FLUT,monthly,234,10,,,[10.0]
PRECT,monthly,284,8,,,[8.0]
Z500,monthly,268,16,,,[16.0]
LHFLX,monthly,278,8,,,[8.0]
FLUT,monthly,235,10,,,[10.0]
TAUX,monthly,324,8,,,[8.0]
TS,monthly,213,14,,,[14.0]
FLUT,monthly,236,10,,,[10.0]
FLUT,monthly,237,10,,,[10.0]
LHFLX,monthly,279,8,,,[8.0]
PRECT,monthly,285,8,,,[8.0]
Z500,monthly,269,16,,,[16.0]
FLUT,monthly,238,10,,,[10.0]
TAUX,monthly,325,8,,,[8.0]
TS,monthly,214,14,,,[14.0]
LHFLX,monthly,280,8,,,[8.0]
FLUT,monthly,239,10,,,[10.0]
Z500,monthly,270,16,,,[16.0]
TAUX,monthly,326,8,,,[8.0]
TS,monthly,215,14,,,[14.0]
FLUT,monthly,240,10,,,[10.0]
Z500,monthly,271,16,,,[16.0]
LHFLX,monthly,281,8,,,[8.0]
PRECT,monthly,286,8,,,[8.0]
TAUX,monthly,327,8,,,[8.0]
LHFLX,monthly,282,8,,,[8.0]
FLUT,monthly,241,10,,,[10.0]
TS,monthly,216,14,,,[14.0]
FLUT,monthly,242,10,,,[10.0]
TAUX,monthly,328,8,,,[8.0]
PRECT,monthly,287,8,,,[8.0]
LHFLX,monthly,283,8,,,[8.0]
Z500,monthly,272,16,,,[16.0]
TAUX,monthly,329,8,,,[8.0]
PRECT,monthly,288,8,,,[8.0]
FLUT,monthly,243,10,,,[10.0]
TS,monthly,217,14,,,[14.0]
LHFLX,monthly,284,8,,,[8.0]
PRECT,monthly,289,8,,,[8.0]
Z500,monthly,273,16,,,[16.0]
TAUX,monthly,330,8,,,[8.0]
FLUT,monthly,244,10,,,[10.0]
Z500,monthly,274,16,,,[16.0]
TS,monthly,218,14,,,[14.0]
TAUX,monthly,331,8,,,[8.0]
FLUT,monthly,245,10,,,[10.0]
PRECT,monthly,290,8,,,[8.0]
LHFLX,monthly,285,8,,,[8.0]
Z500,monthly,275,16,,,[16.0]
TS,monthly,219,14,,,[14.0]
TAUX,monthly,332,8,,,[8.0]
LHFLX,monthly,286,8,,,[8.0]
Z500,monthly,276,16,,,[16.0]
TAUX,monthly,333,8,,,[8.0]
FLUT,monthly,246,10,,,[10.0]
PRECT,monthly,291,8,,,[8.0]
TS,monthly,220,14,,,[14.0]
LHFLX,monthly,287,8,,,[8.0]
Z500,monthly,277,16,,,[16.0]
TS,monthly,221,14,,,[14.0]
TAUX,monthly,334,8,,,[8.0]
PRECT,monthly,292,8,,,[8.0]
FLUT,monthly,247,10,,,[10.0]
LHFLX,monthly,288,8,,,[8.0]
Z500,monthly,278,16,,,[16.0]
TS,monthly,222,14,,,[14.0]
TAUX,monthly,335,8,,,[8.0]
FLUT,monthly,248,10,,,[10.0]
TAUX,monthly,336,8,,,[8.0]
Z500,monthly,279,16,,,[16.0]
FLUT,monthly,249,10,,,[10.0]
TAUX,monthly,337,8,,,[8.0]
LHFLX,monthly,289,8,,,[8.0]
PRECT,monthly,293,8,,,[8.0]
TS,monthly,223,14,,,[14.0]
Z500,monthly,280,16,,,[16.0]
TAUX,monthly,338,8,,,[8.0]
TS,monthly,224,14,,,[14.0]
FLUT,monthly,250,10,,,[10.0]
PRECT,monthly,294,8,,,[8.0]
LHFLX,monthly,290,8,,,[8.0]
Z500,monthly,281,16,,,[16.0]
TAUX,monthly,339,8,,,[8.0]
TS,monthly,225,14,,,[14.0]
FLUT,monthly,251,10,,,[10.0]
Z500,monthly,282,16,,,[16.0]
PRECT,monthly,295,8,,,[8.0]
LHFLX,monthly,291,8,,,[8.0]
TAUX,monthly,340,8,,,[8.0]
Z500,monthly,283,16,,,[16.0]
TS,monthly,226,14,,,[14.0]
Z500,monthly,284,16,,,[16.0]
FLUT,monthly,252,10,,,[10.0]
LHFLX,monthly,292,8,,,[8.0]
PRECT,monthly,296,8,,,[8.0]
TAUX,monthly,341,8,,,[8.0]
TS,monthly,227,14,,,[14.0]
Z500,monthly,285,16,,,[16.0]
FLUT,monthly,253,10,,,[10.0]
TAUX,monthly,342,8,,,[8.0]
LHFLX,monthly,293,8,,,[8.0]
PRECT,monthly,297,8,,,[8.0]
TS,monthly,228,14,,,[14.0]
Z500,monthly,286,16,,,[16.0]
PRECT,monthly,298,8,,,[8.0]
TAUX,monthly,343,8,,,[8.0]
FLUT,monthly,254,10,,,[10.0]
TS,monthly,229,14,,,[14.0]
LHFLX,monthly,294,8,,,[8.0]
TAUX,monthly,344,8,,,[8.0]
Z500,monthly,287,16,,,[16.0]
PRECT,monthly,299,8,,,[8.0]
TS,monthly,230,14,,,[14.0]
LHFLX,monthly,295,8,,,[8.0]
TAUX,monthly,345,8,,,[8.0]
PRECT,monthly,300,8,,,[8.0]
Z500,monthly,288,16,,,[16.0]
TS,monthly,231,14,,,[14.0]
TAUX,monthly,346,8,,,[8.0]
FLUT,monthly,255,10,,,[10.0]
LHFLX,monthly,296,8,,,[8.0]
FLUT,monthly,256,10,,,[10.0]
PRECT,monthly,301,8,,,[8.0]
TS,monthly,232,14,,,[14.0]
TAUX,monthly,347,8,,,[8.0]
PRECT,monthly,302,8,,,[8.0]
TS,monthly,233,14,,,[14.0]
FLUT,monthly,257,10,,,[10.0]
Z500,monthly,289,16,,,[16.0]
TAUX,monthly,348,8,,,[8.0]
PRECT,monthly,303,8,,,[8.0]
LHFLX,monthly,297,8,,,[8.0]
TS,monthly,234,14,,,[14.0]
Z500,monthly,290,16,,,[16.0]
PRECT,monthly,304,8,,,[8.0]
TAUX,monthly,349,8,,,[8.0]
FLUT,monthly,258,10,,,[10.0]
LHFLX,monthly,298,8,,,[8.0]
TS,monthly,235,14,,,[14.0]
Z500,monthly,291,16,,,[16.0]
LHFLX,monthly,299,8,,,[8.0]
TAUX,monthly,350,8,,,[8.0]
FLUT,monthly,259,10,,,[10.0]
PRECT,monthly,305,8,,,[8.0]
LHFLX,monthly,300,8,,,[8.0]
Z500,monthly,292,16,,,[16.0]
TS,monthly,236,14,,,[14.0]
TAUX,monthly,351,8,,,[8.0]
PRECT,monthly,306,8,,,[8.0]
LHFLX,monthly,301,8,,,[8.0]
FLUT,monthly,260,10,,,[10.0]
Z500,monthly,293,16,,,[16.0]
PRECT,monthly,307,8,,,[8.0]
TS,monthly,237,14,,,[14.0]
TAUX,monthly,352,8,,,[8.0]
PRECT,monthly,308,8,,,[8.0]
Z500,monthly,294,16,,,[16.0]
TS,monthly,238,14,,,[14.0]
FLUT,monthly,261,10,,,[10.0]
LHFLX,monthly,302,8,,,[8.0]
TAUX,monthly,353,8,,,[8.0]
Z500,monthly,295,16,,,[16.0]
TS,monthly,239,14,,,[14.0]
PRECT,monthly,309,8,,,[8.0]
LHFLX,monthly,303,8,,,[8.0]
TAUX,monthly,354,8,,,[8.0]
Z500,monthly,296,16,,,[16.0]
PRECT,monthly,310,8,,,[8.0]
FLUT,monthly,262,10,,,[10.0]
TS,monthly,240,14,,,[14.0]
FLUT,monthly,263,10,,,[10.0]
TAUX,monthly,355,8,,,[8.0]
LHFLX,monthly,304,8,,,[8.0]
TAUX,monthly,356,8,,,[8.0]
PRECT,monthly,311,8,,,[8.0]
Z500,monthly,297,16,,,[16.0]
TS,monthly,241,14,,,[14.0]
FLUT,monthly,264,10,,,[10.0]
LHFLX,monthly,305,8,,,[8.0]
TAUX,monthly,357,8,,,[8.0]
TS,monthly,242,14,,,[14.0]
Z500,monthly,298,16,,,[16.0]
PRECT,monthly,312,8,,,[8.0]
FLUT,monthly,265,10,,,[10.0]
LHFLX,monthly,306,8,,,[8.0]
TS,monthly,243,14,,,[14.0]
PRECT,monthly,313,8,,,[8.0]
LHFLX,monthly,307,8,,,[8.0]
FLUT,monthly,266,10,,,[10.0]
Z500,monthly,299,16,,,[16.0]
TAUX,monthly,358,8,,,[8.0]
LHFLX,monthly,308,8,,,[8.0]
PRECT,monthly,314,8,,,[8.0]
TS,monthly,244,14,,,[14.0]
Z500,monthly,300,16,,,[16.0]
FLUT,monthly,267,10,,,[10.0]
TAUX,monthly,359,8,,,[8.0]
LHFLX,monthly,309,8,,,[8.0]
PRECT,monthly,315,8,,,[8.0]
TS,monthly,245,14,,,[14.0]
Z500,monthly,301,16,,,[16.0]
LHFLX,monthly,310,8,,,[8.0]
TAUX,monthly,360,8,,,[8.0]
FLUT,monthly,268,10,,,[10.0]
Z500,monthly,302,16,,,[16.0]
TS,monthly,246,14,,,[14.0]
LHFLX,monthly,311,8,,,[8.0]
Z500,monthly,303,16,,,[16.0]
PRECT,monthly,316,8,,,[8.0]
FLUT,monthly,269,10,,,[10.0]
TAUX,monthly,361,8,,,[8.0]
TS,monthly,247,14,,,[14.0]
PRECT,monthly,317,8,,,[8.0]
FLUT,monthly,270,10,,,[10.0]
LHFLX,monthly,312,8,,,[8.0]
Z500,monthly,304,16,,,[16.0]
TAUX,monthly,362,8,,,[8.0]
LHFLX,monthly,313,8,,,[8.0]
PRECT,monthly,318,8,,,[8.0]
TS,monthly,248,14,,,[14.0]
FLUT,monthly,271,10,,,[10.0]
TS,monthly,249,14,,,[14.0]
Z500,monthly,305,16,,,[16.0]
FLUT,monthly,272,10,,,[10.0]
TAUX,monthly,363,8,,,[8.0]
PRECT,monthly,319,8,,,[8.0]
LHFLX,monthly,314,8,,,[8.0]
PRECT,monthly,320,8,,,[8.0]
Z500,monthly,306,16,,,[16.0]
TS,monthly,250,14,,,[14.0]
FLUT,monthly,273,10,,,[10.0]
PRECT,monthly,321,8,,,[8.0]
LHFLX,monthly,315,8,,,[8.0]
Z500,monthly,307,16,,,[16.0]
TAUX,monthly,364,8,,,[8.0]
TS,monthly,251,14,,,[14.0]
FLUT,monthly,274,10,,,[10.0]
PRECT,monthly,322,8,,,[8.0]
Z500,monthly,308,16,,,[16.0]
TAUX,monthly,365,8,,,[8.0]
LHFLX,monthly,316,8,,,[8.0]
PRECT,monthly,323,8,,,[8.0]
TS,monthly,252,14,,,[14.0]
Z500,monthly,309,16,,,[16.0]
TAUX,monthly,366,8,,,[8.0]
FLUT,monthly,275,10,,,[10.0]
LHFLX,monthly,317,8,,,[8.0]
Z500,monthly,310,16,,,[16.0]
PRECT,monthly,324,8,,,[8.0]
Z500,monthly,311,16,,,[16.0]
TAUX,monthly,367,8,,,[8.0]
PRECT,monthly,325,8,,,[8.0]
LHFLX,monthly,318,8,,,[8.0]
FLUT,monthly,276,10,,,[10.0]
TS,monthly,253,14,,,[14.0]
Z500,monthly,312,16,,,[16.0]
TAUX,monthly,368,8,,,[8.0]
PRECT,monthly,326,10,,,[10.0]
TS,monthly,254,14,,,[14.0]
FLUT,monthly,277,10,,,[10.0]
LHFLX,monthly,319,8,,,[8.0]
TS,monthly,255,14,,,[14.0]
Z500,monthly,313,16,,,[16.0]
TAUX,monthly,369,8,,,[8.0]
FLUT,monthly,278,10,,,[10.0]
PRECT,monthly,327,10,,,[10.0]
TS,monthly,256,14,,,[14.0]
LHFLX,monthly,320,8,,,[8.0]
TAUX,monthly,370,8,,,[8.0]
Z500,monthly,314,16,,,[16.0]
PRECT,monthly,328,8,,,[8.0]
FLUT,monthly,279,10,,,[10.0]
TS,monthly,257,14,,,[14.0]
LHFLX,monthly,321,8,,,[8.0]
TAUX,monthly,371,8,,,[8.0]
LHFLX,monthly,322,8,,,[8.0]
PRECT,monthly,329,8,,,[8.0]
TS,monthly,258,14,,,[14.0]
FLUT,monthly,280,10,,,[10.0]
PRECT,monthly,330,8,,,[8.0]
TAUX,monthly,372,8,,,[8.0]
Z500,monthly,315,16,,,[16.0]
LHFLX,monthly,323,8,,,[8.0]
TS,monthly,259,14,,,[14.0]
PRECT,monthly,331,8,,,[8.0]
FLUT,monthly,281,10,,,[10.0]
TAUX,monthly,373,8,,,[8.0]
Z500,monthly,316,16,,,[16.0]
LHFLX,monthly,324,8,,,[8.0]
FLUT,monthly,282,10,,,[10.0]
Z500,monthly,317,16,,,[16.0]
TS,monthly,260,14,,,[14.0]
PRECT,monthly,332,10,,,[10.0]
TAUX,monthly,374,8,,,[8.0]
Z500,monthly,318,16,,,[16.0]
FLUT,monthly,283,10,,,[10.0]
LHFLX,monthly,325,8,,,[8.0]
TS,monthly,261,14,,,[14.0]
PRECT,monthly,333,8,,,[8.0]
TAUX,monthly,375,8,,,[8.0]
LHFLX,monthly,326,8,,,[8.0]
FLUT,monthly,284,10,,,[10.0]
TAUX,monthly,376,8,,,[8.0]
TS,monthly,262,14,,,[14.0]
Z500,monthly,319,16,,,[16.0]
PRECT,monthly,334,8,,,[8.0]
TS,monthly,263,14,,,[14.0]
LHFLX,monthly,327,8,,,[8.0]
Z500,monthly,320,16,,,[16.0]
FLUT,monthly,285,10,,,[10.0]
TAUX,monthly,377,8,,,[8.0]
TS,monthly,264,14,,,[14.0]
Z500,monthly,321,16,,,[16.0]
TAUX,monthly,378,8,,,[8.0]
PRECT,monthly,335,8,,,[8.0]
FLUT,monthly,286,10,,,[10.0]
LHFLX,monthly,328,8,,,[8.0]
TS,monthly,265,14,,,[14.0]
FLUT,monthly,287,10,,,[10.0]
LHFLX,monthly,329,8,,,[8.0]
Z500,monthly,322,16,,,[16.0]
TAUX,monthly,379,8,,,[8.0]
PRECT,monthly,336,8,,,[8.0]
TS,monthly,266,14,,,[14.0]
FLUT,monthly,288,10,,,[10.0]
Z500,monthly,323,16,,,[16.0]
LHFLX,monthly,330,8,,,[8.0]
TAUX,monthly,380,8,,,[8.0]
LHFLX,monthly,331,8,,,[8.0]
Z500,monthly,324,16,,,[16.0]
PRECT,monthly,337,8,,,[8.0]
TS,monthly,267,14,,,[14.0]
FLUT,monthly,289,10,,,[10.0]
TAUX,monthly,381,8,,,[8.0]
LHFLX,monthly,332,8,,,[8.0]
Z500,monthly,325,16,,,[16.0]
TS,monthly,268,14,,,[14.0]
PRECT,monthly,338,8,,,[8.0]
TAUX,monthly,382,8,,,[8.0]
FLUT,monthly,290,10,,,[10.0]
LHFLX,monthly,333,8,,,[8.0]
Z500,monthly,326,16,,,[16.0]
PRECT,monthly,339,8,,,[8.0]
TS,monthly,269,14,,,[14.0]
TAUX,monthly,383,8,,,[8.0]
FLUT,monthly,291,10,,,[10.0]
LHFLX,monthly,334,8,,,[8.0]
TAUX,monthly,384,8,,,[8.0]
PRECT,monthly,340,8,,,[8.0]
TS,monthly,270,14,,,[14.0]
FLUT,monthly,292,10,,,[10.0]
Z500,monthly,327,16,,,[16.0]
LHFLX,monthly,335,8,,,[8.0]
PRECT,monthly,341,10,,,[10.0]
TAUX,monthly,385,8,,,[8.0]
Z500,monthly,328,16,,,[16.0]
FLUT,monthly,293,10,,,[10.0]
TS,monthly,271,14,,,[14.0]
FLUT,monthly,294,10,,,[10.0]
LHFLX,monthly,336,8,,,[8.0]
PRECT,monthly,342,8,,,[8.0]
TS,monthly,272,14,,,[14.0]
Z500,monthly,329,16,,,[16.0]
TAUX,monthly,386,8,,,[8.0]
FLUT,monthly,295,10,,,[10.0]
Z500,monthly,330,16,,,[16.0]
TS,monthly,273,14,,,[14.0]
TAUX,monthly,387,8,,,[8.0]
LHFLX,monthly,337,8,,,[8.0]
PRECT,monthly,343,8,,,[8.0]
Z500,monthly,331,16,,,[16.0]
FLUT,monthly,296,10,,,[10.0]
LHFLX,monthly,338,8,,,[8.0]
TS,monthly,274,14,,,[14.0]
TAUX,monthly,388,8,,,[8.0]
Z500,monthly,332,16,,,[16.0]
PRECT,monthly,344,8,,,[8.0]
FLUT,monthly,297,10,,,[10.0]
LHFLX,monthly,339,8,,,[8.0]
TAUX,monthly,389,8,,,[8.0]
TS,monthly,275,14,,,[14.0]
FLUT,monthly,298,10,,,[10.0]
Z500,monthly,333,16,,,[16.0]
TAUX,monthly,390,8,,,[8.0]
PRECT,monthly,345,8,,,[8.0]
LHFLX,monthly,340,8,,,[8.0]
TS,monthly,276,14,,,[14.0]
FLUT,monthly,299,10,,,[10.0]
TAUX,monthly,391,8,,,[8.0]
PRECT,monthly,346,8,,,[8.0]
Z500,monthly,334,16,,,[16.0]
FLUT,monthly,300,10,,,[10.0]
TS,monthly,277,14,,,[14.0]
LHFLX,monthly,341,8,,,[8.0]
TAUX,monthly,392,8,,,[8.0]
FLUT,monthly,301,10,,,[10.0]
Z500,monthly,335,16,,,[16.0]
PRECT,monthly,347,8,,,[8.0]
TS,monthly,278,14,,,[14.0]
LHFLX,monthly,342,8,,,[8.0]
TAUX,monthly,393,8,,,[8.0]
FLUT,monthly,302,10,,,[10.0]
Z500,monthly,336,16,,,[16.0]
TS,monthly,279,14,,,[14.0]
PRECT,monthly,348,8,,,[8.0]
Z500,monthly,337,16,,,[16.0]
TS,monthly,280,14,,,[14.0]
LHFLX,monthly,343,8,,,[8.0]
FLUT,monthly,303,10,,,[10.0]
TAUX,monthly,394,8,,,[8.0]
PRECT,monthly,349,8,,,[8.0]
Z500,monthly,338,16,,,[16.0]
LHFLX,monthly,344,8,,,[8.0]
TS,monthly,281,14,,,[14.0]
TAUX,monthly,395,8,,,[8.0]
FLUT,monthly,304,10,,,[10.0]
