set,time,mean,variance,ns_con_var,w_e_first_differences,prob_positive,num_zero,range,quantile
orig_LHFLX,0,88.13321855858251,4369.806267086041,196.5318872062626,0.0,0.8289749710648148,0.0,365.99014234542847,43.580318450927734
orig_LHFLX,1,86.0592869098491,3819.5611794527185,163.81199035498182,0.0,0.8218315972222222,0.0,387.22115659713745,47.1253547668457
orig_LHFLX,2,86.50166792410928,3254.414226281332,120.37667714036338,0.0,0.8132595486111112,0.0,317.62642002105713,50.514198303222656
orig_LHFLX,3,88.44631402427967,3238.212158147913,107.08318747160502,0.0,0.8583080150462963,0.0,311.0592231750488,53.76278114318848
orig_LHFLX,4,87.48025016503144,3185.8094456568924,130.6017232583522,0.0,0.8934280960648148,0.0,338.0675916671753,53.78837776184082
orig_LHFLX,5,91.75716809855865,3802.1676920466666,148.12350099528825,0.0,0.8918004918981481,0.0,306.01371479034424,56.364601135253906
orig_LHFLX,6,91.60167364086881,3696.910168754475,149.95994800180893,0.0,0.8782371238425926,0.0,307.7513675689697,58.69218826293945
orig_LHFLX,7,87.27137886912682,3182.5409037583013,135.05453392320052,0.0,0.8907154224537037,0.0,276.4266405105591,54.32092094421387
orig_LHFLX,8,84.92355276763995,2806.0212128617914,128.76494990716543,0.0,0.85693359375,0.0,279.1865816116333,54.34379768371582
orig_LHFLX,9,85.90033631386554,3300.340399432446,166.78554881065722,0.0,0.8246889467592593,0.0,314.5364742279053,51.799068450927734
orig_LHFLX,10,86.72005902371168,3851.846728459153,212.95708391160287,0.0,0.8270941840277778,0.0,451.01321816444397,52.22713088989258
orig_LHFLX,11,88.28357331334854,4495.333021350521,231.97308363021858,0.0,0.8560293692129629,0.0,445.80562686920166,47.87601280212402
orig_LHFLX,12,88.40370187534444,4475.34290962904,210.18521534328266,0.0,0.8394458912037037,0.0,451.80731534957886,43.290517807006836
orig_LHFLX,13,88.34164343659859,3998.719875363149,161.2787767865031,0.0,0.8034396701388888,0.0,351.67809772491455,48.52372360229492
orig_LHFLX,14,86.24457090196663,3214.460196321752,122.4129994719244,0.0,0.8117947048611112,0.0,273.02824115753174,51.88628387451172
orig_LHFLX,15,86.99439631899311,3156.764658021876,118.26302649739682,0.0,0.8634620949074074,0.0,303.17576575279236,50.869720458984375
orig_LHFLX,16,89.66241264264744,3491.3443208574445,128.44909351933293,0.0,0.8898111979166666,0.0,331.5077590942383,53.12011528015137
orig_LHFLX,17,89.94438119028604,3591.1943247639238,146.3873591787892,0.0,0.8925600405092593,0.0,306.30675411224365,56.04570960998535
orig_LHFLX,18,91.53835686872922,3645.419624891244,155.5576146761337,0.0,0.8722330729166666,0.0,312.1596984863281,60.27523994445801
orig_LHFLX,19,87.1223707552519,3191.647277443682,131.34059991791858,0.0,0.8891782407407407,0.0,262.3314952850342,56.634782791137695
orig_LHFLX,20,85.60194719020303,2985.9258873733484,135.89052977188652,0.0,0.8534071180555556,0.0,276.8893995285034,54.94219779968262
orig_LHFLX,21,84.14033450752933,3361.584178417278,178.4648743421875,0.0,0.8560112847222222,0.0,402.0862913131714,52.63262367248535
orig_LHFLX,22,85.68557300988365,3844.175285746559,192.96620490010204,0.0,0.8513093171296297,0.0,444.8814449310303,49.33915138244629
orig_LHFLX,23,87.46149295710791,4260.683269243969,200.7081049337982,0.0,0.8313982928240741,0.0,423.99122619628906,44.08793640136719
orig_LHFLX,24,88.04581139806223,4808.688729594285,230.10156331735652,0.0,0.8174008969907407,0.0,498.96845960617065,43.024789810180664
orig_LHFLX,25,88.05677148159454,3940.0845886964235,168.0148503550591,0.0,0.8260633680555556,0.0,404.2045166492462,48.753705978393555
orig_LHFLX,26,86.31844633671395,3421.460318578205,141.3524950108571,0.0,0.8557038483796297,0.0,367.2147581577301,49.133798599243164
orig_LHFLX,27,85.57460290684104,3172.552285182662,121.06173368495439,0.0,0.8451425057870371,0.0,326.72224378585815,52.59242630004883
orig_LHFLX,28,88.20285094386551,3179.3455992526506,124.3653381721806,0.0,0.8873878761574074,0.0,295.992130279541,55.667959213256836
orig_LHFLX,29,91.69754283202019,3798.3816373348545,149.8798938703501,0.0,0.88623046875,0.0,336.77574920654297,56.27120780944824
orig_LHFLX,30,90.86431613553621,3538.0576282889533,148.55627926663303,0.0,0.8820348668981481,0.0,294.7032718658447,60.643672943115234
orig_LHFLX,31,87.76262543276745,3244.6412800623275,142.88649575190016,0.0,0.8862847222222222,0.0,277.9277648925781,54.82192611694336
orig_LHFLX,32,84.55116500596435,2879.538008157722,137.8460861760627,0.0,0.8841326678240741,0.0,281.4590835571289,54.27816200256348
orig_LHFLX,33,84.28254397412844,3199.877208464971,162.43011286970412,0.0,0.8305844907407407,0.0,379.44737434387207,53.45222282409668
orig_LHFLX,34,86.96197168121826,3824.1481910643874,207.5462986116956,0.0,0.8320493344907407,0.0,413.17892122268677,52.086029052734375
orig_LHFLX,35,86.15667715549591,4179.883295816685,208.6689799292926,0.0,0.8536422164351852,0.0,435.5998959541321,44.73751640319824
orig_LHFLX,36,88.6214647630748,4504.682126154219,205.12166671187072,0.0,0.8362991898148148,0.0,378.4010372161865,42.95340538024902
orig_LHFLX,37,85.87028257461658,3895.9616493751305,164.65039266388956,0.0,0.8140552662037037,0.0,365.4848277568817,47.3350830078125
orig_LHFLX,38,88.31250158502327,3555.511575798512,130.17982375379924,0.0,0.8299153645833334,0.0,433.16787981987,53.51014518737793
orig_LHFLX,39,85.45098551102743,2981.4535718760735,108.11129463358026,0.0,0.8803530092592593,0.0,304.91138076782227,53.321401596069336
orig_LHFLX,40,87.64255046966757,3168.47083267217,123.31419546802067,0.0,0.8903537326388888,0.0,321.83026123046875,55.637550354003906
orig_LHFLX,41,91.84898145903519,3846.2724779276573,146.18551910482324,0.0,0.8885814525462963,0.0,297.6821594238281,56.4708137512207
orig_LHFLX,42,90.51562583635118,3526.1910593929993,146.01122626643752,0.0,0.8797381365740741,0.0,298.00223541259766,59.898813247680664
orig_LHFLX,43,87.11387494180528,3190.8172726614766,136.02896193724212,0.0,0.88818359375,0.0,269.3435592651367,54.05423355102539
orig_LHFLX,44,83.35682246415413,2741.883000297573,122.61241062618015,0.0,0.8895941840277778,0.0,257.51737546920776,52.242916107177734
orig_LHFLX,45,84.87417423987463,3229.8041223283226,168.2099533925182,0.0,0.8449435763888888,0.0,402.21521186828613,50.990474700927734
orig_LHFLX,46,86.71224503865557,3787.2938455725,203.74731997706627,0.0,0.8282335069444444,0.0,399.04774808883667,47.908002853393555
orig_LHFLX,47,87.03861105620497,4331.345474724029,206.67713853805304,0.0,0.8506763599537037,0.0,414.71834802627563,47.83364486694336
orig_LHFLX,48,88.6966194542243,4468.986245518956,202.5856735403272,-6.579099405186112e-17,0.8774594907407407,0.0,462.9936842918396,46.215776443481445
orig_LHFLX,49,87.40592153237648,4010.9943015590843,179.61309065274733,0.0,0.8249421296296297,0.0,359.12198400497437,44.24517059326172
orig_LHFLX,50,85.27694772977966,3135.0431330015276,118.541771989463,0.0,0.8097692418981481,0.0,370.36720991134644,50.05122947692871
orig_LHFLX,51,86.40492727535675,2856.425982961074,102.10293951761552,0.0,0.8322663483796297,0.0,271.83424139022827,57.04303550720215
orig_LHFLX,52,89.75800373011482,3402.753778171068,120.57595094304297,0.0,0.8926685474537037,0.0,262.4506826400757,55.723384857177734
orig_LHFLX,53,90.34142310169253,3497.1841093230996,145.42397615547853,0.0,0.8910771122685185,0.0,303.1968002319336,56.867483139038086
orig_LHFLX,54,92.17620857500127,3748.9345187866757,155.28470647493808,0.0,0.8836443865740741,0.0,344.7811470031738,59.55693054199219
orig_LHFLX,55,87.16516661589716,3090.8035161837365,128.8288741410908,0.0,0.8860857928240741,0.0,263.16407012939453,57.56097984313965
orig_LHFLX,56,86.60498923400795,3132.6014505511394,140.89936483442813,0.0,0.8673321759259259,0.0,287.53679180145264,52.04378700256348
