set,time,ssim_fp,ks_p_value,spatial_rel_error,max_spatial_rel_error,pearson_correlation_coefficient
br_1_SFCO2_FFF,0,0.9886585144152428,6.750502813624473e-23,60.05316840277778,0.1999853512942742,0.9937044071423253
br_1_SFCO2_FFF,1,0.9871691444958238,1.2477137906839127e-24,62.527126736111114,0.19997520369922658,0.9939421136092901
br_1_SFCO2_FFF,2,0.9797545682343686,3.885926581863469e-23,62.28117766203704,0.19999588010573632,0.9945993937999866
br_1_SFCO2_FFF,3,0.9607281818759288,1.4798486532271647e-32,62.557870370370374,0.1999542973159878,0.9946714157022838
br_1_SFCO2_FFF,4,0.9614643417227251,4.599383399637231e-30,62.26128472222222,0.19999435420820344,0.9948753707652369
br_1_SFCO2_FFF,5,0.9658046941026239,3.0710357699860715e-32,62.563295717592595,0.19996726855833163,0.9947353597348566
br_1_SFCO2_FFF,6,0.9667590237548523,9.272128341461819e-30,63.100405092592595,0.1999855038877238,0.994601881440138
br_1_SFCO2_FFF,7,0.9763389712619354,6.0908842343455736e-30,63.23603877314815,0.19999923705981928,0.9945675637836701
br_1_SFCO2_FFF,8,0.9692378131736018,1.4798486532271647e-32,63.52900752314815,0.19998519870076636,0.9948389633941321
br_1_SFCO2_FFF,9,0.9668694977680357,3.9959021525675484e-30,63.50007233796296,0.1999886320406126,0.9951987984630041
br_1_SFCO2_FFF,10,0.9715803221427131,1.4060632551354424e-31,63.70985243055556,0.19999618528454438,0.9952134365297701
br_1_SFCO2_FFF,11,0.9823842262207285,6.938629977886732e-29,63.8671875,0.19999702452506604,0.9940890197658314
br_1_SFCO2_FFF,12,0.9890755552596637,3.6928614845014695e-22,62.98647280092593,0.19997756895115582,0.9937443343756759
br_1_SFCO2_FFF,13,0.9876738648967018,1.2477137906839127e-24,62.49457465277778,0.19999862670662696,0.993975585009341
br_1_SFCO2_FFF,14,0.9789451159054715,3.885926581863469e-23,62.35713252314815,0.1999785608268349,0.9946749520086694
br_1_SFCO2_FFF,15,0.9600767599777836,1.4798486532271647e-32,62.65371817129629,0.19998420684154666,0.9949259878526826
br_1_SFCO2_FFF,16,0.9592207553302173,4.9342187231206246e-30,62.313729745370374,0.1999786371248622,0.9948907089556673
br_1_SFCO2_FFF,17,0.9666714399029105,3.0710357699860715e-32,62.55244502314815,0.19998352016833842,0.9947573823946961
br_1_SFCO2_FFF,18,0.9679432350094295,8.645741638699024e-30,63.10944733796296,0.199994277913174,0.9946410840353459
