set,time,ssim_fp,ks_p_value,spatial_rel_error,max_spatial_rel_error,pearson_correlation_coefficient
zfp_p_6_LWCF,0,0.835128125461569,8.661627971763953e-14,99.07769097222221,139.05979400743286,0.994819702019932
zfp_p_6_LWCF,1,0.8369900914926631,1.098901741135649e-12,98.96195023148148,5833857577.295674,0.9940985855632666
zfp_p_6_LWCF,2,0.8380299374526162,1.7507794549996124e-13,98.89865451388889,347.6508227874409,0.9937557216402876
zfp_p_6_LWCF,3,0.8366623616931825,7.090743172949067e-15,98.8914207175926,1949.389717807208,0.9930151158223689
zfp_p_6_LWCF,4,0.8371324823413464,5.001953763515035e-16,98.87876157407408,144.63024911527106,0.9921253461942614
zfp_p_6_LWCF,5,0.834604667602027,1.9712973864332077e-14,98.90227141203704,247390110259201.16,0.9930709899623521
zfp_p_6_LWCF,6,0.8310928697600135,9.058352821468534e-15,99.03609664351852,115727657.7786742,0.9933268968663544
zfp_p_6_LWCF,7,0.8294828161796997,4.250408958220821e-14,98.95109953703704,118231859834401.0,0.9939267074584558
zfp_p_6_LWCF,8,0.8321150389929666,2.221856423890202e-08,98.92758969907408,26037117.47670271,0.9929573820422819
zfp_p_6_LWCF,9,0.8385120014817058,3.713196981142727e-09,98.90769675925925,3163.1380567225256,0.992685286255307
zfp_p_6_LWCF,10,0.8298777309018391,5.1430597124245436e-14,98.94748263888889,98.26206251569663,0.9928333102315853
zfp_p_6_LWCF,11,0.8214396911954883,3.3633115485220963e-12,98.94386574074075,15.897779214326974,0.9934205825760797
zfp_p_6_LWCF,12,0.831126313320949,7.12682259866873e-11,98.98184317129629,2110.1114477555875,0.9945799667620774
zfp_p_6_LWCF,13,0.8337179242764263,2.4514358149740155e-10,99.01439525462963,221.90757732647026,0.9941577881610676
zfp_p_6_LWCF,14,0.8262987777704498,2.202029754633011e-16,98.95833333333334,239.27565535458018,0.9933315542913297
zfp_p_6_LWCF,15,0.8352071698957073,9.168913467199222e-13,98.87333622685185,2330.807384487867,0.9929006023869784
zfp_p_6_LWCF,16,0.8312513187516464,5.663291721828818e-21,98.85163483796296,18.76031408276824,0.9924793881361683
zfp_p_6_LWCF,17,0.8364324505533172,5.452741153955896e-18,98.85163483796296,1996.9788717405347,0.9933287144590638
zfp_p_6_LWCF,18,0.8431157040120759,2.0134154778368079e-13,98.91673900462963,1036867.1616178587,0.9938077963450453
zfp_p_6_LWCF,19,0.8383986619599509,5.82775049970096e-16,98.88599537037037,40160208153.26384,0.9936332108918728
zfp_p_6_LWCF,20,0.8389279372989912,2.2799725852042054e-11,98.98365162037037,42.773361825933286,0.993317977379027
zfp_p_6_LWCF,21,0.8317811709914035,2.3570962043131378e-12,98.93482349537037,3195455671200.9995,0.9931244990605543
zfp_p_6_LWCF,22,0.8356223660984737,1.7635228704995388e-11,98.99088541666666,793.3889668728154,0.9933453363705935
zfp_p_6_LWCF,23,0.8250317510493009,5.263514457511937e-16,98.98365162037037,93.5206012527751,0.9939380247892737
zfp_p_6_LWCF,24,0.83295707602537,8.001512497767207e-13,99.0577980324074,81.33731308978075,0.9943086359095569
