set,time,mean,variance,ns_con_var,w_e_first_differences,prob_positive,num_zero,range,quantile
orig_WGUSTD,0,1.2940152162258551,0.25302805745042,0.07752974529576993,0.0,0.9982458043981481,97.0,4.4721360206604,1.1832677721977234
orig_WGUSTD,1,1.2808599926422126,0.26378489215167206,0.0718737400947907,0.0,0.9904152199074074,530.0,4.4721360206604,1.1697339415550232
orig_WGUSTD,2,1.333420398530719,0.2728149151711083,0.08088229951644714,0.0,0.9976851851851852,128.0,4.364383697509766,1.2436860799789429
orig_WGUSTD,3,1.3263000925891608,0.2802280737776446,0.08398200301445218,0.0,0.9914279513888888,474.0,4.4721360206604,1.224969744682312
orig_WGUSTD,4,1.2886984852784271,0.257224546632728,0.08300183762632977,0.0,0.9954065393518519,254.0,4.4721360206604,1.1908010840415955
orig_WGUSTD,5,1.290026324028671,0.2533974691949144,0.08059757044900731,0.0,0.9952437789351852,263.0,4.4721360206604,1.2122101783752441
orig_WGUSTD,6,1.2879267427440486,0.2526421603273671,0.08168801496429434,0.0,0.9958224826388888,231.0,4.4721360206604,1.2032517790794373
orig_WGUSTD,7,1.2852462073768534,0.25330597593113036,0.08143632649433498,0.0,0.9953342013888888,258.0,4.4721360206604,1.1954306960105896
orig_WGUSTD,8,1.3190115383757293,0.23644077855309542,0.0773106963646202,0.0,0.9982819733796297,95.0,4.4721360206604,1.2540079951286316
orig_WGUSTD,9,1.338498035876585,0.26018644759271203,0.08148424840154528,0.0,0.9973054108796297,149.0,4.4721360206604,1.2455889582633972
orig_WGUSTD,10,1.327815153090169,0.25778586557831173,0.07674726816146679,0.0,0.9992404513888888,42.0,4.409002780914307,1.2326562404632568
orig_WGUSTD,11,1.3273779557994552,0.2633686741511576,0.08311416594140199,0.0,0.9992947048611112,39.0,4.4721360206604,1.209372103214264
orig_WGUSTD,12,1.3154549497010888,0.2691410953280575,0.07889232724548802,0.0,0.9988064236111112,66.0,4.4721360206604,1.1765594482421875
orig_WGUSTD,13,1.312465055386905,0.27751907713225366,0.0797777035392165,0.0,0.9943395543981481,313.0,4.4721360206604,1.189719021320343
orig_WGUSTD,14,1.3427487060220362,0.2828377686837603,0.08305607079980214,0.0,0.9985713252314815,79.0,4.4721360206604,1.2461525201797485
orig_WGUSTD,15,1.3180071571906407,0.2738280525455603,0.08230336616151736,0.0,0.9883174189814815,646.0,4.4721360206604,1.2404864430427551
orig_WGUSTD,16,1.317120238018563,0.25317068025094946,0.08276410317010575,0.0,0.9975224247685185,137.0,4.4721360206604,1.2169016003608704
orig_WGUSTD,17,1.2737864692408871,0.24849476715858473,0.07961854164865369,0.0,0.9959671585648148,223.0,4.4721360206604,1.195762276649475
orig_WGUSTD,18,1.279231480168209,0.2545504688539432,0.0803402565471795,0.0,0.9951714409722222,267.0,4.4721360206604,1.1925311088562012
orig_WGUSTD,19,1.284295578648028,0.2481536472657347,0.08159967774776622,0.0,0.9943214699074074,314.0,4.4721360206604,1.199194073677063
orig_WGUSTD,20,1.307300462825081,0.24988246912390458,0.08150533421838466,0.0,0.9888780381944444,615.0,4.4721360206604,1.2248520851135254
orig_WGUSTD,21,1.3384800316306764,0.2653802146116314,0.08007302606468804,0.0,0.9927662037037037,400.0,4.257600784301758,1.2491336464881897
orig_WGUSTD,22,1.3182270455950715,0.2529978653485176,0.0809547024428035,0.0,0.9991861979166666,45.0,4.4721360206604,1.2186064720153809
orig_WGUSTD,23,1.3123087728403795,0.2578047862667153,0.07409337053677488,0.0,0.9998191550925926,10.0,4.4721360206604,1.2005386352539062
orig_WGUSTD,24,1.2982323323950093,0.282348172281297,0.0769090880488309,0.0,0.9987702546296297,68.0,4.4721360206604,1.1550129652023315
orig_WGUSTD,25,1.3077648978670628,0.2608528129048936,0.07866254088392641,0.0,0.9976309317129629,131.0,4.4721360206604,1.181841254234314
orig_WGUSTD,26,1.324431680049637,0.27545792791497137,0.07832048876498827,0.0,0.9970703125,162.0,4.4721360206604,1.2178779244422913
orig_WGUSTD,27,1.3371809580966303,0.27764721722616653,0.08592828151606938,0.0,0.9949001736111112,282.0,4.4721360206604,1.26478773355484
orig_WGUSTD,28,1.3088367302284463,0.26860112474840897,0.08275440493975832,0.0,0.9913375289351852,479.0,4.4721360206604,1.2177972197532654
