set,time,ssim_fp,ks_p_value,spatial_rel_error,max_spatial_rel_error,pearson_correlation_coefficient
sz3_ROn0.0001_PRECSL,0,0.9957083122748112,0.0,77.54448784722221,6.038140283596438e+18,0.9999997153677488
sz3_ROn0.0001_PRECSL,1,0.9980244522440431,0.0,73.38686342592592,1.4081237326410702e+25,0.9999997928409663
sz3_ROn0.0001_PRECSL,2,0.9983708388869887,0.0,74.62926793981481,9.288395492098258e+23,0.9999997920108098
sz3_ROn0.0001_PRECSL,3,0.9934476059651068,0.0,85.98994502314815,3.7425652937449523e+25,0.9999990938817277
sz3_ROn0.0001_PRECSL,4,0.9980434729218437,0.0,79.89366319444444,7.573504072494739e+18,0.9999995420145129
sz3_ROn0.0001_PRECSL,5,0.998392999018759,0.0,80.66587094907408,1.2879551209954579e+26,0.9999997388215185
sz3_ROn0.0001_PRECSL,6,0.9988724117044445,0.0,78.26786747685185,3.5851982463698137e+24,0.9999998492296415
sz3_ROn0.0001_PRECSL,7,0.9990328851880849,0.0,72.10828993055556,4.913390800486329e+24,0.9999999081276251
sz3_ROn0.0001_PRECSL,8,0.9989135605056898,0.0,74.58767361111111,2.1657510793352564e+24,0.9999997950093887
sz3_ROn0.0001_PRECSL,9,0.9979555211122032,0.0,71.11002604166666,1.5359197900045994e+26,0.999999805568963
sz3_ROn0.0001_PRECSL,10,0.9985573263348597,0.0,70.4246238425926,2.488373880677958e+24,0.9999998088687398
sz3_ROn0.0001_PRECSL,11,0.9979879563503193,0.0,75.00361689814815,8.383194823147288e+16,0.9999997329309893
sz3_ROn0.0001_PRECSL,12,0.9953657367063412,0.0,82.15784143518519,8.063817625543782e+17,0.9999993681688137
sz3_ROn0.0001_PRECSL,13,0.9968617116331882,0.0,76.42686631944444,7.86078615918678e+17,0.9999996930967745
sz3_ROn0.0001_PRECSL,14,0.9971566340917414,0.0,79.34751157407408,1.0865849326911327e+26,0.9999995806583634
sz3_ROn0.0001_PRECSL,15,0.9989890267780819,0.0,72.33253761574075,4.793236085562994e+18,0.9999998713744314
sz3_ROn0.0001_PRECSL,16,0.9973855476500881,0.0,81.65147569444444,2.8816549814342164e+18,0.9999995511857335
sz3_ROn0.0001_PRECSL,17,0.998265169831906,0.0,74.40321180555556,8.288692613141128e+24,0.9999999091312333
sz3_ROn0.0001_PRECSL,18,0.9975289517599933,0.0,81.12521701388889,2.4462824452642683e+26,0.9999996834200386
sz3_ROn0.0001_PRECSL,19,0.9985785971437838,0.0,75.85358796296296,3.3375627205118993e+25,0.9999998999737197
sz3_ROn0.0001_PRECSL,20,0.9992032676139089,0.0,74.62926793981481,1.1123184079070364e+26,0.9999998311954622
sz3_ROn0.0001_PRECSL,21,0.9972160035241308,0.0,72.80092592592592,4.4905621012820634e+18,0.9999997398890281
sz3_ROn0.0001_PRECSL,22,0.9981645683536337,0.0,72.48444733796296,2.1355960993904307e+17,0.9999997934701341
sz3_ROn0.0001_PRECSL,23,0.9960393458719395,0.0,82.89749710648148,8.88202712905222e+17,0.9999992686963679
sz3_ROn0.0001_PRECSL,24,0.9966616616082311,0.0,77.80128761574075,1.015939077230433e+26,0.9999996746170998
sz3_ROn0.0001_PRECSL,25,0.9966545874628286,0.0,81.06553819444444,1.3059274878732772e+26,0.9999995411082904
sz3_ROn0.0001_PRECSL,26,0.9956236288622395,0.0,82.40379050925925,1.834600458095197e+16,0.9999993363990313
