set,time,ssim_fp,ks_p_value,spatial_rel_error,max_spatial_rel_error,pearson_correlation_coefficient
zfp_p_6_CLDLOW,0,0.7581516026029683,4.2805235773491597e-29,93.53660300925925,160110.34614058645,0.99110017326222
zfp_p_6_CLDLOW,1,0.7441496344679762,1.7924848316490865e-39,93.69032118055556,982596.8623732433,0.9915955218219258
zfp_p_6_CLDLOW,2,0.7488452639198184,5.3158429040252e-26,94.75188078703704,131090.9399551235,0.9903121213698626
zfp_p_6_CLDLOW,3,0.7600549080008459,9.950665223712733e-24,94.90921585648148,1397682.5229204907,0.9903178176329452
zfp_p_6_CLDLOW,4,0.775964858538989,7.186136233365444e-19,95.39388020833334,448868.8770768212,0.9910065063867356
zfp_p_6_CLDLOW,5,0.7702504458072538,2.1036641424365032e-19,94.35583043981481,1960027.7862815894,0.9921383027284789
zfp_p_6_CLDLOW,6,0.7576527235972769,1.2976452990574456e-39,94.61082175925925,1573497.3165992803,0.9930878081764134
zfp_p_6_CLDLOW,7,0.7659598990728028,3.756488379383768e-21,94.29072627314815,232500.99688649955,0.9928237154143905
zfp_p_6_CLDLOW,8,0.7449225454678629,1.748469837030013e-36,94.32508680555556,939000.4191852547,0.9911278721210938
zfp_p_6_CLDLOW,9,0.7465969624677975,1.3999674402021878e-35,94.53848379629629,119038.845273874,0.9917459775301022
zfp_p_6_CLDLOW,10,0.7282272560599599,1.4429886030357036e-38,93.93627025462963,579063.4923484047,0.9912822099249307
zfp_p_6_CLDLOW,11,0.7423343356507482,1.2976452990574456e-39,93.81872106481481,110196424.61238551,0.9914337200208807
zfp_p_6_CLDLOW,12,0.7497141087948357,6.027355385876206e-38,93.84403935185185,852648.8386027218,0.9918252373549267
zfp_p_6_CLDLOW,13,0.7375689598076178,3.0311535349670196e-41,93.92180266203704,64616.73921539751,0.9911731513292845
zfp_p_6_CLDLOW,14,0.7364341006138466,6.38988646194235e-49,94.677734375,636472.8708993609,0.9907152764160073
zfp_p_6_CLDLOW,15,0.7514786244605488,4.9687609511585855e-23,94.89293981481481,2209748.4360777144,0.9903094956204271
zfp_p_6_CLDLOW,16,0.7562221318385707,3.156845453309546e-33,95.32335069444444,17519.622405805458,0.9913322831570837
zfp_p_6_CLDLOW,17,0.7660688870891104,2.3726443074103696e-23,95.04665798611111,730296.1920755673,0.99209568380819
zfp_p_6_CLDLOW,18,0.7624409792148681,7.882135166581947e-27,94.95261863425925,550725.9176415124,0.9925179483097821
zfp_p_6_CLDLOW,19,0.7621656782613608,2.9317676997540825e-33,94.13700810185185,1411935.6417627744,0.9924386542779253
zfp_p_6_CLDLOW,20,0.7553424732781105,6.627496989048481e-34,94.66145833333334,168624.40768368638,0.9919807510448313
zfp_p_6_CLDLOW,21,0.7435166482583406,1.8154184225838296e-27,94.15328414351852,26018.376457914695,0.9924529587197356
zfp_p_6_CLDLOW,22,0.7394083527136975,4.9062115883548614e-40,94.71932870370371,12618099.872228216,0.9920606770408585
zfp_p_6_CLDLOW,23,0.7380836887027552,6.902219406820038e-27,93.91999421296296,406986.151439566,0.9910135995468372
zfp_p_6_CLDLOW,24,0.7569167749902,1.8513443908685011e-34,93.58181423611111,62593.17249047607,0.9914558385815695
zfp_p_6_CLDLOW,25,0.7450130047072615,1.143448414413303e-29,94.33232060185185,684257.5270667424,0.9907188361558504
zfp_p_6_CLDLOW,26,0.7487204679482664,1.201858349711134e-30,94.07552083333334,294404.21910722286,0.990819778917281
zfp_p_6_CLDLOW,27,0.7441449351650601,9.532820929086096e-33,94.52944155092592,1718692.011055408,0.9913093950917377
zfp_p_6_CLDLOW,28,0.7588183626061848,4.696657627066659e-22,95.50419560185185,1383519.3780932028,0.9912841243949321
zfp_p_6_CLDLOW,29,0.7747919074777697,2.688732292421479e-25,95.17686631944444,1129857.755589238,0.992096401435499
zfp_p_6_CLDLOW,30,0.7709912209441568,3.2242436454969295e-20,94.88028067129629,266662.6180556746,0.992514643031482
zfp_p_6_CLDLOW,31,0.7656115570708509,1.825329218726445e-24,94.6144386574074,305268.9198185292,0.992367728165119
zfp_p_6_CLDLOW,32,0.7499774007748768,3.6414553525808965e-34,94.40104166666666,410799.84315337363,0.9913469966579024
zfp_p_6_CLDLOW,33,0.7386729243111508,1.0750959381558422e-59,94.33232060185185,513905.3677207437,0.9917647785759819
zfp_p_6_CLDLOW,34,0.7437145229964456,3.2426849251284845e-35,94.7609230324074,587223.5582810557,0.991726032206287
zfp_p_6_CLDLOW,35,0.7483483607736924,3.5082155383338e-36,93.87116608796296,404160.11084318574,0.9915242492711953
zfp_p_6_CLDLOW,36,0.7540541165683459,2.3478148245737895e-33,94.2039207175926,398646.7889340616,0.9917746618942987
zfp_p_6_CLDLOW,37,0.7494232205595635,2.688732292421479e-25,94.16956018518519,1611513.3265602246,0.9908539916689285
zfp_p_6_CLDLOW,38,0.7419527996226605,1.1511844653878839e-21,94.43721064814815,1077267.4789603974,0.9911318697549549
zfp_p_6_CLDLOW,39,0.7522916177146474,5.857986342393058e-41,94.77719907407408,136224.90435708695,0.9906736767535984
zfp_p_6_CLDLOW,40,0.741149664303478,1.4453202830006814e-23,95.23473668981481,565038.246211798,0.9910346578622321
zfp_p_6_CLDLOW,41,0.7585154747541162,1.5274802906686116e-26,94.54029224537037,149364.27060525696,0.9922877290553729
zfp_p_6_CLDLOW,42,0.7569221545173906,6.601239210103207e-33,94.61986400462963,176215.2012136871,0.9925998027871161
zfp_p_6_CLDLOW,43,0.7716277599736322,3.028198297687098e-29,94.32689525462963,2707813.906454858,0.9928721748248912
zfp_p_6_CLDLOW,44,0.7465686317140212,1.8464663301633278e-41,94.33412905092592,496359.2920080238,0.9916632563565688
zfp_p_6_CLDLOW,45,0.7385711287593201,4.305040212697656e-37,94.27445023148148,2390349.9789830325,0.9914735374096404
zfp_p_6_CLDLOW,46,0.7359764081585781,2.906915903291619e-39,94.36487268518519,90699.65584633201,0.9904782142143193
zfp_p_6_CLDLOW,47,0.7469559062101971,4.230464454213534e-34,93.71383101851852,39432.345443862316,0.991808117660156
zfp_p_6_CLDLOW,48,0.74589725850678,3.19754691235046e-38,94.04116030092592,268639.00260785356,0.9914343417285842
zfp_p_6_CLDLOW,49,0.7541599929241507,4.291512342493165e-45,94.39561631944444,249611.43539386327,0.9918386131664256
zfp_p_6_CLDLOW,50,0.7475040745873225,4.750836737312126e-32,94.94900173611111,204840.16993525604,0.9914291347725812
zfp_p_6_CLDLOW,51,0.7587640652375361,4.6758178219416644e-14,95.10452835648148,56676.6993447544,0.9906981705873137
zfp_p_6_CLDLOW,52,0.7521320213587747,4.2805235773509764e-29,94.8585792824074,117051.2112711082,0.9911069197705376
zfp_p_6_CLDLOW,53,0.7584694212378609,1.4766401772147142e-34,94.71932870370371,1682425.4095640264,0.9923499149649192
zfp_p_6_CLDLOW,54,0.7667765273563173,3.435765140319951e-23,94.08456307870371,680159.5799874192,0.9924761662411826
zfp_p_6_CLDLOW,55,0.7605540128170417,5.117722426260273e-35,94.33774594907408,186401.47498577007,0.9924924746759991
zfp_p_6_CLDLOW,56,0.7547690883319014,1.3693223418826962e-34,94.28168402777779,439483.07127008773,0.9913647069577611
zfp_p_6_CLDLOW,57,0.7481496188375748,2.3269347620750737e-38,94.86038773148148,346135.4296929494,0.9917002952586759
zfp_p_6_CLDLOW,58,0.7305200541616349,1.220449056041266e-41,94.27445023148148,133368.02481219042,0.9911123908255103
zfp_p_6_CLDLOW,59,0.7490778360610176,6.932288282358678e-35,94.16051793981481,48213.895278436736,0.9912880733803334
zfp_p_6_CLDLOW,60,0.7455666921893517,1.2261139224774916e-29,94.23285590277779,1729415.1122201462,0.9908095039503689
