set,time,mean,variance,ns_con_var,w_e_first_differences,prob_positive,num_zero,range,quantile
orig_U10,0,6.187022312197198,10.40357781928887,0.41908458425704814,0.0,1.0,0.0,15.872100174427032,5.986036539077759
orig_U10,1,5.996004261189203,9.48258981491437,0.3664451924002699,0.0,1.0,0.0,14.473920166492462,5.535600185394287
orig_U10,2,6.012678482663791,9.402030611132517,0.33435152379455196,0.0,1.0,0.0,13.475518107414246,5.90178108215332
orig_U10,3,6.063975398035368,9.648677855219601,0.2947315775849808,0.0,1.0,0.0,15.467353105545044,5.6808576583862305
orig_U10,4,5.8783212128517395,8.900323266879957,0.2845318706163742,0.0,1.0,0.0,14.14413195848465,5.66463041305542
orig_U10,5,6.292885874339793,10.76368272932927,0.3215881468922252,0.0,1.0,0.0,16.031813085079193,5.733983516693115
orig_U10,6,6.388752134842458,10.920031189681763,0.33465397037557526,0.0,1.0,0.0,15.444701910018921,6.101296901702881
orig_U10,7,6.386675211926959,10.853541552585924,0.35791190313117793,0.0,1.0,0.0,15.215883314609528,6.300290107727051
orig_U10,8,6.199264779639134,10.059856348116812,0.3247810899275279,0.0,1.0,0.0,15.00581580400467,6.0704803466796875
orig_U10,9,6.191001750478651,9.835792378363468,0.3716728414331679,0.0,1.0,0.0,13.94483768939972,6.16663122177124
orig_U10,10,6.113976613183655,9.551925629597987,0.3673095236848382,0.0,1.0,0.0,14.549898386001587,5.9604270458221436
orig_U10,11,6.118617892043373,9.511286378137063,0.3817948668024954,0.0,1.0,0.0,14.623437821865082,5.792135715484619
orig_U10,12,6.107931478407316,9.211507166781693,0.39478837095483715,0.0,1.0,0.0,14.413642168045044,5.829184293746948
orig_U10,13,6.156892521745645,9.477756639957853,0.37787905216713885,0.0,1.0,0.0,14.925963044166565,5.833019018173218
orig_U10,14,6.004160935096154,9.033026835009645,0.3066640655134732,0.0,1.0,0.0,13.406767785549164,5.769118309020996
orig_U10,15,5.997539190751769,8.997963151555737,0.30131822464578867,0.0,1.0,0.0,13.575353503227234,6.042919397354126
orig_U10,16,6.071273611091035,9.251024762084123,0.29707246368341184,0.0,1.0,0.0,15.087778508663177,5.82111382484436
orig_U10,17,6.122354550917123,9.750052386277673,0.33068848303600024,0.0,1.0,0.0,14.962570190429688,5.644853591918945
orig_U10,18,6.353659910904571,10.50538617286798,0.35139064692922045,0.0,1.0,0.0,14.28449010848999,5.854126930236816
orig_U10,19,6.327296710380616,11.044850807806611,0.34930441639270055,0.0,1.0,0.0,15.465129256248474,5.779261112213135
orig_U10,20,6.234845680525908,10.228707716797913,0.3341606618547054,0.0,1.0,0.0,14.417828798294067,6.003256797790527
orig_U10,21,6.173560533662165,9.895732555162114,0.3527692766837349,0.0,1.0,0.0,14.175500750541687,5.919842958450317
orig_U10,22,6.053280494178686,9.4442041303763,0.36246682199988006,0.0,1.0,0.0,14.03585946559906,5.638957738876343
orig_U10,23,6.113492012680311,9.273846585734862,0.36122007891405133,0.0,1.0,0.0,14.523817718029022,6.039099931716919
orig_U10,24,6.164393584865914,9.709043499225478,0.3887225036766199,0.0,1.0,0.0,15.934806287288666,5.859499216079712
orig_U10,25,6.123732394112779,9.193506542286979,0.35212572846004797,0.0,1.0,0.0,13.171794533729553,5.699212074279785
orig_U10,26,6.134219325727971,9.35673943152201,0.3491028137524261,0.0,1.0,0.0,14.618790745735168,5.783241510391235
orig_U10,27,6.014151647337275,9.696829705286522,0.3058525763993881,0.0,1.0,0.0,14.295838057994843,6.110047817230225
orig_U10,28,6.009158245099853,9.17846390095956,0.2842620430735844,0.0,1.0,0.0,15.540926456451416,5.851715564727783
orig_U10,29,6.233358937848415,9.475249893077194,0.31823867064236866,0.0,1.0,0.0,13.496588706970215,5.893370151519775
orig_U10,30,6.2368626604850155,9.73440124740631,0.3184691870084132,0.0,1.0,0.0,14.135572910308838,5.846888065338135
orig_U10,31,6.314266852624893,10.825846096384204,0.3466333568462842,0.0,1.0,0.0,14.946786046028137,5.80067777633667
orig_U10,32,6.208471666287407,10.175201360924323,0.35221598041548086,0.0,1.0,0.0,14.669299185276031,5.981070518493652
orig_U10,33,6.1127460811055885,9.636502855645098,0.3588380329418393,0.0,1.0,0.0,14.15711224079132,5.9886863231658936
orig_U10,34,6.04948409767567,8.943916940670618,0.3701396265830549,0.0,1.0,0.0,13.966917932033539,5.732239484786987
orig_U10,35,6.041085566138698,9.166473126594404,0.3789394550646376,0.0,1.0,0.0,14.598592042922974,5.807225704193115
orig_U10,36,6.235608814010905,9.4185990090436,0.3831294488417393,0.0,1.0,0.0,15.317901909351349,6.029068470001221
orig_U10,37,6.068340365306497,8.81137566252892,0.3560901125545089,0.0,1.0,0.0,14.934429407119751,5.9108381271362305
orig_U10,38,6.190614759361305,9.384892592143249,0.3382820178796433,0.0,1.0,0.0,13.16181468963623,5.76477313041687
orig_U10,39,5.953747726362352,9.036932306628414,0.2843028835381166,0.0,1.0,0.0,13.77098798751831,5.975215435028076
orig_U10,40,5.902444861268301,8.894830511488433,0.26890515100372236,0.0,1.0,0.0,13.527717053890228,5.673216342926025
orig_U10,41,6.251997095641795,9.818006473265289,0.3113618708733896,0.0,1.0,0.0,15.2319096326828,5.947786092758179
orig_U10,42,6.305376004693592,10.484232628668963,0.33073827703672465,0.0,1.0,0.0,14.929359138011932,5.834015369415283
orig_U10,43,6.265711942668364,10.067670345348509,0.33707836559129456,0.0,1.0,0.0,14.918254137039185,5.952622175216675
orig_U10,44,6.0408282441580194,9.501821125675612,0.31374854229343413,0.0,1.0,0.0,14.294003129005432,5.7999913692474365
orig_U10,45,6.2014140562611955,9.829277131139149,0.36655263615418493,0.0,1.0,0.0,14.459059476852417,6.119488477706909
orig_U10,46,6.090028827599397,9.289683541230037,0.35432875671010045,0.0,1.0,0.0,16.248475968837738,5.782325983047485
orig_U10,47,6.060987199059035,9.393258332659702,0.3624240150073799,0.0,1.0,0.0,13.01168167591095,5.5010106563568115
orig_U10,48,6.21627846006733,9.779471776483854,0.40252271150144375,0.0,1.0,0.0,16.09181648492813,5.7627341747283936
orig_U10,49,6.1100229792459615,8.926514182102203,0.3676724765645818,0.0,1.0,0.0,15.21406215429306,5.7595062255859375
orig_U10,50,5.993477568844163,9.086092971967254,0.3148128802340456,0.0,1.0,0.0,13.380864322185516,5.780425548553467
orig_U10,51,5.948371033951496,9.29078237735303,0.28184397010549544,0.0,1.0,0.0,14.268827319145203,5.881999731063843
orig_U10,52,6.04714634976048,9.814011465156325,0.29627256895881066,0.0,1.0,0.0,14.731160819530487,6.195812702178955
orig_U10,53,6.117407568895553,10.06650323280194,0.30856368872904877,0.0,1.0,0.0,13.973349750041962,5.743248224258423
orig_U10,54,6.436906703081512,10.669723230358514,0.3497130072486684,0.0,1.0,0.0,15.588857650756836,6.0287206172943115
orig_U10,55,6.22575512283624,10.46190898894605,0.3352642203725406,0.0,1.0,0.0,17.584950864315033,5.809221029281616
orig_U10,56,6.350490187382084,10.205934832617425,0.36130957832487975,0.0,1.0,0.0,15.013713717460632,6.2574803829193115
orig_U10,57,6.19595637411425,9.873709106313818,0.3494332358804413,0.0,1.0,0.0,14.043163418769836,5.996521234512329
orig_U10,58,6.09426818384909,9.476677358376605,0.34915152736248384,0.0,1.0,0.0,15.887803614139557,5.916134595870972
orig_U10,59,6.159777825457298,9.482005318900315,0.3832297625916052,0.0,1.0,0.0,15.051005125045776,5.802738189697266
orig_U10,60,6.08191981362471,9.297763593863369,0.3901448464716703,0.0,1.0,0.0,14.151062428951263,5.792031764984131
orig_U10,61,6.176702769025138,9.584869402576556,0.3714515903961591,0.0,1.0,0.0,13.252701938152313,6.087065935134888
orig_U10,62,6.216993882541437,9.362609820092558,0.3268346810458994,0.0,1.0,0.0,13.460333108901978,6.031801700592041
orig_U10,63,6.095049557782764,9.523989559288024,0.2831764888536716,0.0,1.0,0.0,13.986929178237915,6.055426597595215
orig_U10,64,6.04417678496707,9.232805940026827,0.28803938678362834,0.0,1.0,0.0,13.516546130180359,5.957156658172607
orig_U10,65,6.200015903722381,10.030851248193708,0.3392052807809277,0.0,1.0,0.0,14.59467899799347,5.990897178649902
orig_U10,66,6.38751783643625,10.388965620195403,0.3460341335293987,0.0,1.0,0.0,15.159283697605133,5.9957780838012695
orig_U10,67,6.248242393951891,10.455098615785698,0.32894219294765564,0.0,1.0,0.0,15.032076597213745,5.824605941772461
orig_U10,68,6.30019834767709,10.317925956684642,0.35250316967533774,0.0,1.0,0.0,15.324932277202606,6.0816614627838135
orig_U10,69,6.10963260377164,9.724754691735999,0.33983740224985703,0.0,1.0,0.0,15.446844220161438,6.017119884490967
orig_U10,70,6.071411144484895,9.486417705637473,0.3630556822589461,0.0,1.0,0.0,13.957391440868378,5.78761625289917
