index,set,time,mean,variance,ns_con_var,w_e_first_differences,prob_positive,num_zero,range,quantile,levels,algs,ratios,variable
2673,orig_FSNTC,73,294.20299026954365,15354.549828283858,100.7670280973573,0.0,0.953125,2592.0,419.5943908691406,279.83575439453125,16,zfp,2.47,BURDENDUST
2674,orig_FSNTC,74,289.79980986592744,11100.857756802629,94.49224642792676,0.0,1.0,0.0,392.81566047668457,256.3365783691406,16,zfp,2.47,BURDENDUST
2675,orig_FSNTC,75,282.63337723520976,11849.37208097902,99.78885053727556,0.0,0.9739583333333334,1440.0,398.9386596679688,256.69677734375,16,zfp,2.47,BURDENDUST
2676,orig_FSNTC,76,277.0287268513628,15740.523009725895,128.79008030143166,0.0,0.9162688078703703,4630.0,417.0511169433594,242.18418884277344,16,zfp,2.47,BURDENDUST
2677,orig_FSNTC,77,276.39591953872446,18819.26407798934,105.8813203244452,0.0,0.875,6912.0,436.16302490234375,251.16458129882807,16,zfp,2.47,BURDENDUST
2678,orig_FSNTC,78,279.2568593271032,17180.47427145812,65.61345921416401,0.0,0.8958333333333334,5760.0,425.292236328125,277.8083801269531,16,zfp,2.47,BURDENDUST
2679,orig_FSNTC,79,282.9415585160327,12250.57633266034,51.312007749028496,0.0,0.9479166666666666,2880.0,401.4909362792969,272.21632385253906,18,zfp,2.04,BURDENDUST
2680,orig_FSNTC,80,286.59329228809287,9807.47094678703,48.86674571485637,0.0,1.0,0.0,388.9251687526703,256.01295471191406,16,zfp,2.47,BURDENDUST
2681,orig_FSNTC,81,288.2559595396602,12634.370518385176,67.13144726583234,0.0,0.979293258101852,1145.0,403.2442932128906,261.4474334716797,16,zfp,2.47,BURDENDUST
2682,orig_FSNTC,82,289.70546143437514,18792.42899183095,104.42166198510506,0.0,0.9167209201388888,4605.0,435.4304504394531,226.14862060546875,16,zfp,2.47,BURDENDUST
2683,orig_FSNTC,83,292.27938057064864,23152.24174487994,116.85716433892549,0.0,0.8751265914351852,6905.0,462.5852355957031,233.84453582763672,16,zfp,2.47,BURDENDUST
2684,orig_FSNTC,84,295.0374255553823,21414.78245424621,107.78713316284372,0.0,0.9010416666666666,5472.0,450.7281799316406,250.6980209350586,16,zfp,2.47,BURDENDUST
2685,orig_FSNTC,85,294.4792439372699,15320.956320406567,101.07348231891632,0.0,0.953125,2592.0,419.1162109375,279.2762145996094,16,zfp,2.47,BURDENDUST
2686,orig_FSNTC,86,290.10853364048467,11114.79327139361,100.45954032629092,0.0,1.0,0.0,393.07368421554565,257.6612091064453,16,zfp,2.47,BURDENDUST
2687,orig_FSNTC,87,283.10149541703635,11765.294088990464,105.76853030250264,0.0,0.9739583333333334,1440.0,398.8062438964844,256.4958953857422,16,zfp,2.47,BURDENDUST
