set,time,ssim_fp,ks_p_value,spatial_rel_error,max_spatial_rel_error,pearson_correlation_coefficient
zfp_p_6_FSNTOA,0,0.6214836587669629,4.6211698896860295e-92,88.70985243055556,1.0,0.996588587319791
zfp_p_6_FSNTOA,1,0.6276777795617322,8.14858651940575e-93,93.93627025462963,10.198545067362904,0.9963663722060334
zfp_p_6_FSNTOA,2,0.6343720069252013,2.514744884166465e-70,98.36335358796296,0.5769847715469825,0.9960140296264637
zfp_p_6_FSNTOA,3,0.6254711964265944,8.14858651940575e-93,95.97981770833334,3.2483364675225297,0.9956421980370925
zfp_p_6_FSNTOA,4,0.6282138149069252,5.2082052519697115e-160,90.33926504629629,349.67648429137563,0.9955354586287203
zfp_p_6_FSNTOA,5,0.6652626045608208,4.6211698896860295e-92,86.03334780092592,10.398316089024329,0.995910014747663
zfp_p_6_FSNTOA,6,0.6484734111636169,4.508948617485218e-108,88.15646701388889,11.74763881460714,0.9957851130809111
zfp_p_6_FSNTOA,7,0.6281800618922606,5.698599584626988e-96,94.28530092592592,0.8315039404892877,0.9952414697317118
zfp_p_6_FSNTOA,8,0.6372669829191988,5.636557207336386e-114,98.33622685185185,0.4191100332304808,0.9956201746575825
zfp_p_6_FSNTOA,9,0.6298982488601595,1.3467020963890017e-108,96.26736111111111,0.46693346022295157,0.9962938538388825
zfp_p_6_FSNTOA,10,0.631921283557219,1.5383379136708007e-77,89.96129918981481,3.8573540921571263,0.9967101435999002
zfp_p_6_FSNTOA,11,0.6449636815857958,3.0367107230149994e-77,86.17983217592592,7.411025226679258,0.9968641137141839
zfp_p_6_FSNTOA,12,0.6286131714671912,2.0721279483053465e-105,88.74240451388889,1.0,0.996555061654756
zfp_p_6_FSNTOA,13,0.6195992487647669,2.0121467725989813e-101,93.93446180555556,10.38978108399309,0.9961985202730084
zfp_p_6_FSNTOA,14,0.6415232979478698,1.6934047123186976e-88,98.24037905092592,0.5482547333566445,0.9958839301923574
zfp_p_6_FSNTOA,15,0.6298744266671601,2.6603956580232197e-93,96.08109085648148,3.3487658952998967,0.9955357456766274
zfp_p_6_FSNTOA,16,0.6306431362577372,8.198059168461784e-147,90.16565393518519,343.92804300853425,0.9954610244034828
zfp_p_6_FSNTOA,17,0.6618854122060147,3.608064577220547e-92,86.10026041666666,10.174272640183954,0.9958618755970639
zfp_p_6_FSNTOA,18,0.6562975094413733,2.0029427665981335e-129,88.11487268518519,8.382475350354493,0.9956527691356012
zfp_p_6_FSNTOA,19,0.634312939705345,9.03553439280586e-84,94.37572337962963,1.4484106896182702,0.9951925541258793
zfp_p_6_FSNTOA,20,0.6398162414687303,2.6603956580232197e-93,98.34888599537037,0.34373235841355587,0.9956825381359862
zfp_p_6_FSNTOA,21,0.6307336332320994,5.322585026514379e-68,96.35778356481481,2.1889494674989467,0.9961767268997958
zfp_p_6_FSNTOA,22,0.634588892735862,1.707933347103715e-67,90.14937789351852,3.5581959987170304,0.9966490690213569
zfp_p_6_FSNTOA,23,0.6454642416258648,3.234747721752957e-73,86.11653645833334,1.0,0.996901772289051
zfp_p_6_FSNTOA,24,0.6194455532107952,1.3491147655143356e-82,88.66464120370371,2.6480744977319333,0.9966400151137028
zfp_p_6_FSNTOA,25,0.6257679618366039,2.1437255673434686e-89,93.99775752314815,10.16950167471602,0.9962445664290399
zfp_p_6_FSNTOA,26,0.639733808828275,5.672243990892703e-80,98.26931423611111,0.547190973821268,0.9958252010118731
zfp_p_6_FSNTOA,27,0.6180522357792917,1.219651882711405e-105,96.2257667824074,3.4794650560573275,0.9953938524781589
zfp_p_6_FSNTOA,28,0.6312103492599004,2.5996105906105256e-148,90.25788483796296,367.2794589427022,0.9955386429675194
zfp_p_6_FSNTOA,29,0.6619532530268118,2.03489987652583e-85,86.14004629629629,10.234917164720974,0.9958436476390999
zfp_p_6_FSNTOA,30,0.6393996288605006,8.3004627623812e-170,88.16550925925925,12.120338649953785,0.9957856776559947
zfp_p_6_FSNTOA,31,0.6446997070062902,1.8651106763618885e-86,94.42274305555556,0.8292064334910297,0.9951468834764121
zfp_p_6_FSNTOA,32,0.6379246067066409,1.2352237768057027e-103,98.27473958333334,0.571568292672214,0.9955174283880516
zfp_p_6_FSNTOA,33,0.6260254439252181,1.43943020291123e-97,96.29991319444444,2.540794292788474,0.9962458921986345
zfp_p_6_FSNTOA,34,0.6193571147109848,2.110227511733968e-67,90.07884837962963,3.6464994552322705,0.9966906401617533
zfp_p_6_FSNTOA,35,0.643866676419841,1.3733184364213122e-77,86.09483506944444,3.3698381695541797,0.9968329100370048
zfp_p_6_FSNTOA,36,0.6246691172993238,6.341552174157419e-84,88.51815682870371,1.0,0.9966888245436583
zfp_p_6_FSNTOA,37,0.6274203862872016,9.686837243064137e-97,94.11530671296296,10.281489622009742,0.9962311097304288
zfp_p_6_FSNTOA,38,0.6471309336769242,6.888616641259351e-74,98.35250289351852,0.5389589383325879,0.995868651898338
zfp_p_6_FSNTOA,39,0.6256640182674967,1.4647479889852188e-70,96.08832465277779,3.9417349525145706,0.9956590247473964
zfp_p_6_FSNTOA,40,0.6118852427176934,2.55637021081131e-126,90.2976707175926,365.54315867381666,0.9956382896775829
zfp_p_6_FSNTOA,41,0.6551017276116703,2.493281474633341e-81,85.83080150462963,10.484146678747111,0.9958059889558993
zfp_p_6_FSNTOA,42,0.6375871178675453,1.0690089656608284e-147,88.17274305555556,12.593449823188692,0.9957497544171751
zfp_p_6_FSNTOA,43,0.6267725276568387,2.8004967905348097e-81,94.27445023148148,0.8266977227400897,0.9952772925903505
zfp_p_6_FSNTOA,44,0.6319754872462875,3.8503544874386696e-101,98.38686342592592,0.5251691542472544,0.9956829615308812
zfp_p_6_FSNTOA,45,0.6244546185985232,6.67679467994817e-83,96.28725405092592,0.6357390990189812,0.9962033176559578
zfp_p_6_FSNTOA,46,0.6199940060636376,9.984821137297783e-76,90.23256655092592,3.239986264122316,0.9965379848338015
zfp_p_6_FSNTOA,47,0.6396925531191088,9.999212691586278e-79,86.17259837962963,2.870375723622741,0.9968963652932976
zfp_p_6_FSNTOA,48,0.6282736258085188,4.2580309727382923e-91,88.70081018518519,1.0,0.9966304581908858
zfp_p_6_FSNTOA,49,0.6233482451112505,2.1089833808966536e-97,93.97424768518519,10.176030097231878,0.9962759678181503
zfp_p_6_FSNTOA,50,0.6336846723894692,5.279767802576161e-83,98.4519675925926,0.5151107543645423,0.9959565480692872
zfp_p_6_FSNTOA,51,0.6209664178286607,8.174941493216887e-89,96.04130497685185,3.33354264057181,0.9957293417944494
zfp_p_6_FSNTOA,52,0.6341462271032693,9.097389779664423e-131,90.2687355324074,358.7956898578353,0.9954348560078677
zfp_p_6_FSNTOA,53,0.6484953242122388,2.9369228178152886e-107,86.15451388888889,11.237895744999921,0.9959537316308792
zfp_p_6_FSNTOA,54,0.6514083379403434,2.4490373485480357e-146,88.22157118055556,12.431778036118114,0.9957393932787113
zfp_p_6_FSNTOA,55,0.6384651403874986,4.6365240919706927e-94,94.41731770833334,0.8327650388316634,0.9952325839148574
zfp_p_6_FSNTOA,56,0.6439240870459451,2.3050251685328293e-108,98.32899305555556,0.33093944452672136,0.9956509245769353
zfp_p_6_FSNTOA,57,0.6252615298830417,9.499357806952921e-71,96.15162037037037,0.4126705944682873,0.9963611677719159
zfp_p_6_FSNTOA,58,0.6310648404083083,1.4940757828002214e-73,90.00108506944444,3.656711161558643,0.996631502972005
zfp_p_6_FSNTOA,59,0.6400044767964009,8.706262360029422e-69,86.13462094907408,1.0,0.9969851616698796
zfp_p_6_FSNTOA,60,0.6235786556852908,4.4260545970308774e-96,88.72612847222221,1.0,0.9967245784281384
