set,time,mean,variance,ns_con_var,w_e_first_differences,prob_positive,num_zero,range,quantile
orig_SWCF,0,-52.869914373889166,1766.737536893102,70.31600160684013,-8.22387425648264e-18,0.0006872106481481482,5493.0,236.01991482404992,-29.07486057281494
orig_SWCF,1,-52.05406071990656,1375.0423040116734,63.80754666414136,0.0,0.0008318865740740741,2605.0,200.17027068138123,-35.53574752807617
orig_SWCF,2,-49.15775998758799,959.1083796076638,54.2069738556028,0.0,0.0031105324074074073,0.0,190.9030112028122,-38.719614028930664
orig_SWCF,3,-47.71338494264632,925.5687867331832,62.311845608158485,0.0,0.008499710648148149,1494.0,198.79998743534088,-35.58869743347168
orig_SWCF,4,-46.23205835175284,1170.9303440303327,74.45053105713157,0.0,0.001247829861111111,4674.0,217.09509080648422,-29.64096164703369
orig_SWCF,5,-47.64931915634138,1538.238219766562,76.9756933472326,0.0,3.616898148148148e-05,6938.0,237.75564880997263,-27.0886173248291
orig_SWCF,6,-50.47742641600764,1505.7310484118912,74.86510365469384,0.0,0.0002712673611111111,5781.0,223.56636277982034,-32.20495414733887
orig_SWCF,7,-51.62948776208453,1325.6513227396758,74.5100677586269,0.0,0.0005425347222222222,2971.0,215.44162079994567,-37.93642616271973
orig_SWCF,8,-51.10553120673663,936.8244994572442,67.65958837822907,0.0,1.808449074074074e-05,16.0,217.02375793457395,-43.097917556762695
orig_SWCF,9,-50.3116805147849,1047.189419579827,65.42624859952544,0.0,0.00012659143518518518,1145.0,202.27215936779976,-35.0511360168457
orig_SWCF,10,-50.75729724972913,1401.3660357120232,66.56349140530223,0.0,0.00012659143518518518,4605.0,231.23419477045536,-29.49042797088623
orig_SWCF,11,-52.53444680419529,1758.2487370645474,69.28021586398776,0.0,0.00012659143518518518,6905.0,236.65829662022634,-28.264824867248535
orig_SWCF,12,-52.47070242189613,1714.7521209934166,66.85894561363399,0.0,0.0003436053240740741,5478.0,234.39600285189226,-30.537184715270996
