variable,level,size
soa_a1_SRF,sz3_ROn5e-05,14591869
soa_a1_SRF,sz3_ROn1e-05,24390247
soa_a1_SRF,sz3_ROn5e-06,30077144
soa_a1_SRF,sz3_ROn1e-06,45091407
SHFLX,orig,63424759
SHFLX,sz3_ROn0.1,1167147
SHFLX,sz3_ROn0.05,1739437
SHFLX,sz3_ROn0.01,4131754
SHFLX,sz3_ROn0.005,5799171
SHFLX,sz3_ROn0.001,11542567
SHFLX,sz3_ROn0.0005,14687555
SHFLX,sz3_ROn0.0001,24054341
SHFLX,sz3_ROn5e-05,29467017
SHFLX,sz3_ROn1e-05,46537111
SHFLX,sz3_ROn5e-06,56623762
SHFLX,sz3_ROn1e-06,81291412
dst_a3_SRF,orig,63048593
dst_a3_SRF,sz3_ROn0.1,593561
dst_a3_SRF,sz3_ROn0.05,662796
dst_a3_SRF,sz3_ROn0.01,914120
dst_a3_SRF,sz3_ROn0.005,1084837
dst_a3_SRF,sz3_ROn0.001,1813783
dst_a3_SRF,sz3_ROn0.0005,2294892
dst_a3_SRF,sz3_ROn0.0001,4000964
dst_a3_SRF,sz3_ROn5e-05,5058788
dst_a3_SRF,sz3_ROn1e-05,8451871
dst_a3_SRF,sz3_ROn5e-06,10356724
dst_a3_SRF,sz3_ROn1e-06,15898061
pom_a1_SRF,orig,63013634
pom_a1_SRF,sz3_ROn0.1,595750
pom_a1_SRF,sz3_ROn0.05,677009
pom_a1_SRF,sz3_ROn0.01,1081239
pom_a1_SRF,sz3_ROn0.005,1410636
pom_a1_SRF,sz3_ROn0.001,2793963
pom_a1_SRF,sz3_ROn0.0005,3746315
pom_a1_SRF,sz3_ROn0.0001,7021360
pom_a1_SRF,sz3_ROn5e-05,9007001
pom_a1_SRF,sz3_ROn1e-05,15406745
pom_a1_SRF,sz3_ROn5e-06,19128545
pom_a1_SRF,sz3_ROn1e-06,30154429
bc_a1_SRF,orig,63016675
bc_a1_SRF,sz3_ROn0.1,632286
bc_a1_SRF,sz3_ROn0.05,742544
bc_a1_SRF,sz3_ROn0.01,1268138
bc_a1_SRF,sz3_ROn0.005,1663549
bc_a1_SRF,sz3_ROn0.001,3369969
bc_a1_SRF,sz3_ROn0.0005,4478682
bc_a1_SRF,sz3_ROn0.0001,8295958
bc_a1_SRF,sz3_ROn5e-05,10589663
bc_a1_SRF,sz3_ROn1e-05,17881780
bc_a1_SRF,sz3_ROn5e-06,22025834
bc_a1_SRF,sz3_ROn1e-06,34144102
TGCLDIWP,orig,62922927
TGCLDIWP,sz3_ROn0.1,857089
TGCLDIWP,sz3_ROn0.05,1211615
TGCLDIWP,sz3_ROn0.01,3299448
TGCLDIWP,sz3_ROn0.005,5003742
TGCLDIWP,sz3_ROn0.001,10223818
TGCLDIWP,sz3_ROn0.0005,13057626
TGCLDIWP,sz3_ROn0.0001,21332668
TGCLDIWP,sz3_ROn5e-05,25996923
TGCLDIWP,sz3_ROn1e-05,40409420
TGCLDIWP,sz3_ROn5e-06,48456013
TGCLDIWP,sz3_ROn1e-06,74207311
dst_a1_SRF,orig,62929369
dst_a1_SRF,sz3_ROn0.1,596248
dst_a1_SRF,sz3_ROn0.05,667907
dst_a1_SRF,sz3_ROn0.01,943531
dst_a1_SRF,sz3_ROn0.005,1134560
dst_a1_SRF,sz3_ROn0.001,1982346
dst_a1_SRF,sz3_ROn0.0005,2550676
dst_a1_SRF,sz3_ROn0.0001,4589808
dst_a1_SRF,sz3_ROn5e-05,5843556
dst_a1_SRF,sz3_ROn1e-05,9958030
dst_a1_SRF,sz3_ROn5e-06,12345527
dst_a1_SRF,sz3_ROn1e-06,19360702
LHFLX,orig,62441290
LHFLX,sz3_ROn0.1,1134565
LHFLX,sz3_ROn0.05,1719576
LHFLX,sz3_ROn0.01,4283763
LHFLX,sz3_ROn0.005,6128145
LHFLX,sz3_ROn0.001,11791333
LHFLX,sz3_ROn0.0005,14856333
LHFLX,sz3_ROn0.0001,23806050
LHFLX,sz3_ROn5e-05,29104392
LHFLX,sz3_ROn1e-05,45876876
LHFLX,sz3_ROn5e-06,55824900
LHFLX,sz3_ROn1e-06,80930478
QFLX,orig,62253056
QFLX,sz3_ROn0.1,1135960
QFLX,sz3_ROn0.05,1718995
QFLX,sz3_ROn0.01,4277010
QFLX,sz3_ROn0.005,6117066
QFLX,sz3_ROn0.001,11748317
QFLX,sz3_ROn0.0005,14831943
QFLX,sz3_ROn0.0001,23760549
QFLX,sz3_ROn5e-05,29045750
QFLX,sz3_ROn1e-05,45780669
QFLX,sz3_ROn5e-06,55699301
QFLX,sz3_ROn1e-06,80755243
LWCF,orig,62013078
LWCF,sz3_ROn0.1,849629
LWCF,sz3_ROn0.05,1260122
LWCF,sz3_ROn0.01,3885086
LWCF,sz3_ROn0.005,5838330
LWCF,sz3_ROn0.001,11307956
LWCF,sz3_ROn0.0005,14098619
LWCF,sz3_ROn0.0001,21952645
LWCF,sz3_ROn5e-05,26924142
LWCF,sz3_ROn1e-05,42817952
LWCF,sz3_ROn5e-06,51520195
LWCF,sz3_ROn1e-06,82665765
so4_a2_SRF,orig,61738075
so4_a2_SRF,sz3_ROn0.1,626509
so4_a2_SRF,sz3_ROn0.05,742707
so4_a2_SRF,sz3_ROn0.01,1301967
so4_a2_SRF,sz3_ROn0.005,1851036
so4_a2_SRF,sz3_ROn0.001,4534021
so4_a2_SRF,sz3_ROn0.0005,6472679
so4_a2_SRF,sz3_ROn0.0001,12452430
so4_a2_SRF,sz3_ROn5e-05,15585754
so4_a2_SRF,sz3_ROn1e-05,24882720
so4_a2_SRF,sz3_ROn5e-06,30244564
so4_a2_SRF,sz3_ROn1e-06,46007591
WGUSTD,orig,61721018
WGUSTD,sz3_ROn0.1,2190944
WGUSTD,sz3_ROn0.05,3782679
WGUSTD,sz3_ROn0.01,9174201
WGUSTD,sz3_ROn0.005,11812301
WGUSTD,sz3_ROn0.001,18795441
WGUSTD,sz3_ROn0.0005,22406214
WGUSTD,sz3_ROn0.0001,33650007
WGUSTD,sz3_ROn5e-05,41113261
WGUSTD,sz3_ROn1e-05,69646782
WGUSTD,sz3_ROn5e-06,89275974
WGUSTD,sz3_ROn1e-06,128329414
so4_a3_SRF,orig,61540905
so4_a3_SRF,sz3_ROn0.1,589044
so4_a3_SRF,sz3_ROn0.05,661333
so4_a3_SRF,sz3_ROn0.01,1040047
so4_a3_SRF,sz3_ROn0.005,1382857
so4_a3_SRF,sz3_ROn0.001,2979230
so4_a3_SRF,sz3_ROn0.0005,4170765
so4_a3_SRF,sz3_ROn0.0001,8430969
so4_a3_SRF,sz3_ROn5e-05,10915581
so4_a3_SRF,sz3_ROn1e-05,18312521
so4_a3_SRF,sz3_ROn5e-06,22423189
so4_a3_SRF,sz3_ROn1e-06,34979917
CLDMED,orig,61495590
CLDMED,sz3_ROn0.1,1115822
CLDMED,sz3_ROn0.05,1900513
CLDMED,sz3_ROn0.01,5729027
CLDMED,sz3_ROn0.005,7821353
CLDMED,sz3_ROn0.001,13951342
CLDMED,sz3_ROn0.0005,16949032
CLDMED,sz3_ROn0.0001,25988937
CLDMED,sz3_ROn5e-05,32539869
CLDMED,sz3_ROn1e-05,50605402
CLDMED,sz3_ROn5e-06,62654072
CLDMED,sz3_ROn1e-06,101296044
so4_a1_SRF,orig,61405607
so4_a1_SRF,sz3_ROn0.1,676582
so4_a1_SRF,sz3_ROn0.05,836221
so4_a1_SRF,sz3_ROn0.01,1670702
so4_a1_SRF,sz3_ROn0.005,2383610
so4_a1_SRF,sz3_ROn0.001,5517393
so4_a1_SRF,sz3_ROn0.0005,7604034
so4_a1_SRF,sz3_ROn0.0001,14009860
so4_a1_SRF,sz3_ROn5e-05,17473186
so4_a1_SRF,sz3_ROn1e-05,28125846
so4_a1_SRF,sz3_ROn5e-06,34120010
so4_a1_SRF,sz3_ROn1e-06,51183043
PBLH,orig,60816406
PBLH,sz3_ROn0.1,1286012
PBLH,sz3_ROn0.05,2028365
PBLH,sz3_ROn0.01,5671568
PBLH,sz3_ROn0.005,8078964
PBLH,sz3_ROn0.001,14676213
PBLH,sz3_ROn0.0005,18032223
PBLH,sz3_ROn0.0001,27978773
PBLH,sz3_ROn5e-05,33921075
PBLH,sz3_ROn1e-05,52716922
PBLH,sz3_ROn5e-06,64721223
PBLH,sz3_ROn1e-06,99423178
CLDHGH,orig,60129196
CLDHGH,sz3_ROn0.1,998241
CLDHGH,sz3_ROn0.05,1739186
CLDHGH,sz3_ROn0.01,5449968
CLDHGH,sz3_ROn0.005,7415300
CLDHGH,sz3_ROn0.001,13340004
CLDHGH,sz3_ROn0.0005,16246505
CLDHGH,sz3_ROn0.0001,24613564
CLDHGH,sz3_ROn5e-05,31319723
CLDHGH,sz3_ROn1e-05,49176259
CLDHGH,sz3_ROn5e-06,61067328
CLDHGH,sz3_ROn1e-06,100436716
BURDENSEASALT,orig,59628380
BURDENSEASALT,sz3_ROn0.1,780850
BURDENSEASALT,sz3_ROn0.05,1060498
BURDENSEASALT,sz3_ROn0.01,2759931
BURDENSEASALT,sz3_ROn0.005,4061648
BURDENSEASALT,sz3_ROn0.001,8133387
BURDENSEASALT,sz3_ROn0.0005,10456939
BURDENSEASALT,sz3_ROn0.0001,17175714
BURDENSEASALT,sz3_ROn5e-05,20814148
BURDENSEASALT,sz3_ROn1e-05,34752240
BURDENSEASALT,sz3_ROn5e-06,42205744
BURDENSEASALT,sz3_ROn1e-06,64278793
SFCO2,orig,59416362
SFCO2,sz3_ROn0.1,793284
SFCO2,sz3_ROn0.05,1117116
SFCO2,sz3_ROn0.01,2460340
SFCO2,sz3_ROn0.005,3328316
SFCO2,sz3_ROn0.001,6196543
SFCO2,sz3_ROn0.0005,7981504
SFCO2,sz3_ROn0.0001,14404870
SFCO2,sz3_ROn5e-05,18449348
SFCO2,sz3_ROn1e-05,31662766
SFCO2,sz3_ROn5e-06,39107577
SFCO2,sz3_ROn1e-06,57390224
FLNS,orig,59331291
FLNS,sz3_ROn0.1,1158358
FLNS,sz3_ROn0.05,1841456
FLNS,sz3_ROn0.01,5270481
FLNS,sz3_ROn0.005,7596061
FLNS,sz3_ROn0.001,14253747
FLNS,sz3_ROn0.0005,17528273
FLNS,sz3_ROn0.0001,26967461
FLNS,sz3_ROn5e-05,32517176
FLNS,sz3_ROn1e-05,50521187
FLNS,sz3_ROn5e-06,62148098
FLNS,sz3_ROn1e-06,97110621
BURDENDUST,orig,58800523
BURDENDUST,sz3_ROn0.1,602692
BURDENDUST,sz3_ROn0.05,676652
BURDENDUST,sz3_ROn0.01,968434
BURDENDUST,sz3_ROn0.005,1176873
BURDENDUST,sz3_ROn0.001,2087263
BURDENDUST,sz3_ROn0.0005,2695386
BURDENDUST,sz3_ROn0.0001,4852557
BURDENDUST,sz3_ROn5e-05,6215568
BURDENDUST,sz3_ROn1e-05,10695348
BURDENDUST,sz3_ROn5e-06,13273857
BURDENDUST,sz3_ROn1e-06,20647566
U10,orig,58774440
U10,sz3_ROn0.1,1282281
U10,sz3_ROn0.05,1971019
U10,sz3_ROn0.01,4986626
U10,sz3_ROn0.005,7057147
U10,sz3_ROn0.001,13078402
U10,sz3_ROn0.0005,16306276
U10,sz3_ROn0.0001,26096957
U10,sz3_ROn5e-05,31999979
U10,sz3_ROn1e-05,49465216
U10,sz3_ROn5e-06,59986057
U10,sz3_ROn1e-06,88234110
SWCF,orig,58623507
SWCF,sz3_ROn0.1,1090849
SWCF,sz3_ROn0.05,1772178
SWCF,sz3_ROn0.01,5173530
SWCF,sz3_ROn0.005,7295061
SWCF,sz3_ROn0.001,13254121
SWCF,sz3_ROn0.0005,16287365
SWCF,sz3_ROn0.0001,25257586
SWCF,sz3_ROn5e-05,30607306
SWCF,sz3_ROn1e-05,48134668
SWCF,sz3_ROn5e-06,59995244
SWCF,sz3_ROn1e-06,96496590
CLDTOT,orig,58428627
CLDTOT,sz3_ROn0.1,1266176
CLDTOT,sz3_ROn0.05,2238789
CLDTOT,sz3_ROn0.01,6631329
CLDTOT,sz3_ROn0.005,9075058
CLDTOT,sz3_ROn0.001,15531691
CLDTOT,sz3_ROn0.0005,18773721
CLDTOT,sz3_ROn0.0001,29159847
CLDTOT,sz3_ROn5e-05,34984538
CLDTOT,sz3_ROn1e-05,54281202
CLDTOT,sz3_ROn5e-06,68063441
CLDTOT,sz3_ROn1e-06,112540055
WSPDSRFMX,orig,58352964
WSPDSRFMX,sz3_ROn0.1,1179909
WSPDSRFMX,sz3_ROn0.05,1840551
WSPDSRFMX,sz3_ROn0.01,4779631
WSPDSRFMX,sz3_ROn0.005,6714142
WSPDSRFMX,sz3_ROn0.001,12074120
WSPDSRFMX,sz3_ROn0.0005,14886007
WSPDSRFMX,sz3_ROn0.0001,24826682
WSPDSRFMX,sz3_ROn5e-05,30919303
WSPDSRFMX,sz3_ROn1e-05,48157662
WSPDSRFMX,sz3_ROn5e-06,58544239
WSPDSRFMX,sz3_ROn1e-06,86863350
CLDLOW,orig,58116960
CLDLOW,sz3_ROn0.1,1577241
CLDLOW,sz3_ROn0.05,2661575
CLDLOW,sz3_ROn0.01,7215093
CLDLOW,sz3_ROn0.005,9692470
CLDLOW,sz3_ROn0.001,16354622
CLDLOW,sz3_ROn0.0005,19710362
CLDLOW,sz3_ROn0.0001,30627720
CLDLOW,sz3_ROn5e-05,36820380
CLDLOW,sz3_ROn1e-05,58138103
CLDLOW,sz3_ROn5e-06,71553046
CLDLOW,sz3_ROn1e-06,113674365
BURDENPOM,orig,57567828
BURDENPOM,sz3_ROn0.1,583132
BURDENPOM,sz3_ROn0.05,655950
BURDENPOM,sz3_ROn0.01,1019577
BURDENPOM,sz3_ROn0.005,1332464
BURDENPOM,sz3_ROn0.001,2746425
BURDENPOM,sz3_ROn0.0005,3803161
BURDENPOM,sz3_ROn0.0001,7305612
BURDENPOM,sz3_ROn5e-05,9404817
BURDENPOM,sz3_ROn1e-05,15992215
BURDENPOM,sz3_ROn5e-06,19793155
BURDENPOM,sz3_ROn1e-06,31468021
BURDENBC,orig,57431678
BURDENBC,sz3_ROn0.1,612230
BURDENBC,sz3_ROn0.05,706123
BURDENBC,sz3_ROn0.01,1166950
BURDENBC,sz3_ROn0.005,1555170
BURDENBC,sz3_ROn0.001,3225874
BURDENBC,sz3_ROn0.0005,4404419
BURDENBC,sz3_ROn0.0001,8405347
BURDENBC,sz3_ROn5e-05,10779176
BURDENBC,sz3_ROn1e-05,18162678
BURDENBC,sz3_ROn5e-06,22360546
BURDENBC,sz3_ROn1e-06,35025611
AODDUST3,orig,57273925
AODDUST3,sz3_ROn0.1,562183
AODDUST3,sz3_ROn0.05,571572
AODDUST3,sz3_ROn0.01,625233
AODDUST3,sz3_ROn0.005,663503
AODDUST3,sz3_ROn0.001,829842
AODDUST3,sz3_ROn0.0005,940616
AODDUST3,sz3_ROn0.0001,1344723
AODDUST3,sz3_ROn5e-05,1602633
AODDUST3,sz3_ROn1e-05,2498088
AODDUST3,sz3_ROn5e-06,3082522
AODDUST3,sz3_ROn1e-06,4492935
BURDENSO4,orig,56839489
BURDENSO4,sz3_ROn0.1,677124
BURDENSO4,sz3_ROn0.05,824562
BURDENSO4,sz3_ROn0.01,1619153
BURDENSO4,sz3_ROn0.005,2316221
BURDENSO4,sz3_ROn0.001,5342812
BURDENSO4,sz3_ROn0.0005,7363396
BURDENSO4,sz3_ROn0.0001,13476663
BURDENSO4,sz3_ROn5e-05,16775592
BURDENSO4,sz3_ROn1e-05,27015681
BURDENSO4,sz3_ROn5e-06,32853085
BURDENSO4,sz3_ROn1e-06,49278753
BURDENSOA,orig,56695947
BURDENSOA,sz3_ROn0.1,678060
BURDENSOA,sz3_ROn0.05,813292
BURDENSOA,sz3_ROn0.01,1580484
BURDENSOA,sz3_ROn0.005,2190856
BURDENSOA,sz3_ROn0.001,4762989
BURDENSOA,sz3_ROn0.0005,6419389
BURDENSOA,sz3_ROn0.0001,11769173
BURDENSOA,sz3_ROn5e-05,14872952
BURDENSOA,sz3_ROn1e-05,24349612
BURDENSOA,sz3_ROn5e-06,29796387
BURDENSOA,sz3_ROn1e-06,45180575
AODVIS,orig,56616390
AODVIS,sz3_ROn0.1,567388
AODVIS,sz3_ROn0.05,582175
AODVIS,sz3_ROn0.01,690050
AODVIS,sz3_ROn0.005,799822
AODVIS,sz3_ROn0.001,1346348
AODVIS,sz3_ROn0.0005,1691133
AODVIS,sz3_ROn0.0001,2696744
AODVIS,sz3_ROn5e-05,3235993
AODVIS,sz3_ROn1e-05,4862441
AODVIS,sz3_ROn5e-06,5895271
AODVIS,sz3_ROn1e-06,8638858
TMQ,orig,56187642
TMQ,sz3_ROn0.1,775371
TMQ,sz3_ROn0.05,1018244
TMQ,sz3_ROn0.01,2509401
TMQ,sz3_ROn0.005,3720900
TMQ,sz3_ROn0.001,8028817
TMQ,sz3_ROn0.0005,10339567
TMQ,sz3_ROn0.0001,17336181
TMQ,sz3_ROn5e-05,20820723
TMQ,sz3_ROn1e-05,32798891
TMQ,sz3_ROn5e-06,40601231
TMQ,sz3_ROn1e-06,62035803
FSNS,orig,55513171
FSNS,sz3_ROn0.1,1122804
FSNS,sz3_ROn0.05,1772295
FSNS,sz3_ROn0.01,5104598
FSNS,sz3_ROn0.005,7304427
FSNS,sz3_ROn0.001,13480541
FSNS,sz3_ROn0.0005,16526908
FSNS,sz3_ROn0.0001,25606159
FSNS,sz3_ROn5e-05,30973052
FSNS,sz3_ROn1e-05,48555825
FSNS,sz3_ROn5e-06,60117632
FSNS,sz3_ROn1e-06,95582537
AODABS,orig,55325381
AODABS,sz3_ROn0.1,563969
AODABS,sz3_ROn0.05,574464
AODABS,sz3_ROn0.01,643254
AODABS,sz3_ROn0.005,695072
AODABS,sz3_ROn0.001,929831
AODABS,sz3_ROn0.0005,1098855
AODABS,sz3_ROn0.0001,1705994
AODABS,sz3_ROn5e-05,2077114
AODABS,sz3_ROn1e-05,3285601
AODABS,sz3_ROn5e-06,4004502
AODABS,sz3_ROn1e-06,5890921
AODDUST1,orig,55002584
AODDUST1,sz3_ROn0.1,563006
AODDUST1,sz3_ROn0.05,573443
AODDUST1,sz3_ROn0.01,634623
AODDUST1,sz3_ROn0.005,679377
AODDUST1,sz3_ROn0.001,873273
AODDUST1,sz3_ROn0.0005,1004782
AODDUST1,sz3_ROn0.0001,1483227
AODDUST1,sz3_ROn5e-05,1784259
AODDUST1,sz3_ROn1e-05,2841448
AODDUST1,sz3_ROn5e-06,3482535
AODDUST1,sz3_ROn1e-06,5067989
FLNSC,orig,54640696
FLNSC,sz3_ROn0.1,1067725
FLNSC,sz3_ROn0.05,1663616
FLNSC,sz3_ROn0.01,4185706
FLNSC,sz3_ROn0.005,5970641
FLNSC,sz3_ROn0.001,11873901
FLNSC,sz3_ROn0.0005,15054566
FLNSC,sz3_ROn0.0001,24174945
FLNSC,sz3_ROn5e-05,29456092
FLNSC,sz3_ROn1e-05,46606072
FLNSC,sz3_ROn5e-06,57105863
FLNSC,sz3_ROn1e-06,83988310
FSDS,orig,53869038
FSDS,sz3_ROn0.1,917079
FSDS,sz3_ROn0.05,1417615
FSDS,sz3_ROn0.01,4322448
FSDS,sz3_ROn0.005,6383188
FSDS,sz3_ROn0.001,12291675
FSDS,sz3_ROn0.0005,15200114
FSDS,sz3_ROn0.0001,23705430
FSDS,sz3_ROn5e-05,28590620
FSDS,sz3_ROn1e-05,44555898
FSDS,sz3_ROn5e-06,54512292
FSDS,sz3_ROn1e-06,89116573
SRFRAD,orig,53516171
SRFRAD,sz3_ROn0.1,814138
SRFRAD,sz3_ROn0.05,1223145
SRFRAD,sz3_ROn0.01,3566813
SRFRAD,sz3_ROn0.005,5465360
SRFRAD,sz3_ROn0.001,11433365
SRFRAD,sz3_ROn0.0005,14369124
SRFRAD,sz3_ROn0.0001,22690765
SRFRAD,sz3_ROn5e-05,27322434
SRFRAD,sz3_ROn1e-05,42489725
SRFRAD,sz3_ROn5e-06,51168180
SRFRAD,sz3_ROn1e-06,80893454
FSNT,orig,52956175
FSNT,sz3_ROn0.1,919528
FSNT,sz3_ROn0.05,1420558
FSNT,sz3_ROn0.01,4213913
FSNT,sz3_ROn0.005,6201328
FSNT,sz3_ROn0.001,12159318
FSNT,sz3_ROn0.0005,15079511
FSNT,sz3_ROn0.0001,23490304
FSNT,sz3_ROn5e-05,28323016
FSNT,sz3_ROn1e-05,44377621
FSNT,sz3_ROn5e-06,54149854
FSNT,sz3_ROn1e-06,87770293
FSNTOA,orig,52877381
FSNTOA,sz3_ROn0.1,912894
FSNTOA,sz3_ROn0.05,1411032
FSNTOA,sz3_ROn0.01,4184844
FSNTOA,sz3_ROn0.005,6169878
FSNTOA,sz3_ROn0.001,12117961
FSNTOA,sz3_ROn0.0005,15034117
FSNTOA,sz3_ROn0.0001,23411950
FSNTOA,sz3_ROn5e-05,28239620
FSNTOA,sz3_ROn1e-05,44255843
FSNTOA,sz3_ROn5e-06,53958072
FSNTOA,sz3_ROn1e-06,87498926
FLDS,orig,51959603
FLDS,sz3_ROn0.1,726266
FLDS,sz3_ROn0.05,975515
FLDS,sz3_ROn0.01,2774301
FLDS,sz3_ROn0.005,4519190
FLDS,sz3_ROn0.001,9623584
FLDS,sz3_ROn0.0005,12293773
FLDS,sz3_ROn0.0001,19732209
FLDS,sz3_ROn5e-05,23981196
FLDS,sz3_ROn1e-05,37836724
FLDS,sz3_ROn5e-06,45319775
FLDS,sz3_ROn1e-06,71321877
FLNT,orig,51360750
FLNT,sz3_ROn0.1,787740
FLNT,sz3_ROn0.05,1145212
FLNT,sz3_ROn0.01,3458592
FLNT,sz3_ROn0.005,5288780
FLNT,sz3_ROn0.001,10712838
FLNT,sz3_ROn0.0005,13599408
FLNT,sz3_ROn0.0001,21430116
FLNT,sz3_ROn5e-05,26179090
FLNT,sz3_ROn1e-05,41053552
FLNT,sz3_ROn5e-06,49352786
FLNT,sz3_ROn1e-06,77923583
FLUT,orig,51331953
FLUT,sz3_ROn0.1,789903
FLUT,sz3_ROn0.05,1142925
FLUT,sz3_ROn0.01,3450380
FLUT,sz3_ROn0.005,5276053
FLUT,sz3_ROn0.001,10730952
FLUT,sz3_ROn0.0005,13539950
FLUT,sz3_ROn0.0001,21377229
FLUT,sz3_ROn5e-05,26073730
FLUT,sz3_ROn1e-05,41028949
FLUT,sz3_ROn5e-06,49344095
FLUT,sz3_ROn1e-06,77924908
PRECC,orig,50060642
PRECC,sz3_ROn0.1,850995
PRECC,sz3_ROn0.05,1206019
PRECC,sz3_ROn0.01,3034156
PRECC,sz3_ROn0.005,4312259
PRECC,sz3_ROn0.001,8973091
PRECC,sz3_ROn0.0005,11410296
PRECC,sz3_ROn0.0001,18260014
PRECC,sz3_ROn5e-05,22297403
PRECC,sz3_ROn1e-05,35802174
PRECC,sz3_ROn5e-06,43283120
PRECC,sz3_ROn1e-06,66058892
FSNSC,orig,49555012
FSNSC,sz3_ROn0.1,945878
FSNSC,sz3_ROn0.05,1358293
FSNSC,sz3_ROn0.01,3246097
FSNSC,sz3_ROn0.005,4493833
FSNSC,sz3_ROn0.001,8794591
FSNSC,sz3_ROn0.0005,11436601
FSNSC,sz3_ROn0.0001,19325880
FSNSC,sz3_ROn5e-05,24054737
FSNSC,sz3_ROn1e-05,39054093
FSNSC,sz3_ROn5e-06,47246518
FSNSC,sz3_ROn1e-06,69014874
TROP_P,orig,48863890
TROP_P,sz3_ROn0.1,656661
TROP_P,sz3_ROn0.05,768550
TROP_P,sz3_ROn0.01,1716264
TROP_P,sz3_ROn0.005,2715834
TROP_P,sz3_ROn0.001,6723121
TROP_P,sz3_ROn0.0005,8899745
TROP_P,sz3_ROn0.0001,15372707
TROP_P,sz3_ROn5e-05,18775987
TROP_P,sz3_ROn1e-05,29938101
TROP_P,sz3_ROn5e-06,36268072
TROP_P,sz3_ROn1e-06,56063418
FLNTC,orig,48821315
FLNTC,sz3_ROn0.1,706184
FLNTC,sz3_ROn0.05,951999
FLNTC,sz3_ROn0.01,2500232
FLNTC,sz3_ROn0.005,3707002
FLNTC,sz3_ROn0.001,8389640
FLNTC,sz3_ROn0.0005,10982432
FLNTC,sz3_ROn0.0001,18505797
FLNTC,sz3_ROn5e-05,22612478
FLNTC,sz3_ROn1e-05,35622307
FLNTC,sz3_ROn5e-06,43035320
FLNTC,sz3_ROn1e-06,66480720
FLUTC,orig,48798157
FLUTC,sz3_ROn0.1,703826
FLUTC,sz3_ROn0.05,950765
FLUTC,sz3_ROn0.01,2496349
FLUTC,sz3_ROn0.005,3700836
FLUTC,sz3_ROn0.001,8370307
FLUTC,sz3_ROn0.0005,10952082
FLUTC,sz3_ROn0.0001,18504491
FLUTC,sz3_ROn5e-05,22590757
FLUTC,sz3_ROn1e-05,35629859
FLUTC,sz3_ROn5e-06,43065059
FLUTC,sz3_ROn1e-06,66426195
FSNTC,orig,47848418
FSNTC,sz3_ROn0.1,814159
FSNTC,sz3_ROn0.05,1148687
FSNTC,sz3_ROn0.01,2805356
FSNTC,sz3_ROn0.005,3916322
FSNTC,sz3_ROn0.001,7744079
FSNTC,sz3_ROn0.0005,10125393
FSNTC,sz3_ROn0.0001,17342331
FSNTC,sz3_ROn5e-05,21739579
FSNTC,sz3_ROn1e-05,35541142
FSNTC,sz3_ROn5e-06,43280662
FSNTC,sz3_ROn1e-06,65043679
FSNTOAC,orig,47819750
FSNTOAC,sz3_ROn0.1,813200
FSNTOAC,sz3_ROn0.05,1143086
FSNTOAC,sz3_ROn0.01,2796678
FSNTOAC,sz3_ROn0.005,3893464
FSNTOAC,sz3_ROn0.001,7723370
FSNTOAC,sz3_ROn0.0005,10092886
FSNTOAC,sz3_ROn0.0001,17300148
FSNTOAC,sz3_ROn5e-05,21693349
FSNTOAC,sz3_ROn1e-05,35471093
FSNTOAC,sz3_ROn5e-06,43143699
FSNTOAC,sz3_ROn1e-06,65005583
SFCO2_OCN,orig,47507721
SFCO2_OCN,sz3_ROn0.1,781730
SFCO2_OCN,sz3_ROn0.05,1060826
SFCO2_OCN,sz3_ROn0.01,2478030
SFCO2_OCN,sz3_ROn0.005,3504211
SFCO2_OCN,sz3_ROn0.001,6896866
SFCO2_OCN,sz3_ROn0.0005,8775954
SFCO2_OCN,sz3_ROn0.0001,14268086
SFCO2_OCN,sz3_ROn5e-05,17391832
SFCO2_OCN,sz3_ROn1e-05,27914751
SFCO2_OCN,sz3_ROn5e-06,34850486
SFCO2_OCN,sz3_ROn1e-06,55754740
TREFHTMN,orig,47102604
TREFHTMN,sz3_ROn0.1,795302
TREFHTMN,sz3_ROn0.05,1187034
TREFHTMN,sz3_ROn0.01,3318789
TREFHTMN,sz3_ROn0.005,4876771
TREFHTMN,sz3_ROn0.001,10411119
TREFHTMN,sz3_ROn0.0005,13358449
TREFHTMN,sz3_ROn0.0001,21730823
TREFHTMN,sz3_ROn5e-05,26165270
TREFHTMN,sz3_ROn1e-05,41017850
TREFHTMN,sz3_ROn5e-06,49701697
TREFHTMN,sz3_ROn1e-06,77522145
TSMN,orig,47063005
TSMN,sz3_ROn0.1,933347
TSMN,sz3_ROn0.05,1458386
TSMN,sz3_ROn0.01,3715298
TSMN,sz3_ROn0.005,5158321
TSMN,sz3_ROn0.001,10219713
TSMN,sz3_ROn0.0005,13079945
TSMN,sz3_ROn0.0001,21608436
TSMN,sz3_ROn5e-05,26579186
TSMN,sz3_ROn1e-05,42665837
TSMN,sz3_ROn5e-06,52090425
TSMN,sz3_ROn1e-06,78219854
TSMX,orig,46059979
TSMX,sz3_ROn0.1,902048
TSMX,sz3_ROn0.05,1343338
TSMX,sz3_ROn0.01,3410396
TSMX,sz3_ROn0.005,4765518
TSMX,sz3_ROn0.001,9541595
TSMX,sz3_ROn0.0005,12409831
TSMX,sz3_ROn0.0001,20750505
