set,time,ssim_fp,ks_p_value,spatial_rel_error,max_spatial_rel_error,pearson_correlation_coefficient
zfp_p_6_SOLIN,0,0.4467580930747011,0.0,89.0968605324074,1.0,0.9988178252002394
zfp_p_6_SOLIN,1,0.4358033158895549,0.0,93.75542534722221,21.636405729797655,0.9983340021753423
zfp_p_6_SOLIN,2,0.4970825849209147,1.6447904683714695e-250,98.4230324074074,0.10649353600395381,0.9974715468757568
zfp_p_6_SOLIN,3,0.4749958347217162,0.0,96.5187355324074,3.6005673990824425,0.9980061847771894
zfp_p_6_SOLIN,4,0.42040069107353,0.0,89.72077546296296,91.69891481459268,0.9989153911430866
zfp_p_6_SOLIN,5,0.4491113908861303,0.0,82.30251736111111,10.918023656608591,0.9992944408703698
zfp_p_6_SOLIN,6,0.4611110045260193,0.0,88.34816261574075,5.821524350259677,0.9989220713095971
zfp_p_6_SOLIN,7,0.42704027190158383,0.0,94.83145254629629,0.773937326429705,0.9983059199478922
zfp_p_6_SOLIN,8,0.4909947655438983,0.0,98.49898726851852,0.13502067986842473,0.9978469988786949
zfp_p_6_SOLIN,9,0.4899985531443568,0.0,96.01417824074075,1.0,0.9980038139793698
zfp_p_6_SOLIN,10,0.44013326859700125,0.0,88.80750868055556,3.810205922779879,0.9988045301323393
zfp_p_6_SOLIN,11,0.4609513959009677,0.0,84.76924189814815,1.0,0.9985581267865168
zfp_p_6_SOLIN,12,0.4468526636951733,0.0,89.05888310185185,1.0,0.9988160224623055
zfp_p_6_SOLIN,13,0.4357980372015576,0.0,93.76808449074075,21.637495683150803,0.9983339279586184
zfp_p_6_SOLIN,14,0.49701393784970427,1.6447904683714695e-250,98.4230324074074,0.10644539793792411,0.9974705614738152
zfp_p_6_SOLIN,15,0.4748815904078445,0.0,96.52777777777779,3.6007117180652113,0.9980050416157806
zfp_p_6_SOLIN,16,0.4203975534235234,0.0,89.66833043981481,91.70417079326269,0.9989153910667667
zfp_p_6_SOLIN,17,0.4489812163304373,0.0,82.11263020833334,10.918625398022803,0.9992944408983981
zfp_p_6_SOLIN,18,0.4607189235230728,0.0,88.29933449074075,5.821812579561075,0.9989199752823695
zfp_p_6_SOLIN,19,0.42706320635428485,0.0,94.86762152777779,0.7739245322722247,0.998305917787407
zfp_p_6_SOLIN,20,0.49127853875971406,0.0,98.51707175925925,0.13497338051282656,0.997850038967049
zfp_p_6_SOLIN,21,0.48991291767357065,0.0,96.01236979166666,1.0,0.9980034105299828
zfp_p_6_SOLIN,22,0.4400422137232946,0.0,88.90516493055556,3.81034620232088,0.9988041833975501
zfp_p_6_SOLIN,23,0.4611455727135371,0.0,84.77466724537037,1.0,0.998558134764785
zfp_p_6_SOLIN,24,0.44688840265745466,0.0,89.03356481481481,1.0,0.998815418701645
zfp_p_6_SOLIN,25,0.43577996801543034,0.0,93.77170138888889,21.638268398135267,0.9983338106613872
zfp_p_6_SOLIN,26,0.49699766426389813,5.617017149499116e-250,98.4230324074074,0.10641316199247894,0.9974705616602585
zfp_p_6_SOLIN,27,0.47496808169035853,0.0,96.51692708333334,3.6008002120670493,0.9980050409900808
zfp_p_6_SOLIN,28,0.42040069107353,0.0,89.63216145833334,91.70697525266785,0.9989153911855814
zfp_p_6_SOLIN,29,0.4489812163304373,0.0,82.07826967592592,10.918897341665387,0.9992944408661287
zfp_p_6_SOLIN,30,0.46068772193886526,0.0,88.28486689814815,5.821873902018956,0.9989192789298809
zfp_p_6_SOLIN,31,0.4270797769845398,0.0,94.86762152777779,0.7739243860449122,0.9983059097058642
zfp_p_6_SOLIN,32,0.4912045899927983,0.0,98.51345486111111,0.1349790893302257,0.997849391117077
zfp_p_6_SOLIN,33,0.4899580629301445,0.0,96.01417824074075,1.0,0.998003416029791
zfp_p_6_SOLIN,34,0.44013367957576255,0.0,88.85091145833334,3.8102788852229343,0.9988045285775349
zfp_p_6_SOLIN,35,0.4609829923381458,0.0,84.77828414351852,1.0,0.9985581268226591
zfp_p_6_SOLIN,36,0.4468913256659425,0.0,89.06430844907408,1.0,0.9988166241118568
zfp_p_6_SOLIN,37,0.4358058671738571,0.0,93.75542534722221,21.63682614940165,0.998333919351583
zfp_p_6_SOLIN,38,0.4971107518873266,1.6447904683714695e-250,98.41760706018519,0.10648050793561824,0.9974715476081956
zfp_p_6_SOLIN,39,0.4749895733400834,0.0,96.51692708333334,3.6005849341933533,0.9980061823942783
zfp_p_6_SOLIN,40,0.4204009271624356,0.0,89.73705150462963,91.69843981446442,0.9989153917296728
zfp_p_6_SOLIN,41,0.4491069581339192,0.0,82.38570601851852,10.917836039626202,0.99929444066992
zfp_p_6_SOLIN,42,0.4612785061059211,0.0,88.34816261574075,5.821298848716705,0.9989227684249531
zfp_p_6_SOLIN,43,0.427024938072378,0.0,94.79528356481481,0.7739516541670022,0.998305908798621
zfp_p_6_SOLIN,44,0.4909657860516548,0.0,98.47547743055556,0.1350840773561403,0.9978445577209158
zfp_p_6_SOLIN,45,0.490219691025292,0.0,96.00875289351852,1.0,0.998004631021612
zfp_p_6_SOLIN,46,0.4400992952463771,0.0,88.61581307870371,3.8099322297020097,0.998805226395664
zfp_p_6_SOLIN,47,0.460712768527099,0.0,84.82168692129629,1.0,0.9985579365607844
zfp_p_6_SOLIN,48,0.4465291269244586,0.0,89.17100694444444,1.0,0.9988178154343439
zfp_p_6_SOLIN,49,0.43582897776175805,0.0,93.72468171296296,21.63417224044983,0.99833411059453
