variable,frequency,timestep,zfp_level,zfp_size,zfp_ratio,all_zfp_levs
CCN3,monthly,0,-1,-1.0,-272506698.0
CCN3,monthly,1,-1,-1.0,-272506698.0
CCN3,monthly,2,-1,-1.0,-272506698.0
CCN3,monthly,3,-1,-1.0,-272506698.0
CCN3,monthly,4,-1,-1.0,-272506698.0
CCN3,monthly,5,-1,-1.0,-272506698.0
CCN3,monthly,6,-1,-1.0,-272506698.0
CCN3,monthly,7,-1,-1.0,-272506698.0
CCN3,monthly,8,-1,-1.0,-272506698.0
CCN3,monthly,9,-1,-1.0,-272506698.0
CCN3,monthly,10,-1,-1.0,-272506698.0
CCN3,monthly,11,-1,-1.0,-272506698.0
CCN3,monthly,12,-1,-1.0,-272506698.0
CCN3,monthly,13,-1,-1.0,-272506698.0
CCN3,monthly,14,-1,-1.0,-272506698.0
CCN3,monthly,15,-1,-1.0,-272506698.0
CCN3,monthly,16,-1,-1.0,-272506698.0
CCN3,monthly,17,-1,-1.0,-272506698.0
CCN3,monthly,18,-1,-1.0,-272506698.0
CCN3,monthly,19,-1,-1.0,-272506698.0
CCN3,monthly,20,-1,-1.0,-272506698.0
CCN3,monthly,21,24,-1.0,-272506698.0
CCN3,monthly,22,-1,-1.0,-272506698.0
CCN3,monthly,23,-1,-1.0,-272506698.0
CCN3,monthly,24,-1,-1.0,-272506698.0
CCN3,monthly,25,-1,-1.0,-272506698.0
CCN3,monthly,26,-1,-1.0,-272506698.0
CCN3,monthly,27,-1,-1.0,-272506698.0
CCN3,monthly,28,-1,-1.0,-272506698.0
CCN3,monthly,29,-1,-1.0,-272506698.0
CCN3,monthly,30,-1,-1.0,-272506698.0
CCN3,monthly,31,-1,-1.0,-272506698.0
CCN3,monthly,32,-1,-1.0,-272506698.0
CCN3,monthly,33,-1,-1.0,-272506698.0
CCN3,monthly,34,24,-1.0,-272506698.0
CCN3,monthly,35,-1,-1.0,-272506698.0
CCN3,monthly,36,-1,-1.0,-272506698.0
CCN3,monthly,37,-1,-1.0,-272506698.0
CCN3,monthly,38,-1,-1.0,-272506698.0
CCN3,monthly,39,-1,-1.0,-272506698.0
CCN3,monthly,40,-1,-1.0,-272506698.0
CCN3,monthly,41,-1,-1.0,-272506698.0
CCN3,monthly,42,-1,-1.0,-272506698.0
CCN3,monthly,43,-1,-1.0,-272506698.0
CCN3,monthly,44,-1,-1.0,-272506698.0
CCN3,monthly,45,-1,-1.0,-272506698.0
CCN3,monthly,46,-1,-1.0,-272506698.0
CCN3,monthly,47,-1,-1.0,-272506698.0
CCN3,monthly,48,24,-1.0,-272506698.0
CCN3,monthly,49,-1,-1.0,-272506698.0
CCN3,monthly,50,-1,-1.0,-272506698.0
CCN3,monthly,51,-1,-1.0,-272506698.0
CCN3,monthly,52,-1,-1.0,-272506698.0
CCN3,monthly,53,-1,-1.0,-272506698.0
CCN3,monthly,54,-1,-1.0,-272506698.0
CCN3,monthly,55,-1,-1.0,-272506698.0
CCN3,monthly,56,-1,-1.0,-272506698.0
CCN3,monthly,57,-1,-1.0,-272506698.0
CCN3,monthly,58,-1,-1.0,-272506698.0
CCN3,monthly,59,-1,-1.0,-272506698.0
CLOUD,monthly,0,-1,-1.0,-219526652.0
CLOUD,monthly,1,-1,-1.0,-219526652.0
CLOUD,monthly,2,-1,-1.0,-219526652.0
CLOUD,monthly,3,-1,-1.0,-219526652.0
CLOUD,monthly,4,-1,-1.0,-219526652.0
CLOUD,monthly,5,-1,-1.0,-219526652.0
CLOUD,monthly,6,-1,-1.0,-219526652.0
CLOUD,monthly,7,-1,-1.0,-219526652.0
CLOUD,monthly,8,-1,-1.0,-219526652.0
CLOUD,monthly,9,-1,-1.0,-219526652.0
CLOUD,monthly,10,-1,-1.0,-219526652.0
CLOUD,monthly,11,-1,-1.0,-219526652.0
CLOUD,monthly,12,-1,-1.0,-219526652.0
CLOUD,monthly,13,-1,-1.0,-219526652.0
CLOUD,monthly,14,-1,-1.0,-219526652.0
