variable,frequency,timestep,zfp_level,zfp_size,zfp_ratio,all_zfp_levs
PRECL,daily,9,10,2488019.0,4.28147654820964,[10.0]
PRECL,daily,10,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,11,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,12,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,13,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,14,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,15,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,16,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,17,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,18,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,19,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,20,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,21,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,22,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,23,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,24,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,25,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,26,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,27,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,28,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,29,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,30,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,31,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,32,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,33,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,34,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,35,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,36,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,37,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,38,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,39,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,40,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,41,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,42,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,43,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,44,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,45,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,46,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,47,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,48,10,2488019.0,4.28147654820964,[10.0]
PRECL,daily,49,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,50,10,2488019.0,4.28147654820964,[10.0]
PRECL,daily,51,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,52,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,53,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,54,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,55,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,56,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,57,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,58,8,1678909.0,6.344831673426016,[8.0]
PRECL,daily,59,8,1678909.0,6.344831673426016,[8.0]
PRECC,daily,0,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,1,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,2,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,3,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,4,10,1987227.0,4.1973649713897805,[10.0]
PRECC,daily,5,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,6,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,7,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,8,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,9,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,10,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,11,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,12,10,1987227.0,4.1973649713897805,[10.0]
PRECC,daily,13,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,14,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,15,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,16,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,17,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,18,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,19,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,20,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,21,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,22,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,23,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,24,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,25,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,26,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,27,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,28,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,29,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,30,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,31,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,32,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,33,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,34,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,35,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,36,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,37,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,38,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,39,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,40,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,41,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,42,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,43,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,44,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,45,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,46,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,47,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,48,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,49,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,50,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,51,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,52,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,53,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,54,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,55,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,56,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,57,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,58,8,1338764.0,6.230461082012961,[8.0]
PRECC,daily,59,8,1338764.0,6.230461082012961,[8.0]
QFLX,daily,0,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,1,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,2,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,3,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,4,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,5,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,6,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,7,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,8,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,9,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,10,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,11,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,12,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,13,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,14,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,15,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,16,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,17,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,18,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,19,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,20,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,21,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,22,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,23,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,24,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,25,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,26,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,27,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,28,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,29,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,30,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,31,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,32,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,33,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,34,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,35,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,36,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,37,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,38,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,39,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,40,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,41,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,42,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,43,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,44,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,45,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,46,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,47,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,48,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,49,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,50,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,51,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,52,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,53,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,54,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,55,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,56,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,57,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,58,8,1434755.0,7.267418479113159,[8.0]
QFLX,daily,59,8,1434755.0,7.267418479113159,[8.0]
PS,daily,0,16,2366738.0,3.1987068277097,[16.0]
PS,daily,1,16,2366738.0,3.1987068277097,[16.0]
PS,daily,2,16,2366738.0,3.1987068277097,[16.0]
PS,daily,3,16,2366738.0,3.1987068277097,[16.0]
PS,daily,4,16,2366738.0,3.1987068277097,[16.0]
PS,daily,5,16,2366738.0,3.1987068277097,[16.0]
PS,daily,6,16,2366738.0,3.1987068277097,[16.0]
PS,daily,7,16,2366738.0,3.1987068277097,[16.0]
PS,daily,8,16,2366738.0,3.1987068277097,[16.0]
PS,daily,9,16,2366738.0,3.1987068277097,[16.0]
PS,daily,10,16,2366738.0,3.1987068277097,[16.0]
PS,daily,11,16,2366738.0,3.1987068277097,[16.0]
PS,daily,12,16,2366738.0,3.1987068277097,[16.0]
PS,daily,13,16,2366738.0,3.1987068277097,[16.0]
PS,daily,14,16,2366738.0,3.1987068277097,[16.0]
PS,daily,15,16,2366738.0,3.1987068277097,[16.0]
PS,daily,16,16,2366738.0,3.1987068277097,[16.0]
PS,daily,17,16,2366738.0,3.1987068277097,[16.0]
PS,daily,18,16,2366738.0,3.1987068277097,[16.0]
PS,daily,19,16,2366738.0,3.1987068277097,[16.0]
PS,daily,20,16,2366738.0,3.1987068277097,[16.0]
PS,daily,21,16,2366738.0,3.1987068277097,[16.0]
PS,daily,22,16,2366738.0,3.1987068277097,[16.0]
PS,daily,23,16,2366738.0,3.1987068277097,[16.0]
PS,daily,24,16,2366738.0,3.1987068277097,[16.0]
PS,daily,25,16,2366738.0,3.1987068277097,[16.0]
PS,daily,26,16,2366738.0,3.1987068277097,[16.0]
PS,daily,27,16,2366738.0,3.1987068277097,[16.0]
PS,daily,28,16,2366738.0,3.1987068277097,[16.0]
PS,daily,29,16,2366738.0,3.1987068277097,[16.0]
PS,daily,30,16,2366738.0,3.1987068277097,[16.0]
PS,daily,31,16,2366738.0,3.1987068277097,[16.0]
PS,daily,32,16,2366738.0,3.1987068277097,[16.0]
PS,daily,33,16,2366738.0,3.1987068277097,[16.0]
PS,daily,34,16,2366738.0,3.1987068277097,[16.0]
PS,daily,35,16,2366738.0,3.1987068277097,[16.0]
PS,daily,36,16,2366738.0,3.1987068277097,[16.0]
PS,daily,37,16,2366738.0,3.1987068277097,[16.0]
PS,daily,38,16,2366738.0,3.1987068277097,[16.0]
PS,daily,39,16,2366738.0,3.1987068277097,[16.0]
PS,daily,40,16,2366738.0,3.1987068277097,[16.0]
PS,daily,41,16,2366738.0,3.1987068277097,[16.0]
PS,daily,42,16,2366738.0,3.1987068277097,[16.0]
PS,daily,43,16,2366738.0,3.1987068277097,[16.0]
PS,daily,44,16,2366738.0,3.1987068277097,[16.0]
PS,daily,45,16,2366738.0,3.1987068277097,[16.0]
PS,daily,46,16,2366738.0,3.1987068277097,[16.0]
PS,daily,47,16,2366738.0,3.1987068277097,[16.0]
PS,daily,48,16,2366738.0,3.1987068277097,[16.0]
PS,daily,49,16,2366738.0,3.1987068277097,[16.0]
PS,daily,50,16,2366738.0,3.1987068277097,[16.0]
PS,daily,51,16,2366738.0,3.1987068277097,[16.0]
PS,daily,52,16,2366738.0,3.1987068277097,[16.0]
PS,daily,53,16,2366738.0,3.1987068277097,[16.0]
PS,daily,54,16,2366738.0,3.1987068277097,[16.0]
PS,daily,55,16,2366738.0,3.1987068277097,[16.0]
PS,daily,56,16,2366738.0,3.1987068277097,[16.0]
PS,daily,57,16,2366738.0,3.1987068277097,[16.0]
PS,daily,58,16,2366738.0,3.1987068277097,[16.0]
PS,daily,59,16,2366738.0,3.1987068277097,[16.0]
SHFLX,daily,0,10,2256209.0,4.705153644897259,[10.0]
SHFLX,daily,1,10,2256209.0,4.705153644897259,[10.0]
SHFLX,daily,2,8,1524063.0,6.96546665065683,[8.0]
SHFLX,daily,3,8,1524063.0,6.96546665065683,[8.0]
SHFLX,daily,4,10,2256209.0,4.705153644897259,[10.0]
SHFLX,daily,5,10,2256209.0,4.705153644897259,[10.0]
SHFLX,daily,6,10,2256209.0,4.705153644897259,[10.0]
SHFLX,daily,7,8,1524063.0,6.96546665065683,[8.0]
SHFLX,daily,8,8,1524063.0,6.96546665065683,[8.0]
SHFLX,daily,9,8,1524063.0,6.96546665065683,[8.0]
SHFLX,daily,10,8,1524063.0,6.96546665065683,[8.0]
SHFLX,daily,11,8,1524063.0,6.96546665065683,[8.0]
SHFLX,daily,12,8,1524063.0,6.96546665065683,[8.0]
SHFLX,daily,13,8,1524063.0,6.96546665065683,[8.0]
SHFLX,daily,14,8,1524063.0,6.96546665065683,[8.0]
SHFLX,daily,15,8,1524063.0,6.96546665065683,[8.0]
SHFLX,daily,16,10,2256209.0,4.705153644897259,[10.0]
SHFLX,daily,17,10,2256209.0,4.705153644897259,[10.0]
SHFLX,daily,18,10,2256209.0,4.705153644897259,[10.0]
SHFLX,daily,19,10,2256209.0,4.705153644897259,[10.0]
SHFLX,daily,20,8,1524063.0,6.96546665065683,[8.0]
SHFLX,daily,21,8,1524063.0,6.96546665065683,[8.0]
SHFLX,daily,22,8,1524063.0,6.96546665065683,[8.0]
SHFLX,daily,23,8,1524063.0,6.96546665065683,[8.0]
SHFLX,daily,24,8,1524063.0,6.96546665065683,[8.0]
SHFLX,daily,25,8,1524063.0,6.96546665065683,[8.0]
SHFLX,daily,26,8,1524063.0,6.96546665065683,[8.0]
SHFLX,daily,27,8,1524063.0,6.96546665065683,[8.0]
SHFLX,daily,28,8,1524063.0,6.96546665065683,[8.0]
SHFLX,daily,29,10,2256209.0,4.705153644897259,[10.0]
SHFLX,daily,30,10,2256209.0,4.705153644897259,[10.0]
SHFLX,daily,31,10,2256209.0,4.705153644897259,[10.0]
SHFLX,daily,32,10,2256209.0,4.705153644897259,[10.0]
SHFLX,daily,33,8,1524063.0,6.96546665065683,[8.0]
SHFLX,daily,34,8,1524063.0,6.96546665065683,[8.0]
SHFLX,daily,35,8,1524063.0,6.96546665065683,[8.0]
SHFLX,daily,36,8,1524063.0,6.96546665065683,[8.0]
SHFLX,daily,37,8,1524063.0,6.96546665065683,[8.0]
SHFLX,daily,38,8,1524063.0,6.96546665065683,[8.0]
SHFLX,daily,39,8,1524063.0,6.96546665065683,[8.0]
SHFLX,daily,40,8,1524063.0,6.96546665065683,[8.0]
SHFLX,daily,41,10,2256209.0,4.705153644897259,[10.0]
SHFLX,daily,42,8,1524063.0,6.96546665065683,[8.0]
SHFLX,daily,43,10,2256209.0,4.705153644897259,[10.0]
SHFLX,daily,44,10,2256209.0,4.705153644897259,[10.0]
SHFLX,daily,45,8,1524063.0,6.96546665065683,[8.0]
SHFLX,daily,46,10,2256209.0,4.705153644897259,[10.0]
SHFLX,daily,47,8,1524063.0,6.96546665065683,[8.0]
SHFLX,daily,48,8,1524063.0,6.96546665065683,[8.0]
SHFLX,daily,49,8,1524063.0,6.96546665065683,[8.0]
SHFLX,daily,50,8,1524063.0,6.96546665065683,[8.0]
SHFLX,daily,51,8,1524063.0,6.96546665065683,[8.0]
SHFLX,daily,52,8,1524063.0,6.96546665065683,[8.0]
SHFLX,daily,53,8,1524063.0,6.96546665065683,[8.0]
SHFLX,daily,54,8,1524063.0,6.96546665065683,[8.0]
SHFLX,daily,55,8,1524063.0,6.96546665065683,[8.0]
SHFLX,daily,56,8,1524063.0,6.96546665065683,[8.0]
SHFLX,daily,57,8,1524063.0,6.96546665065683,[8.0]
SHFLX,daily,58,8,1524063.0,6.96546665065683,[8.0]
SHFLX,daily,59,8,1524063.0,6.96546665065683,[8.0]
TMQ,daily,0,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,1,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,2,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,3,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,4,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,5,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,6,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,7,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,8,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,9,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,10,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,11,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,12,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,13,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,14,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,15,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,16,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,17,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,18,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,19,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,20,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,21,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,22,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,23,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,24,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,25,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,26,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,27,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,28,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,29,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,30,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,31,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,32,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,33,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,34,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,35,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,36,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,37,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,38,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,39,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,40,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,41,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,42,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,43,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,44,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,45,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,46,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,47,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,48,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,49,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,50,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,51,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,52,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,53,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,54,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,55,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,56,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,57,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,58,10,1422692.0,6.620011218169498,[10.0]
TMQ,daily,59,10,1422692.0,6.620011218169498,[10.0]
U,daily,0,10,22234076.0,12.920346049010536,[10.0]
U,daily,1,12,37856882.0,7.588368107019485,[12.0]
U,daily,2,12,37856882.0,7.588368107019485,[12.0]
U,daily,3,12,37856882.0,7.588368107019485,[12.0]
U,daily,4,12,37856882.0,7.588368107019485,[12.0]
U,daily,5,10,22234076.0,12.920346049010536,[10.0]
U,daily,6,10,22234076.0,12.920346049010536,[10.0]
U,daily,7,10,22234076.0,12.920346049010536,[10.0]
U,daily,8,12,37856882.0,7.588368107019485,[12.0]
U,daily,9,12,37856882.0,7.588368107019485,[12.0]
U,daily,10,12,37856882.0,7.588368107019485,[12.0]
U,daily,11,12,37856882.0,7.588368107019485,[12.0]
U,daily,12,10,22234076.0,12.920346049010536,[10.0]
U,daily,13,12,37856882.0,7.588368107019485,[12.0]
U,daily,14,12,37856882.0,7.588368107019485,[12.0]
U,daily,15,12,37856882.0,7.588368107019485,[12.0]
U,daily,16,12,37856882.0,7.588368107019485,[12.0]
U,daily,17,12,37856882.0,7.588368107019485,[12.0]
U,daily,18,12,37856882.0,7.588368107019485,[12.0]
U,daily,19,12,37856882.0,7.588368107019485,[12.0]
U,daily,20,10,22234076.0,12.920346049010536,[10.0]
U,daily,21,12,37856882.0,7.588368107019485,[12.0]
U,daily,22,12,37856882.0,7.588368107019485,[12.0]
U,daily,23,10,22234076.0,12.920346049010536,[10.0]
U,daily,24,12,37856882.0,7.588368107019485,[12.0]
U,daily,25,12,37856882.0,7.588368107019485,[12.0]
U,daily,26,10,22234076.0,12.920346049010536,[10.0]
U,daily,27,10,22234076.0,12.920346049010536,[10.0]
U,daily,28,12,37856882.0,7.588368107019485,[12.0]
U,daily,29,10,22234076.0,12.920346049010536,[10.0]
U,daily,30,12,37856882.0,7.588368107019485,[12.0]
U,daily,31,12,37856882.0,7.588368107019485,[12.0]
U,daily,32,12,37856882.0,7.588368107019485,[12.0]
U,daily,33,12,37856882.0,7.588368107019485,[12.0]
U,daily,34,12,37856882.0,7.588368107019485,[12.0]
U,daily,35,12,37856882.0,7.588368107019485,[12.0]
U,daily,36,12,37856882.0,7.588368107019485,[12.0]
U,daily,37,12,37856882.0,7.588368107019485,[12.0]
U,daily,38,12,37856882.0,7.588368107019485,[12.0]
U,daily,39,12,37856882.0,7.588368107019485,[12.0]
U,daily,40,10,22234076.0,12.920346049010536,[10.0]
U,daily,41,12,37856882.0,7.588368107019485,[12.0]
U,daily,42,12,37856882.0,7.588368107019485,[12.0]
U,daily,43,12,37856882.0,7.588368107019485,[12.0]
U,daily,44,12,37856882.0,7.588368107019485,[12.0]
U,daily,45,12,37856882.0,7.588368107019485,[12.0]
U,daily,46,12,37856882.0,7.588368107019485,[12.0]
U,daily,47,12,37856882.0,7.588368107019485,[12.0]
U,daily,48,12,37856882.0,7.588368107019485,[12.0]
U,daily,49,14,58510879.0,4.909718686673635,[14.0]
U,daily,50,12,37856882.0,7.588368107019485,[12.0]
U,daily,51,12,37856882.0,7.588368107019485,[12.0]
U,daily,52,10,22234076.0,12.920346049010536,[10.0]
U,daily,53,10,22234076.0,12.920346049010536,[10.0]
U,daily,54,12,37856882.0,7.588368107019485,[12.0]
U,daily,55,12,37856882.0,7.588368107019485,[12.0]
U,daily,56,12,37856882.0,7.588368107019485,[12.0]
U,daily,57,12,37856882.0,7.588368107019485,[12.0]
U,daily,58,10,22234076.0,12.920346049010536,[10.0]
U,daily,59,10,22234076.0,12.920346049010536,[10.0]
TS,daily,0,14,1812506.0,4.246741803889201,[14.0]
TS,daily,1,14,1812506.0,4.246741803889201,[14.0]
TS,daily,2,14,1812506.0,4.246741803889201,[14.0]
TS,daily,3,14,1812506.0,4.246741803889201,[14.0]
TS,daily,4,14,1812506.0,4.246741803889201,[14.0]
TS,daily,5,14,1812506.0,4.246741803889201,[14.0]
TS,daily,6,14,1812506.0,4.246741803889201,[14.0]
TS,daily,7,14,1812506.0,4.246741803889201,[14.0]
TS,daily,8,14,1812506.0,4.246741803889201,[14.0]
TS,daily,9,14,1812506.0,4.246741803889201,[14.0]
TS,daily,10,14,1812506.0,4.246741803889201,[14.0]
TS,daily,11,14,1812506.0,4.246741803889201,[14.0]
TS,daily,12,14,1812506.0,4.246741803889201,[14.0]
TS,daily,13,14,1812506.0,4.246741803889201,[14.0]
TS,daily,14,14,1812506.0,4.246741803889201,[14.0]
TS,daily,15,14,1812506.0,4.246741803889201,[14.0]
TS,daily,16,14,1812506.0,4.246741803889201,[14.0]
TS,daily,17,14,1812506.0,4.246741803889201,[14.0]
TS,daily,18,14,1812506.0,4.246741803889201,[14.0]
TS,daily,19,14,1812506.0,4.246741803889201,[14.0]
TS,daily,20,14,1812506.0,4.246741803889201,[14.0]
TS,daily,21,14,1812506.0,4.246741803889201,[14.0]
TS,daily,22,14,1812506.0,4.246741803889201,[14.0]
TS,daily,23,14,1812506.0,4.246741803889201,[14.0]
TS,daily,24,16,2429530.0,3.1682033150444737,[16.0]
TS,daily,25,14,1812506.0,4.246741803889201,[14.0]
TS,daily,26,14,1812506.0,4.246741803889201,[14.0]
TS,daily,27,14,1812506.0,4.246741803889201,[14.0]
TS,daily,28,14,1812506.0,4.246741803889201,[14.0]
TS,daily,29,14,1812506.0,4.246741803889201,[14.0]
TS,daily,30,14,1812506.0,4.246741803889201,[14.0]
TS,daily,31,14,1812506.0,4.246741803889201,[14.0]
TS,daily,32,14,1812506.0,4.246741803889201,[14.0]
TS,daily,33,14,1812506.0,4.246741803889201,[14.0]
