PS,15
CCN3,12
FLNS,7
CLOUD,6
FSNT,9
FSNS,7
FLNT,10
LHFLX,7
PRECC,6
PRECL,7
SHFLX,8
U,11
TS,14
QFLX,7
TMQ,8
PS,15
