variable,frequency,2,3,4,5,6,7
FLUT,daily,0,0,42,18,0,0
LHFLX,daily,0,0,59,1,0,0
PRECT,daily,0,34,26,0,0,0
TAUX,daily,0,19,41,0,0,0
TS,daily,0,0,0,1,59,0
Z500,daily,0,0,0,0,59,1
FLNS,monthly,0,0,60,0,0,0
FLNT,monthly,0,0,0,60,0,0
FSNS,monthly,0,0,60,0,0,0
FSNT,monthly,0,0,57,3,0,0
LHFLX,monthly,0,0,59,1,0,0
PRECC,monthly,0,28,32,0,0,0
PRECL,monthly,0,9,51,0,0,0
PS,monthly,0,0,0,0,0,60
QFLX,monthly,0,9,51,0,0,0
SHFLX,monthly,0,0,57,3,0,0
TMQ,monthly,0,0,47,13,0,0
TS,monthly,0,0,0,1,59,0
